================================================================================
严苛版中线买点 回测报告（评分≥85分 + 6项过滤 + 回踩入场）
回测时间: 2026-06-27 22:01
入场方式: 信号后等待回踩MA10/MA20确认
过滤条件: 评分≥85 + 6项(量比0.5~2.5+趋势连续+MACD零轴张口+RSI60~85)
================================================================================

总计扫描: 137 只股票
累计交易日: 16433 天
严苛信号数: 327 个

────────────────────────────────────────────────────────────────────────────────
一、各股票评分统计
--------------------------------------------------------------------------------
代码                     评分范围     均值   S级     严苛信号
601600.SH      20260302     20260303        49   +4.01%    14.29    +1.12%    -4.13%    -8.89%   -20.22%
688170.SH      20260403     20260407        89   +8.39%    52.63    +3.14%    +7.85%   +14.88%   +21.74%
688170.SH      20260417     20260420        70   +6.35%    61.11    -1.06%    +3.26%    +5.22%   +26.79%
002079.SZ      20260616     20260617        54   +5.55%    12.84    +7.01%   +14.41%   +10.44%   +10.44%
002079.SZ      20260617     20260618        53   +4.48%    13.43    +4.10%    +5.58%    +5.58%    +5.58%
301292.SZ      20260326     20260327        59  +16.27%    80.01   +23.96%    +7.09%   +11.30%    +7.35%
301292.SZ      20260615     20260616        89   +7.41%    75.07    +5.10%   +14.31%    +5.18%    +5.18%
301292.SZ      20260617     20260618        86   +5.12%    78.50    +2.98%    +0.59%    +0.59%    +0.59%
600875.SH      20260306     20260309        80   +4.76%    42.11    +0.12%    -8.03%   -15.41%   -17.31%
600875.SH      20260416     20260417        91   +9.99%    42.50    +0.02%    -2.42%    -4.38%   -12.45%
600875.SH      20260513     20260514        78   +6.10%    41.15    -5.05%   -12.22%   -10.28%   -28.34%
603155.SH      20260611     20260612        68   +9.98%    23.80    -6.18%    -8.24%    +6.47%    +6.47%
300617.SZ      20260527     20260528        46   +7.53%    67.00    +1.19%    -9.25%   -20.00%   -20.82%
300617.SZ      20260528     20260529        47   +9.54%    72.00    -5.00%   -12.46%   -24.10%   -26.32%
600744.SH      20260303     20260304        43   +5.14%     7.66   +18.02%   +22.58%    +8.22%    -1.17%
600744.SH      20260420     20260421        63   +7.73%     8.00    +1.12%    +8.38%    +9.62%    -3.75%
600744.SH      20260423     20260424        56   +4.70%     8.39    -6.08%    +7.27%    +8.34%    +2.50%
301382.SZ      20260622     20260623        73   +7.61%    43.92    -3.51%    -2.98%    -2.98%    -2.98%
601699.SH      20260603     20260604        45   +6.74%    18.64    +0.86%    -4.35%   -10.30%   -20.06%
002488.SZ      20260306     20260309        68   +6.49%    13.13    -3.43%    -6.85%   -15.23%   -14.62%
600602.SH      20260330     20260331        43  +10.00%    23.33    -0.04%    +7.37%    +2.44%    -6.34%
600602.SH      20260513     20260514        37   +5.72%    24.23    -7.97%   -13.25%   -20.02%   -31.20%
300488.SZ      20260508     20260511        57  +20.01%    41.30    -6.83%    -8.47%   -14.04%   -11.23%
300488.SZ      20260608     20260609        69   +6.11%    36.36    +2.09%   +21.84%    +8.42%    +9.52%
300488.SZ      20260609     20260610        68   +4.88%    37.46    +2.83%   +28.11%    +5.21%    +6.30%
300488.SZ      20260616     20260617        75  +13.01%    43.32    -3.79%    -9.03%    -8.08%    -8.08%
300488.SZ      20260617     20260618        81   +8.33%    44.53    -8.31%   -10.58%   -10.58%   -10.58%
000593.SZ      20260225     20260226        89  +10.03%    16.45    -4.32%   -10.76%    -4.86%   -10.46%
000593.SZ      20260227     20260302        89   +9.99%    15.70    +5.86%    -9.62%    -7.32%    -0.38%
000593.SZ      20260303     20260304        86   +7.23%    15.47    -5.11%    -8.02%    -5.43%    +1.49%
000593.SZ      20260402     20260403        76   +8.15%    16.90    +7.28%    +1.01%    +8.52%   +52.31%
000593.SZ      20260407     20260408        77   +8.43%    17.19    -1.80%    -3.08%    +3.84%   +42.06%
688091.SH      20260507     20260508        43   +6.30%    61.86    +4.78%    +2.54%   -10.41%   -31.17%
688091.SH      20260511     20260512        44   +6.96%    64.39    +0.57%    -4.29%   -10.61%   -36.05%
603663.SH      20260420     20260421        63   +6.77%    48.30    +0.25%    -2.69%    -6.21%    +4.53%
603663.SH      20260526     20260527        45   +4.97%    58.80    +8.33%   +15.60%   +27.19%   +70.88%
603663.SH      20260610     20260611        82   +7.15%    73.86    -1.71%   +18.45%   +27.99%   +27.99%
605178.SH      20260408     20260409        44   +5.53%    71.80    +7.10%   +19.36%    -6.41%    +2.02%
605178.SH      20260409     20260410        47   +9.59%    79.00    -2.94%    +9.94%   -17.72%    -7.65%
605178.SH      20260511     20260512        53   +8.20%    73.52    -0.76%    -3.55%   -10.55%   -13.33%
605178.SH      20260515     20260518        52   +7.78%    77.60    -8.62%   -14.76%   -17.71%   -19.36%
603127.SH      20260618     20260622        73   +9.99%    35.03    +4.28%    +5.85%    +5.85%    +5.85%
603127.SH      20260624     20260625        61   +4.24%    37.57    -1.30%    -1.30%    -1.30%    -1.30%
688385.SH      20260209     20260210        63   +9.65%    83.00    +0.25%    -0.66%    -1.16%    -6.63%
688385.SH      20260212     20260213        58   +4.92%    86.82    -6.16%    +0.07%   -12.89%   -23.04%
300769.SZ      20260430     20260506        78  +12.92%    72.34   +11.63%    +8.65%    +2.02%   -11.42%
002151.SZ      20260302     20260303        88   +4.22%    45.40    -8.39%    -2.40%    +2.56%   -16.56%
002151.SZ      20260313     20260316        85   +4.22%    45.75    +1.77%   -17.79%   -17.22%   -15.91%
600489.SH      20260302     20260303        92   +9.99%    34.01    -5.06%    -6.47%   -13.76%   -21.46%
688387.SH      20260408     20260409        89  +10.51%    14.90    +0.54%   +16.58%   +18.79%   +47.11%
688387.SH      20260430     20260506        41   +8.12%    19.34    +7.03%   +14.58%    -0.72%   -15.72%
688387.SH      20260506     20260507        47   +4.09%    20.38    +6.82%    +1.08%   -11.09%   -21.84%
688387.SH      20260617     20260618        78  +13.31%    17.35    +1.50%   +12.45%   +12.45%   +12.45%
000155.SZ      20260330     20260331        48   +6.13%    16.90    -8.70%    -1.60%    -5.38%   +13.91%
300199.SZ      20260522     20260525        58   +7.91%    24.86    +1.93%   -10.74%   -17.22%   -10.38%
002409.SZ      20260610     20260611        77  +10.00%   126.22    +5.36%   +18.97%   +49.42%   +49.42%
002409.SZ      20260611     20260612        78  +10.00%   140.01    -0.84%   +17.98%   +34.70%   +34.70%
000636.SZ      20260416     20260417        60   +5.61%    22.00    +0.77%    +3.32%   +12.77%   +54.55%
300093.SZ      20260624     20260625        54  +13.05%    24.63    +5.44%    +5.44%    +5.44%    +5.44%
605006.SH      20260413     20260414        62   +4.55%    10.18    -0.39%    +5.70%    +8.35%   +43.91%
600345.SH      20260210     20260211        50   +7.89%    42.50    +0.61%    +2.38%    +3.11%   -11.06%
600345.SH      20260302     20260303        57   +5.47%    46.62    -8.07%    -6.13%   -18.62%    -7.49%
600345.SH      20260508     20260511        69   +9.99%    60.11    -1.51%    -7.97%   -13.21%   -11.00%
600345.SH      20260609     20260610        83  +10.00%    58.00    -1.71%    +4.36%   +25.21%   +12.69%
000070.SZ      20260212     20260213        69   +9.98%    19.00    -4.21%    +3.47%   -13.32%   -28.42%
000070.SZ      20260331     20260401        87  +10.01%    18.00    +7.61%   +16.00%   +15.39%    +0.44%
000070.SZ      20260402     20260403        82   +4.99%    19.03    -4.73%   +10.88%   +10.51%    +5.68%
000070.SZ      20260605     20260608        69   +7.50%    17.93    +8.92%    +4.91%   +39.88%   +24.32%
000070.SZ      20260617     20260618        66   +6.00%    20.76    +9.83%    +7.37%    +7.37%    +7.37%
002805.SZ      20260506     20260507        59  +10.02%    25.15    -1.99%    -2.31%    -9.03%   -18.61%
002805.SZ      20260616     20260617        82  +10.00%    24.01   +11.95%   +21.53%   +10.62%   +10.62%
688126.SH      20260511     20260512        45   +5.22%    24.30    +5.19%   +21.48%   +10.70%   +30.58%
688126.SH      20260512     20260513        52   +4.42%    24.72    +1.01%   +18.57%   +13.55%   +32.08%
600089.SH      20260212     20260213        44   +4.22%    28.63    +4.37%    +9.99%   +14.43%    -1.68%
600089.SH      20260305     20260306        49   +6.19%    32.40    +1.11%    -6.42%   -13.55%   -21.30%
600736.SH      20260608     20260609        83   +8.56%     7.87    -6.23%    -2.80%    -6.86%   -12.96%
601958.SH      20260211     20260212        64   +7.08%    21.10    -2.18%   +16.26%   +16.49%   -10.24%
601958.SH      20260225     20260226        61   +4.67%    22.18   +10.60%   +12.80%    +2.89%   -17.81%
601958.SH      20260227     20260302        67  +10.00%    25.31    +0.12%    -5.22%   -14.70%   -25.68%
601958.SH      20260302     20260303        73   +7.95%    26.00    -0.19%    -7.85%   -18.77%   -28.46%
601958.SH      20260528     20260529        50  +10.00%    26.50   -12.45%   -17.13%    -3.70%    +2.38%
601958.SH      20260615     20260616        67   +9.99%    28.10    +1.32%    -2.56%    -3.45%    -3.45%
688331.SH      20260210     20260211        54   +5.23%   107.00    -2.80%    -7.48%   -13.08%   +13.86%
688331.SH      20260306     20260309        64  +13.87%   102.80   +15.13%    +9.03%    +8.28%   +37.80%
688331.SH      20260310     20260311        60  +10.27%   118.00    -3.97%    +4.53%    -1.71%   +16.77%
688331.SH      20260318     20260319        62   +7.20%   120.01    -2.73%    -2.66%   +24.93%   +25.08%
688331.SH      20260330     20260331        67   +5.52%   130.00   +10.77%    +8.84%   +14.62%    +0.77%
688331.SH      20260401     20260402        82  +11.83%   141.68    +5.24%    -4.38%    +5.95%    -9.87%
300467.SZ      20260618     20260622        63   +5.93%    35.45    +4.09%    +2.00%    +2.00%    +2.00%
603888.SH      20260210     20260211        67  +10.02%    26.99    -8.82%   -15.52%   -20.75%   -22.56%
603077.SH      20260312     20260313        51   +9.90%     3.33    -5.11%   -16.82%   -14.11%   -10.21%
603077.SH      20260409     20260410        60   +4.53%     3.01    -0.66%    +3.65%    -2.66%    -7.31%
603077.SH      20260417     20260420        58   +4.00%     3.12    -2.88%    -5.13%    -7.05%   -18.27%
603077.SH      20260420     20260421        56   +4.49%     3.23    -7.12%    -9.60%   -10.53%   -18.58%
600550.SH      20260415     20260416        69   +7.37%    15.85    -0.95%    -0.32%    -5.68%    -2.15%
002708.SZ      20260605     20260608        55   +9.99%    15.24    -3.54%   -12.01%    -2.10%   -12.27%
002708.SZ      20260618     20260622        51   +7.43%    15.14    -1.45%   -11.69%   -11.69%   -11.69%
688131.SH      20260623     20260624        37   +4.61%    90.02    +1.31%    +0.14%    +0.14%    +0.14%
688097.SH      20260514     20260515        64   +4.00%    66.80    -5.99%   -10.88%    -9.76%    -6.17%
688097.SH      20260602     20260603        61  +10.03%    68.66    +4.63%    -4.02%    +1.72%   -14.00%
688097.SH      20260603     20260604        60  +11.94%    70.50    -2.10%    -9.83%    +0.68%   -16.24%
688710.SH      20260327     20260330        77  +14.57%    65.60    +8.23%    -0.61%    +9.92%    +3.66%
688710.SH      20260330     20260331        67   +5.77%    69.79    +0.83%    -4.04%    +2.62%    -2.59%
688710.SH      20260622     20260623        49   +5.22%    59.80    +6.37%    +8.18%    +8.18%    +8.18%
000767.SZ      20260324     20260325        49   +7.16%     3.86   +19.95%    +1.04%    -6.48%    +7.51%
000767.SZ      20260325     20260326        51   +8.23%     4.46   +14.13%   -16.14%   -20.40%   -13.23%
000767.SZ      20260327     20260330        77   +9.94%     4.97   -14.89%   -27.36%   -24.14%   -21.33%
000767.SZ      20260421     20260422        84   +7.91%     4.15    +0.00%    -5.54%    +1.93%   +20.48%
000767.SZ      20260507     20260508        76   +5.66%     4.22    +0.24%   +16.11%   +11.85%   +26.54%
688180.SH      20260415     20260416        47   +5.33%    43.04    +4.65%    -5.39%    -6.18%   -12.52%
688180.SH      20260511     20260512        60   +6.91%    42.08    -4.40%   -10.53%   -16.35%   -30.39%
300045.SZ      20260302     20260303        55   +5.98%    28.53   -10.23%   -11.08%   -18.51%   -23.73%
300593.SZ      20260616     20260617        88   +8.46%    38.03    -2.58%   -14.02%   -20.96%   -20.96%

────────────────────────────────────────────────────────────────────────────────
三、严苛信号 各窗口平均收益统计
--------------------------------------------------------------------------------
  +1日: 平均收益   +0.31%  胜率   52.8%  最大   +3.61%  最大回撤   -2.91%  盘中最高均值   +5.43%
  +5日: 平均收益   +1.24%  胜率   48.6%  最大   +6.66%  最大回撤   -3.97%  盘中最高均值   +9.91%
  +10日: 平均收益   +2.02%  胜率   49.2%  最大   +8.71%  最大回撤   -4.99%  盘中最高均值  +14.15%
  +20日: 平均收益   +2.96%  胜率   45.5%  最大  +11.32%  最大回撤   -5.21%  盘中最高均值  +20.07%

────────────────────────────────────────────────────────────────────────────────
四、各股票严苛信号明细
--------------------------------------------------------------------------------

============================================================
  002297.SZ  |  评分区间 63~86  |  均值 73.3  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260416      趋势确认    63   +9.99% +41.15% +38.51%   93.5  9.05
  20260417      趋势确认    71  +10.01% +32.14% +31.93%   95.4  3.11
  20260420      趋势确认    86  +10.01% +24.26% +28.47%   96.7  1.57
  → +1日 均值= +4.62% 胜率= 66.7% 最大=+14.40% 最小= -1.93%
  → +5日 均值=+16.61% 胜率=100.0% 最大=+31.10% 最小= +9.13%
  → +10日 均值=+32.52% 胜率=100.0% 最大=+41.15% 最小=+24.26%
  → +20日 均值=+32.97% 胜率=100.0% 最大=+38.51% 最小=+28.47%

============================================================
  300390.SZ  |  评分区间 56~73  |  均值 64.5  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260410      趋势确认    56  +10.16% +35.86% +39.16%   80.9  2.13
  20260413      趋势确认    73  +17.42% +21.35% +22.21%   89.6  1.80
  → +1日 均值= +8.62% 胜率=100.0% 最大=+16.85% 最小= +0.39%
  → +5日 均值=+18.43% 胜率=100.0% 最大=+24.87% 最小=+11.98%
  → +10日 均值=+28.61% 胜率=100.0% 最大=+35.86% 最小=+21.35%
  → +20日 均值=+30.68% 胜率=100.0% 最大=+39.16% 最小=+22.21%

============================================================
  600601.SH  |  评分区间 59~65  |  均值 61.0  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260612      趋势确认    65   +9.98%  +0.78%  +0.78%   60.0  2.04
  20260615      趋势确认    59   +4.34%  -3.35%  -3.35%   67.5  1.60
  20260616      趋势确认    59   +4.83%  -5.93%  -5.93%   74.2  1.40
  → +1日 均值= +6.73% 胜率=100.0% 最大= +9.30% 最小= +4.20%
  → +5日 均值= +1.79% 胜率= 66.7% 最大= +4.11% 最小= -1.19%
  → +10日 均值= -2.83% 胜率= 33.3% 最大= +0.78% 最小= -5.93%
  → +20日 均值= -2.83% 胜率= 33.3% 最大= +0.78% 最小= -5.93%

============================================================
  603826.SH  |  评分区间 48~48  |  均值 48.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260306      趋势确认    48   +8.54%  -3.47% +10.46%   84.6  1.40

============================================================
  688629.SH  |  评分区间 47~64  |  均值 55.3  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260226      趋势确认    47  +14.66% -15.44% -13.42%   78.2  1.57
  20260403      趋势确认    55   +7.82% +17.39% +15.73%   62.6  1.45
  20260519      趋势确认    64  +11.71%  -6.95%  +7.58%   68.1  1.64
  → +1日 均值= +0.36% 胜率= 66.7% 最大= +7.29% 最小= -8.17%
  → +5日 均值= +0.07% 胜率= 33.3% 最大= +8.07% 最小= -6.86%
  → +10日 均值= -1.67% 胜率= 33.3% 最大=+17.39% 最小=-15.44%
  → +20日 均值= +3.30% 胜率= 66.7% 最大=+15.73% 最小=-13.42%

============================================================
  300395.SZ  |  评分区间 49~67  |  均值 60.0  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260226      趋势确认    49   +5.21% -10.62% -26.08%   86.2  1.49
  20260316      趋势确认    60   +4.17% -26.59% -14.14%   63.9  1.42
  20260413      趋势确认    64   +7.67%  -1.39% +23.23%   75.0  1.66
  20260507      趋势确认    67  +10.83% +12.41%  -4.37%   78.4  1.97
  → +1日 均值= -1.68% 胜率= 50.0% 最大= +5.43% 最小=-12.21%
  → +5日 均值= -6.58% 胜率= 50.0% 最大= +7.34% 最小=-23.73%
  → +10日 均值= -6.55% 胜率= 25.0% 最大=+12.41% 最小=-26.59%
  → +20日 均值= -5.34% 胜率= 25.0% 最大=+23.23% 最小=-26.08%

============================================================
  300497.SZ  |  评分区间 46~52  |  均值 48.3  |  严苛信号 6次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260427      趋势确认    48   +7.93% -13.18% -21.54%   70.2  1.83
  20260615      趋势确认    52  +10.27% +16.92% +16.92%   72.8  2.24
  20260617      趋势确认    46   +4.17% +13.39% +13.39%   79.5  1.45
  20260618      趋势确认    49   +6.92%  +2.79%  +2.79%   85.9  2.15
  20260622      趋势确认    49   +6.06%  -1.15%  -1.15%   89.6  2.59
  20260623      趋势确认    46   +8.23%  -9.39%  -9.39%   92.8  1.83
  → +1日 均值= +5.68% 胜率= 83.3% 最大=+13.39% 最小= -1.32%
  → +5日 均值= +4.21% 胜率= 50.0% 最大=+25.35% 最小= -9.39%
  → +10日 均值= +1.56% 胜率= 50.0% 最大=+16.92% 最小=-13.18%
  → +20日 均值= +0.17% 胜率= 50.0% 最大=+16.92% 最小=-21.54%

============================================================
  001389.SZ  |  评分区间 43~67  |  均值 59.0  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260225      趋势确认    43   +4.81%  +6.99%  +2.55%   69.6  1.78
  20260326      趋势确认    67   +7.95% +17.25% +52.96%   57.4  2.01
  20260413      趋势确认    67   +4.09% +23.96% +35.65%   76.6  1.32
  → +1日 均值= +2.36% 胜率= 66.7% 最大= +6.84% 最小= -4.01%
  → +5日 均值= +5.86% 胜率= 66.7% 最大=+18.84% 最小= -5.10%
  → +10日 均值=+16.07% 胜率=100.0% 最大=+23.96% 最小= +6.99%
  → +20日 均值=+30.39% 胜率=100.0% 最大=+52.96% 最小= +2.55%

============================================================
  920493.BJ  |  评分区间 58~62  |  均值 60.0  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260212      趋势确认    62  +14.07%  -2.89% -19.89%   84.8  3.54
  20260309      趋势确认    58   +7.57% -17.11% -16.14%   65.2  2.13
  → +1日 均值= -6.42% 胜率=  0.0% 最大= -5.00% 最小= -7.83%
  → +5日 均值=-11.31% 胜率=  0.0% 最大= -9.79% 最小=-12.83%
  → +10日 均值=-10.00% 胜率=  0.0% 最大= -2.89% 最小=-17.11%
  → +20日 均值=-18.02% 胜率=  0.0% 最大=-16.14% 最小=-19.89%

============================================================
  688796.SH  |  评分区间 45~81  |  均值 63.8  |  严苛信号 5次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260306      趋势确认    63   +9.05%  -1.47% +47.27%   64.4  2.15
  20260310      趋势确认    61   +7.64%  +1.30% +23.38%   74.4  1.40
  20260327      趋势确认    81  +12.68% +12.20%  +5.71%   73.4  1.65
  20260512      趋势确认    69   +6.19% +10.56% -10.14%   65.4  1.66
  20260624      趋势确认    45   +6.86%  -5.52%  -5.52%   67.7  1.70
  → +1日 均值= -1.17% 胜率= 40.0% 最大= +9.76% 最小= -6.97%
  → +5日 均值= +5.30% 胜率= 60.0% 最大=+22.20% 最小= -5.52%
  → +10日 均值= +3.41% 胜率= 60.0% 最大=+12.20% 最小= -5.52%
  → +20日 均值=+12.14% 胜率= 60.0% 最大=+47.27% 最小=-10.14%

============================================================
  688603.SH  |  评分区间 49~58  |  均值 54.3  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260415      趋势确认    49  +13.12%  -5.36% +57.46%   83.0  1.80
  20260428      趋势确认    56   +5.52% +48.25% +64.84%   67.0  1.88
  20260506      趋势确认    58   +6.52% +42.35% +71.68%   62.3  1.46
  → +1日 均值= -1.36% 胜率= 33.3% 最大= +0.98% 最小= -3.90%
  → +5日 均值=+22.38% 胜率= 66.7% 最大=+48.00% 最小= -5.79%
  → +10日 均值=+28.41% 胜率= 66.7% 最大=+48.25% 最小= -5.36%
  → +20日 均值=+64.66% 胜率=100.0% 最大=+71.68% 最小=+57.46%

============================================================
  000792.SZ  |  评分区间 41~52  |  均值 46.5  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260226      趋势确认    41   +7.76%  +4.29%  +3.90%   87.2  2.35
  20260327      趋势确认    52   +7.06%  -1.82%  -6.47%   73.6  1.44
  → +1日 均值= -3.02% 胜率= 50.0% 最大= +0.47% 最小= -6.52%
  → +5日 均值= -5.54% 胜率=  0.0% 最大= -3.11% 最小= -7.96%
  → +10日 均值= +1.23% 胜率= 50.0% 最大= +4.29% 最小= -1.82%
  → +20日 均值= -1.28% 胜率= 50.0% 最大= +3.90% 最小= -6.47%

============================================================
  002326.SZ  |  评分区间 49~49  |  均值 49.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260206      趋势确认    49  +10.02% -10.16% -15.72%   64.5  1.94

============================================================
  688787.SH  |  评分区间 83~83  |  均值 83.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260306      趋势确认    83  +11.77%  -9.95% -16.18%   60.8  1.95

============================================================
  002812.SZ  |  评分区间 59~67  |  均值 63.7  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260421      趋势确认    59   +5.11%  +8.94%  -7.57%   81.6  1.41
  20260424      趋势确认    67  +10.01%  -5.56% -10.51%   67.2  1.57
  20260427      趋势确认    65   +4.76%  -5.45% -12.85%   74.0  1.70
  → +1日 均值= -1.42% 胜率= 33.3% 最大= +4.46% 最小= -6.55%
  → +5日 均值= +6.45% 胜率=100.0% 最大=+12.51% 最小= +0.51%
  → +10日 均值= -0.69% 胜率= 33.3% 最大= +8.94% 最小= -5.56%
  → +20日 均值=-10.31% 胜率=  0.0% 最大= -7.57% 最小=-12.85%

============================================================
  300184.SZ  |  评分区间 46~83  |  均值 64.5  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260507      趋势确认    46   +9.06%  -0.94% +14.71%   83.7  1.40
  20260625      趋势确认    83   +5.21%  -2.76%  -2.76%   72.6  1.61
  → +1日 均值= -0.70% 胜率= 50.0% 最大= +1.35% 最小= -2.76%
  → +5日 均值= -3.60% 胜率=  0.0% 最大= -2.76% 最小= -4.45%
  → +10日 均值= -1.85% 胜率=  0.0% 最大= -0.94% 最小= -2.76%
  → +20日 均值= +5.98% 胜率= 50.0% 最大=+14.71% 最小= -2.76%

============================================================
  002386.SZ  |  评分区间 45~45  |  均值 45.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260622      趋势确认    45   +9.98%  -2.31%  -2.31%   65.1  2.26

============================================================
  002384.SZ  |  评分区间 78~78  |  均值 78.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260409      趋势确认    78  +10.00% +42.03% +66.86%   82.4  1.91

============================================================
  002545.SZ  |  评分区间 78~78  |  均值 78.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260302      趋势确认    78   +9.99% -21.58% -27.73%   79.3  1.87

============================================================
  688700.SH  |  评分区间 64~64  |  均值 64.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260407      趋势确认    64   +8.68% +12.13% +13.16%   71.1  1.67

============================================================
  300738.SZ  |  评分区间 46~53  |  均值 49.5  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260212      趋势确认    46   +5.22%  -3.84% -18.88%   80.1  1.64
  20260408      趋势确认    53  +12.04%  +8.91% +14.32%   60.7  1.98
  → +1日 均值= -3.98% 胜率=  0.0% 最大= -0.22% 最小= -7.75%
  → +5日 均值= +6.52% 胜率= 50.0% 最大=+15.03% 最小= -1.98%
  → +10日 均值= +2.54% 胜率= 50.0% 最大= +8.91% 最小= -3.84%
  → +20日 均值= -2.28% 胜率= 50.0% 最大=+14.32% 最小=-18.88%

============================================================
  600770.SH  |  评分区间 45~65  |  均值 55.0  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260428      趋势确认    45  +10.06%  -3.96% -15.98%   92.0  2.08
  20260625      趋势确认    65   +5.72%  +6.73%  +6.73%   75.9  2.09
  → +1日 均值= +5.42% 胜率=100.0% 最大= +6.73% 最小= +4.10%
  → +5日 均值= +9.86% 胜率=100.0% 最大=+12.98% 最小= +6.73%
  → +10日 均值= +1.39% 胜率= 50.0% 最大= +6.73% 最小= -3.96%
  → +20日 均值= -4.62% 胜率= 50.0% 最大= +6.73% 最小=-15.98%

============================================================
  002256.SZ  |  评分区间 47~57  |  均值 50.8  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260414      趋势确认    47   +6.82%  +7.28% +15.26%   67.4  2.02
  20260422      趋势确认    50  +10.00% +16.63%  -2.00%   72.3  2.20
  20260508      趋势确认    49  +10.00% -16.82% -29.66%   91.6  1.35
  20260511      趋势确认    57   +4.55% -19.49% -27.69%   93.6  2.53
  → +1日 均值= -3.43% 胜率=  0.0% 最大= -1.33% 最小= -4.92%
  → +5日 均值= -3.35% 胜率= 50.0% 最大= +5.87% 最小=-11.21%
  → +10日 均值= -3.10% 胜率= 50.0% 最大=+16.63% 最小=-19.49%
  → +20日 均值=-11.02% 胜率= 25.0% 最大=+15.26% 最小=-29.66%

============================================================
  001339.SZ  |  评分区间 53~60  |  均值 57.0  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260310      趋势确认    58   +6.77% -17.68% -17.93%   96.2  1.42
  20260414      趋势确认    53   +4.48% +34.04% +59.27%   73.2  1.30
  20260416      趋势确认    57   +7.76% +31.16% +60.86%   85.0  1.85
  20260424      趋势确认    60  +10.00% +29.63% +33.29%   87.9  2.30
  → +1日 均值= +2.72% 胜率= 50.0% 最大=+10.00% 最小= -6.71%
  → +5日 均值= +9.87% 胜率= 75.0% 最大=+26.00% 最小= -9.41%
  → +10日 均值=+19.29% 胜率= 75.0% 最大=+34.04% 最小=-17.68%
  → +20日 均值=+33.87% 胜率= 75.0% 最大=+60.86% 最小=-17.93%

============================================================
  000657.SZ  |  评分区间 46~69  |  均值 58.3  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260506      趋势确认    60   +6.53%  -9.81% +18.21%   75.0  1.64
  20260526      趋势确认    46   +5.42%  +5.96% +53.60%   77.8  1.43
