================================================================================
严苛版中线买点 回测报告（评分≥85分 + 6项过滤 + 回踩入场）
回测时间: 2026-06-27 22:20
入场方式: 信号后等待回踩MA10/MA20确认
过滤条件: 评分≥85 + 6项(量比0.5~2.5+趋势连续+MACD零轴张口+RSI60~85)
================================================================================

总计扫描: 191 只股票
累计交易日: 22906 天
严苛信号数: 635 个

────────────────────────────────────────────────────────────────────────────────
一、各股票评分统计
--------------------------------------------------------------------------------
代码                     评分范围     均值   S级     严苛信号
  20260429      趋势确认    10   +8.08% -11.27% -23.97%   57.8  1.67
  20260615      趋势确认    18  +14.60%  +2.79%  +2.79%   83.5  2.95
  20260617      趋势确认     8   +6.75%  -5.52%  -5.52%   88.1  1.30
  → +1日 均值= +0.67% 胜率= 60.0% 最大= +9.16% 最小= -8.02%
  → +5日 均值= -3.19% 胜率= 20.0% 最大=+12.04% 最小=-13.97%
  → +10日 均值= -2.99% 胜率= 40.0% 最大= +3.05% 最小=-11.27%
  → +20日 均值=-12.16% 胜率= 20.0% 最大= +2.79% 最小=-23.97%

============================================================
  600546.SH  |  评分区间 7~13  |  均值 9.0  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260423      趋势确认     7   +5.04%  +9.44%  +8.40%   80.6  1.70
  20260428      趋势确认     7   +5.12%  +3.37% +14.21%   85.7  1.54
  20260601      趋势确认    13  +10.01% -14.63% -24.77%   84.5  3.11
  → +1日 均值= +2.31% 胜率= 66.7% 最大= +5.16% 最小= -1.34%
  → +5日 均值= +2.90% 胜率= 66.7% 最大=+14.40% 最小= -8.46%
  → +10日 均值= -0.61% 胜率= 66.7% 最大= +9.44% 最小=-14.63%
  → +20日 均值= -0.72% 胜率= 66.7% 最大=+14.21% 最小=-24.77%

============================================================
  002202.SZ  |  评分区间 6~9  |  均值 7.0  |  严苛信号 5次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260225      趋势确认     6   +4.52% +15.89%  +4.19%   63.9  1.78
  20260226      趋势确认     6   +4.11% +12.25%  -1.96%   71.6  1.98
  20260311      趋势确认     8   +6.18%  -6.05% -19.61%   78.3  1.98
  20260420      趋势确认     6   +4.73%  +7.92%  -4.55%   70.9  1.42
  20260430      趋势确认     9   +7.07%  -9.64% -15.68%   69.8  2.02
  → +1日 均值= +2.35% 胜率= 80.0% 最大= +5.37% 最小= -0.64%
  → +5日 均值= +0.17% 胜率= 40.0% 最大= +3.70% 最小= -3.37%
  → +10日 均值= +4.07% 胜率= 60.0% 最大=+15.89% 最小= -9.64%
  → +20日 均值= -7.52% 胜率= 20.0% 最大= +4.19% 最小=-19.61%

============================================================
  002115.SZ  |  评分区间 7~9  |  均值 7.7  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260408      趋势确认     7   +5.40%  +1.79% +22.35%   61.7  1.61
  20260428      趋势确认     9   +5.03%  +3.50% -10.71%   74.8  4.06
  20260429      趋势确认     7   +4.86%  -2.78% -15.99%   80.5  2.24
  → +1日 均值= +2.71% 胜率= 66.7% 最大= +5.03% 最小= -0.73%
  → +5日 均值= +6.22% 胜率=100.0% 最大=+12.39% 最小= +1.96%
  → +10日 均值= +0.84% 胜率= 66.7% 最大= +3.50% 最小= -2.78%
  → +20日 均值= -1.45% 胜率= 33.3% 最大=+22.35% 最小=-15.99%

============================================================
  300489.SZ  |  评分区间 6~23  |  均值 15.0  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260327      趋势确认     6   +4.31% +46.03% +107.76%   66.7  1.54
  20260409      趋势确认    23  +20.00% +65.99% +100.36%   93.0  2.67
  20260410      趋势确认    13  +10.37% +45.71% +83.06%   95.3  2.79
  20260611      趋势确认    18  +16.46% +57.36% +57.36%   82.9  1.41
  → +1日 均值= +5.83% 胜率= 75.0% 最大=+11.27% 最小= -0.75%
  → +5日 均值=+18.02% 胜率=100.0% 最大=+35.56% 最小= +8.70%
  → +10日 均值=+53.77% 胜率=100.0% 最大=+65.99% 最小=+45.71%
  → +20日 均值=+87.14% 胜率=100.0% 最大=+107.76% 最小=+57.36%

============================================================
  603196.SH  |  评分区间 8~8  |  均值 8.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260424      趋势确认     8   +6.66% -16.62% -26.46%   77.5  1.66

============================================================
  301500.SZ  |  评分区间 9~23  |  均值 15.8  |  严苛信号 5次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260407      趋势确认    11   +8.21%  +8.98% +37.08%   69.2  2.38
  20260408      趋势确认    17  +14.47%  +4.24% +24.19%   84.3  2.93
  20260427      趋势确认    23  +19.98%  -7.84% -20.06%   92.2  2.79
  20260612      趋势确认    19  +15.24%  -6.23%  -6.23%   71.5  3.39
  20260622      趋势确认     9   +8.11%  -9.89%  -9.89%   77.9  1.35
  → +1日 均值= -0.47% 胜率= 60.0% 最大= +7.71% 最小= -6.22%
  → +5日 均值= -2.19% 胜率= 40.0% 最大= +3.50% 最小= -9.89%
  → +10日 均值= -2.15% 胜率= 40.0% 最大= +8.98% 最小= -9.89%
  → +20日 均值= +5.02% 胜率= 40.0% 最大=+37.08% 最小=-20.06%

============================================================
  688668.SH  |  评分区间 7~22  |  均值 14.5  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260320      趋势确认     7   +5.45%  +1.67% +53.21%   62.0  1.85
  20260416      趋势确认    22  +20.00%  +1.18% +32.04%   88.2  1.92
  → +1日 均值= -4.87% 胜率=  0.0% 最大= -1.77% 最小= -7.96%
  → +5日 均值= +0.46% 胜率= 50.0% 最大=+11.16% 最小=-10.24%
  → +10日 均值= +1.42% 胜率=100.0% 最大= +1.67% 最小= +1.18%
  → +20日 均值=+42.62% 胜率=100.0% 最大=+53.21% 最小=+32.04%

============================================================
  002745.SZ  |  评分区间 9~9  |  均值 9.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260617      趋势确认     9   +7.53% +11.23% +11.23%   79.5  1.75

============================================================
  002132.SZ  |  评分区间 7~9  |  均值 7.8  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260429      趋势确认     7   +4.75% +12.68%  +0.83%   82.7  2.00
  20260604      趋势确认     9   +5.06%  -6.41%  -0.37%   68.5  4.05
  20260605      趋势确认     7   +4.46%  -5.97%  -1.63%   74.6  2.60
  20260624      趋势确认     8   +5.58%  +0.00%  +0.00%   64.9  2.24
  → +1日 均值= +3.38% 胜率= 75.0% 最大= +5.86% 最小= +0.00%
  → +5日 均值= +2.29% 胜率= 25.0% 最大=+18.09% 最小= -4.95%
  → +10日 均值= +0.07% 胜率= 25.0% 最大=+12.68% 最小= -6.41%
  → +20日 均值= -0.29% 胜率= 25.0% 最大= +0.83% 最小= -1.63%

============================================================
  300442.SZ  |  评分区间 7~19  |  均值 12.3  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260226      趋势确认    19  +17.71% -14.66% -14.75%   78.1  1.76
  20260408      趋势确认    11   +9.31% +12.13%  +6.88%   61.1  1.75
  20260416      趋势确认     7   +6.12%  +2.35%  +1.97%   78.7  1.37
  → +1日 均值= +1.30% 胜率=100.0% 最大= +1.80% 最小= +0.83%
  → +5日 均值= +2.02% 胜率= 33.3% 最大=+12.02% 最小= -4.83%
  → +10日 均值= -0.06% 胜率= 66.7% 最大=+12.13% 最小=-14.66%
  → +20日 均值= -1.97% 胜率= 66.7% 最大= +6.88% 最小=-14.75%

============================================================
  601872.SH  |  评分区间 6~10  |  均值 7.7  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260402      趋势确认    10   +8.17%  -4.84%  -8.08%   72.4  2.11
  20260508      趋势确认     7   +5.75%  -6.47% -25.58%   72.1  1.44
  20260617      趋势确认     6   +4.40% +13.99% +13.99%   68.0  1.49
  → +1日 均值= +1.51% 胜率= 66.7% 最大= +9.85% 最小= -6.37%
  → +5日 均值= -1.80% 胜率= 33.3% 最大=+13.99% 最小=-10.26%
  → +10日 均值= +0.89% 胜率= 33.3% 最大=+13.99% 最小= -6.47%
  → +20日 均值= -6.56% 胜率= 33.3% 最大=+13.99% 最小=-25.58%

============================================================
  603248.SH  |  评分区间 5~13  |  均值 10.0  |  严苛信号 5次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260316      趋势确认    13  +10.00% -11.23% -11.46%   95.4  2.59
  20260317      趋势确认    11   +9.99% -14.43% -22.85%   97.0  1.35
  20260506      趋势确认    12  +10.00%  +0.62%  -9.86%   67.3  1.88
  20260507      趋势确认     9   +5.57%  +0.31% -12.85%   75.2  3.16
  20260520      趋势确认     5   +4.04% -17.90% -27.07%   73.1  1.34
  → +1日 均值= -2.37% 胜率= 60.0% 最大= +5.16% 最小=-15.34%
  → +5日 均值= -7.17% 胜率= 20.0% 最大= +7.12% 最小=-19.75%
  → +10日 均值= -8.53% 胜率= 40.0% 最大= +0.62% 最小=-17.90%
  → +20日 均值=-16.82% 胜率=  0.0% 最大= -9.86% 最小=-27.07%

============================================================
  002979.SZ  |  评分区间 7~7  |  均值 7.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260617      趋势确认     7   +5.68%  -7.39%  -7.39%   65.3  1.40

============================================================
  688110.SH  |  评分区间 8~10  |  均值 8.5  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260306      趋势确认     8   +6.45% -15.73% -21.65%   67.4  1.45
  20260430      趋势确认     8   +6.58% +13.10% -10.64%   84.3  1.73
  20260506      趋势确认     8   +6.42%  -9.12% -13.50%   88.8  1.63
  20260617      趋势确认    10   +9.14% +19.08% +19.08%   76.4  1.35
  → +1日 均值= +3.90% 胜率= 75.0% 最大= +7.91% 最小= -0.45%
  → +5日 均值= +8.36% 胜率= 75.0% 最大=+19.08% 最小= -2.58%
  → +10日 均值= +1.83% 胜率= 50.0% 最大=+19.08% 最小=-15.73%
  → +20日 均值= -6.68% 胜率= 25.0% 最大=+19.08% 最小=-21.65%

============================================================
  601869.SH  |  评分区间 11~12  |  均值 11.3  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260325      趋势确认    11  +10.00% +48.73% +42.45%   72.6  1.37
  20260529      趋势确认    11   +8.71% +12.58% +35.75%   64.1  2.15
  20260623      趋势确认    12  +10.00%  -2.72%  -2.72%   86.6  1.71
  → +1日 均值= +3.77% 胜率=100.0% 最大= +6.12% 最小= +2.19%
  → +5日 均值=+12.00% 胜率= 66.7% 最大=+28.65% 最小= -2.72%
  → +10日 均值=+19.53% 胜率= 66.7% 最大=+48.73% 最小= -2.72%
  → +20日 均值=+25.16% 胜率= 66.7% 最大=+42.45% 最小= -2.72%

============================================================
  605196.SH  |  评分区间 7~12  |  均值 9.5  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260416      趋势确认     7   +5.40% -13.78% -15.39%   64.6  1.40
  20260526      趋势确认    12   +9.99% -22.53% -39.33%   66.5  1.82
  → +1日 均值= -6.06% 胜率= 50.0% 最大= +0.87% 最小=-12.98%
  → +5日 均值= -8.11% 胜率=  0.0% 最大= -6.38% 最小= -9.84%
  → +10日 均值=-18.16% 胜率=  0.0% 最大=-13.78% 最小=-22.53%
  → +20日 均值=-27.36% 胜率=  0.0% 最大=-15.39% 最小=-39.33%

============================================================
  000420.SZ  |  评分区间 6~10  |  均值 7.4  |  严苛信号 5次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260316      趋势确认     8   +5.81%  -7.25%  -2.35%   72.1  2.69
  20260317      趋势确认    10   +7.45%  -7.69%  -3.65%   80.2  2.11
  20260417      趋势确认     6   +4.39%  +6.69% -10.71%   72.8  1.70
  20260506      趋势确认     6   +4.50% -13.04% -18.44%   69.5  1.36
  20260507      趋势确认     7   +4.49% -13.04% -18.84%   80.4  2.43
  → +1日 均值= -0.95% 胜率= 60.0% 最大= +2.23% 最小= -7.69%
  → +5日 均值= -6.02% 胜率=  0.0% 最大= -1.53% 最小= -8.82%
  → +10日 均值= -6.87% 胜率= 20.0% 最大= +6.69% 最小=-13.04%
  → +20日 均值=-10.80% 胜率=  0.0% 最大= -2.35% 最小=-18.84%

============================================================
  600640.SH  |  评分区间 8~8  |  均值 8.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260209      趋势确认     8   +6.95% -15.68% -12.88%   65.8  1.32

============================================================
  000534.SZ  |  评分区间 9~9  |  均值 9.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260409      趋势确认     9   +5.59%  -0.09%  -7.59%   63.6  2.98

============================================================
  300249.SZ  |  评分区间 6~16  |  均值 11.0  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260226      趋势确认     9   +7.37%  -1.86%  -7.82%   73.6  1.32
  20260302      趋势确认    13  +10.81% -16.62% -19.37%   77.6  1.78
  20260318      趋势确认    16  +13.51% -16.34%  -3.41%   58.9  2.16
  20260416      趋势确认     6   +4.38%  +1.07%  +6.79%   67.1  1.30
  → +1日 均值= +0.97% 胜率= 50.0% 最大=+11.31% 最小= -6.81%
  → +5日 均值= -4.07% 胜率= 25.0% 最大= +0.62% 最小=-10.98%
  → +10日 均值= -8.44% 胜率= 25.0% 最大= +1.07% 最小=-16.62%
  → +20日 均值= -5.95% 胜率= 25.0% 最大= +6.79% 最小=-19.37%

============================================================
  920045.BJ  |  评分区间 7~19  |  均值 12.0  |  严苛信号 5次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260310      趋势确认    19  +17.04%  -7.67%  +0.26%   60.6  1.78
  20260408      趋势确认    12  +10.22% +62.98% +61.74%   68.3  2.16
  20260410      趋势确认     7   +5.01% +43.03% +48.93%   77.4  1.73
  20260413      趋势确认    13  +11.31% +21.83% +22.70%   86.1  1.47
  20260616      趋势确认     9   +7.19%  -1.28%  -1.28%   68.1  1.60
  → +1日 均值= +7.52% 胜率=100.0% 最大=+12.30% 最小= +0.25%
  → +5日 均值=+17.89% 胜率= 80.0% 最大=+37.65% 最小= -7.47%
  → +10日 均值=+23.78% 胜率= 60.0% 最大=+62.98% 最小= -7.67%
  → +20日 均值=+26.47% 胜率= 80.0% 最大=+61.74% 最小= -1.28%

============================================================
  600961.SH  |  评分区间 6~24  |  均值 10.6  |  严苛信号 8次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260225      趋势确认     7   +5.18%  -6.32% -26.75%   64.8  1.60
  20260227      趋势确认     9   +7.63% -22.76% -30.21%   77.1  1.56
  20260302      趋势确认    11   +9.06% -22.68% -30.44%   84.9  2.12
  20260416      趋势确认    12  +10.03% +24.54% +24.94%   80.7  1.67
  20260422      趋势确认    24   +9.17%  +6.12%  -1.15%   96.3 14.81
  20260615      趋势确认     7   +4.60% +31.88% +31.88%   67.5  2.75
  20260623      趋势确认     6   +4.42%  +5.67%  +5.67%   87.4  1.99
  20260624      趋势确认     9   +7.89%  +0.12%  +0.12%   90.9  1.57
  → +1日 均值= +2.29% 胜率= 75.0% 最大=+10.00% 最小= -7.28%
  → +5日 均值= +6.30% 胜率= 50.0% 最大=+37.35% 最小=-11.34%
  → +10日 均值= +2.07% 胜率= 62.5% 最大=+31.88% 最小=-22.76%
  → +20日 均值= -3.24% 胜率= 50.0% 最大=+31.88% 最小=-30.44%

============================================================
  688205.SH  |  评分区间 15~15  |  均值 15.0  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260302      趋势确认    15  +13.28% -15.65%  -4.17%   63.2  2.05
  20260310      趋势确认    15  +13.89%  +5.82% +32.98%   57.7  1.45
  → +1日 均值= -2.36% 胜率= 50.0% 最大= +1.57% 最小= -6.30%
  → +5日 均值= -5.29% 胜率=  0.0% 最大= -4.86% 最小= -5.73%
  → +10日 均值= -4.92% 胜率= 50.0% 最大= +5.82% 最小=-15.65%
  → +20日 均值=+14.40% 胜率= 50.0% 最大=+32.98% 最小= -4.17%

============================================================
  603067.SH  |  评分区间 7~12  |  均值 9.6  |  严苛信号 7次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260210      趋势确认     7   +4.82% +25.09%  -9.54%   65.3  1.84
  20260407      趋势确认     7   +4.76%  +4.39%  +9.96%   66.6  2.68
  20260408      趋势确认     9   +7.32%  -3.16%  +4.19%   75.3  1.63
  20260507      趋势确认    11  +10.00% +11.75%  -9.91%   75.1  1.31
  20260519      趋势确认    11  +10.01% -19.30% -16.46%   75.5  1.47
  20260622      趋势确认    12  +10.00%  +8.67%  +8.67%   72.8  2.14
  20260624      趋势确认    10   +8.02%  -3.43%  -3.43%   77.0  1.50
  → +1日 均值= +1.04% 胜率= 42.9% 最大= +7.20% 最小= -3.43%
  → +5日 均值= +0.05% 胜率= 28.6% 最大=+15.08% 最小=-13.37%
  → +10日 均值= +3.43% 胜率= 57.1% 最大=+25.09% 最小=-19.30%
  → +20日 均值= -2.36% 胜率= 42.9% 最大= +9.96% 最小=-16.46%

============================================================
  600869.SH  |  评分区间 12~12  |  均值 12.0  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260403      趋势确认    12  +10.01%  +0.71% +22.05%   77.8  1.63
  20260422      趋势确认    12   +9.99% +33.68% +20.84%   76.0  2.24
  → +1日 均值= -1.62% 胜率= 50.0% 最大= +2.06% 最小= -5.31%
  → +5日 均值= -1.73% 胜率=  0.0% 最大= -0.82% 最小= -2.64%
  → +10日 均值=+17.20% 胜率=100.0% 最大=+33.68% 最小= +0.71%
  → +20日 均值=+21.45% 胜率=100.0% 最大=+22.05% 最小=+20.84%

============================================================
  000681.SZ  |  评分区间 6~12  |  均值 9.0  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260210      趋势确认    12   +9.99% -24.30% -29.49%   72.4  2.13
  20260605      趋势确认     6   +4.78%  -3.20% -13.85%   80.9  1.46
  → +1日 均值= +0.52% 胜率= 50.0% 最大= +7.14% 最小= -6.09%
  → +5日 均值=-10.31% 胜率=  0.0% 最大= -3.68% 最小=-16.95%
  → +10日 均值=-13.75% 胜率=  0.0% 最大= -3.20% 最小=-24.30%
  → +20日 均值=-21.67% 胜率=  0.0% 最大=-13.85% 最小=-29.49%

============================================================
  600884.SH  |  评分区间 6~9  |  均值 7.6  |  严苛信号 5次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260410      趋势确认     8   +5.79%  +7.70%  +4.05%   79.9  2.63
  20260427      趋势确认     7   +5.42%  -4.08%  -8.09%   77.2  1.62
  20260429      趋势确认     9   +7.23% -12.86% -18.04%   82.4  1.56
  20260506      趋势确认     8   +6.25% -17.84% -22.84%   82.7  1.39
  20260622      趋势确认     6   +4.33%  -9.11%  -9.11%   65.2  1.30
  → +1日 均值= +1.75% 胜率= 80.0% 最大= +6.02% 最小= -5.17%
  → +5日 均值= -5.07% 胜率= 20.0% 最大= +4.71% 最小=-12.50%
  → +10日 均值= -7.24% 胜率= 20.0% 最大= +7.70% 最小=-17.84%
  → +20日 均值=-10.81% 胜率= 20.0% 最大= +4.05% 最小=-22.84%

============================================================
  002759.SZ  |  评分区间 9~9  |  均值 9.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260211      趋势确认     9   +7.06% -14.38% -17.72%   71.6  1.84

============================================================
  603308.SH  |  评分区间 8~12  |  均值 10.3  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260408      趋势确认    11  +10.00% +22.42% +10.81%   65.7  1.42
  20260423      趋势确认    12  +10.01%  -2.03% -16.43%   84.7  1.89
  20260618      趋势确认     8   +6.58% -13.41% -13.41%   71.0  1.55
  → +1日 均值= -0.82% 胜率= 33.3% 最大= +5.32% 最小= -5.62%
  → +5日 均值= -4.20% 胜率= 33.3% 最大= +1.77% 最小=-13.41%
  → +10日 均值= +2.33% 胜率= 33.3% 最大=+22.42% 最小=-13.41%
  → +20日 均值= -6.34% 胜率= 33.3% 最大=+10.81% 最小=-16.43%

============================================================
  000967.SZ  |  评分区间 9~11  |  均值 9.7  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260417      趋势确认     9   +7.12% +15.72% -15.08%   96.1  1.60
  20260624      趋势确认    11   +9.98%  -5.60%  -5.60%   65.3  1.38
  20260625      趋势确认     9   +7.17%  -7.65%  -7.65%   75.8  2.27
  → +1日 均值= -6.15% 胜率=  0.0% 最大= -5.21% 最小= -7.65%
  → +5日 均值= -7.47% 胜率=  0.0% 最大= -5.60% 最小= -9.16%
  → +10日 均值= +0.82% 胜率= 33.3% 最大=+15.72% 最小= -7.65%
  → +20日 均值= -9.44% 胜率=  0.0% 最大= -5.60% 最小=-15.08%

============================================================
  000426.SZ  |  评分区间 8~11  |  均值 9.0  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260302      趋势确认    11   +9.11% -21.42% -29.31%   75.2  1.73
  20260506      趋势确认     8   +6.61% -13.93% -13.86%   65.6  1.67
  20260507      趋势确认     8   +6.55% -12.82% -19.95%   76.0  1.94
  → +1日 均值= +0.70% 胜率= 66.7% 最大= +7.43% 最小= -8.96%
  → +5日 均值= -4.11% 胜率= 33.3% 最大= +4.02% 最小= -9.14%
  → +10日 均值=-16.06% 胜率=  0.0% 最大=-12.82% 最小=-21.42%
  → +20日 均值=-21.04% 胜率=  0.0% 最大=-13.86% 最小=-29.31%

============================================================
  300715.SZ  |  评分区间 7~23  |  均值 13.0  |  严苛信号 5次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260427      趋势确认     7   +5.69% +19.72% +50.49%   69.0  1.53
  20260507      趋势确认    10   +7.60% +39.22% +74.54%   73.8  2.13
  20260514      趋势确认    23  +20.00% +18.00%  +9.22%   91.0  3.13
  20260520      趋势确认    17  +15.42% +38.50%  -4.76%   78.1  1.58
  20260521      趋势确认     8   +6.55% +22.83%  -6.45%   82.3  1.36
  → +1日 均值= -0.35% 胜率= 60.0% 最大= +5.15% 最小=-10.05%
  → +5日 均值= +9.49% 胜率=100.0% 最大=+16.36% 最小= +2.94%
  → +10日 均值=+27.65% 胜率=100.0% 最大=+39.22% 最小=+18.00%
  → +20日 均值=+24.61% 胜率= 60.0% 最大=+74.54% 最小= -6.45%

============================================================
  688362.SH  |  评分区间 6~21  |  均值 11.2  |  严苛信号 6次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260226      趋势确认     6   +4.91% -16.61% -20.04%   69.9  1.57
  20260401      趋势确认     9   +7.87% +23.72% +25.28%   62.3  1.54
  20260407      趋势确认     6   +4.68% +15.30% +23.59%   61.2  1.41
  20260525      趋势确认    21  +20.00% -23.90%  +2.80%   84.6  1.45
  20260526      趋势确认    14  +11.87% -17.84%  +8.76%   89.2  2.13
  20260611      趋势确认    11   +9.85% +14.42% +14.42%   60.0  1.43
  → +1日 均值= -0.81% 胜率= 33.3% 最大= +6.07% 最小= -7.97%
  → +5日 均值= -1.59% 胜率= 50.0% 最大=+14.53% 最小=-19.74%
  → +10日 均值= -0.82% 胜率= 50.0% 最大=+23.72% 最小=-23.90%
  → +20日 均值= +9.13% 胜率= 83.3% 最大=+25.28% 最小=-20.04%

============================================================
  601233.SH  |  评分区间 7~7  |  均值 7.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260615      趋势确认     7   +5.25%  +3.53%  +3.53%   72.2  2.10

============================================================
  300672.SZ  |  评分区间 8~16  |  均值 12.0  |  严苛信号 9次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260209      趋势确认    11   +9.39%  -5.02% +35.28%   62.1  1.61
  20260226      趋势确认     8   +6.35%  +5.78% +11.84%   74.3  1.87
  20260312      趋势确认    16  +13.94%  +9.68%  +6.77%   72.5  2.41
  20260316      趋势确认    13  +11.19% -11.89%  -5.94%   83.9  1.93
  20260318      趋势确认    13  +11.98% -18.09% -12.96%   87.9  1.38
  20260427      趋势确认    11   +9.13% +37.19% +91.54%   66.6  1.90
  20260430      趋势确认    12  +11.03% +43.13% +64.26%   61.1  1.40
  20260525      趋势确认    14  +12.29% -12.72%  -5.49%   89.7  1.34
  20260617      趋势确认    10   +8.43%  -9.30%  -9.30%   71.8  1.44
  → +1日 均值= +4.10% 胜率= 66.7% 最大=+15.34% 最小= -6.49%
  → +5日 均值= +5.15% 胜率= 33.3% 最大=+31.15% 最小=-13.63%
  → +10日 均值= +4.31% 胜率= 44.4% 最大=+43.13% 最小=-18.09%
  → +20日 均值=+19.56% 胜率= 55.6% 最大=+91.54% 最小=-12.96%

============================================================
  300986.SZ  |  评分区间 8~16  |  均值 12.0  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260408      趋势确认    16  +14.00% -12.86% -14.04%   74.4  2.45
  20260507      趋势确认     8   +6.18% -15.16% -23.54%   64.6  1.79
  → +1日 均值= -7.97% 胜率=  0.0% 最大= -2.86% 最小=-13.08%
  → +5日 均值= -8.22% 胜率=  0.0% 最大= -7.13% 最小= -9.31%
  → +10日 均值=-14.01% 胜率=  0.0% 最大=-12.86% 最小=-15.16%
  → +20日 均值=-18.79% 胜率=  0.0% 最大=-14.04% 最小=-23.54%

============================================================
  301216.SZ  |  评分区间 5~17  |  均值 9.0  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260310      趋势确认    17  +13.72%  -0.85% +11.44%   80.9  3.30
  20260312      趋势确认     7   +5.76%  -6.14% +11.56%   80.7  1.33
  20260403      趋势确认     7   +5.16%  +5.97% +10.52%   76.5  1.53
  20260624      趋势确认     5   +4.13%  -7.85%  -7.85%   58.4  1.32
