================================================================================
严苛版中线买点 回测报告（评分≥85分 + 6项过滤 + 回踩入场）
回测时间: 2026-06-27 22:20
入场方式: 信号后等待回踩MA10/MA20确认
过滤条件: 评分≥85 + 6项(量比0.5~2.5+趋势连续+MACD零轴张口+RSI60~85)
================================================================================

总计扫描: 191 只股票
累计交易日: 22906 天
严苛信号数: 635 个

────────────────────────────────────────────────────────────────────────────────
一、各股票评分统计
--------------------------------------------------------------------------------
代码                     评分范围     均值   S级     严苛信号
300488.SZ      20260616     20260617        14  +13.01%    43.32    -3.79%    -9.03%    -8.08%    -8.08%
300488.SZ      20260617     20260618        10   +8.33%    44.53    -8.31%   -10.58%   -10.58%   -10.58%
600395.SH      20260525     20260526        12  +10.10%     5.62    -3.56%    +4.63%    +3.74%   -13.52%
600395.SH      20260601     20260602         9   +7.84%     6.03    -1.33%    -3.32%   -12.94%   -22.72%
688001.SH      20260616     20260617        16  +14.03%    68.02   +19.21%   +36.05%   +28.87%   +28.87%
688001.SH      20260617     20260618         6   +4.32%    72.50    +9.66%   +20.91%   +20.91%   +20.91%
688001.SH      20260618     20260622        12  +10.04%    81.00    +1.21%    +8.22%    +8.22%    +8.22%
000593.SZ      20260225     20260226        12  +10.03%    16.45    -4.32%   -10.76%    -4.86%   -10.46%
000593.SZ      20260227     20260302        11   +9.99%    15.70    +5.86%    -9.62%    -7.32%    -0.38%
000593.SZ      20260303     20260304         9   +7.23%    15.47    -5.11%    -8.02%    -5.43%    +1.49%
000593.SZ      20260402     20260403        10   +8.15%    16.90    +7.28%    +1.01%    +8.52%   +52.31%
000593.SZ      20260407     20260408        10   +8.43%    17.19    -1.80%    -3.08%    +3.84%   +42.06%
000593.SZ      20260615     20260616        11  +10.00%    23.00    +9.35%    +4.61%    -5.00%    -5.00%
000593.SZ      20260616     20260617         6   +4.81%    23.76    +6.06%    -1.94%    -8.04%    -8.04%
000593.SZ      20260617     20260618         7   +5.85%    24.92    +5.74%   -12.32%   -12.32%   -12.32%
002787.SZ      20260414     20260415         8   +6.46%    15.18    +7.44%   +16.40%   +26.55%   +70.82%
002787.SZ      20260625     20260626        11  +10.01%    31.66    +2.56%    +2.56%    +2.56%    +2.56%
688091.SH      20260507     20260508         8   +6.30%    61.86    +4.78%    +2.54%   -10.41%   -31.17%
688091.SH      20260511     20260512         9   +6.96%    64.39    +0.57%    -4.29%   -10.61%   -36.05%
603663.SH      20260420     20260421         8   +6.77%    48.30    +0.25%    -2.69%    -6.21%    +4.53%
603663.SH      20260522     20260525        12  +10.00%    53.00   +10.00%   +12.32%   +19.72%   +90.70%
603663.SH      20260525     20260526        12  +10.00%    55.54   +15.47%   +11.25%   +25.68%   +86.91%
603663.SH      20260526     20260527         7   +4.97%    58.80    +8.33%   +15.60%   +27.19%   +70.88%
603663.SH      20260610     20260611         9   +7.15%    73.86    -1.71%   +18.45%   +27.99%   +27.99%
600732.SH      20260209     20260210        12  +10.02%    14.89    -1.75%    -2.89%    -1.54%    -2.55%
600732.SH      20260305     20260306         5   +4.02%    15.14    +0.99%    +0.40%    -2.18%    -8.19%
600732.SH      20260410     20260413         9   +6.26%    15.25    +3.67%    +5.38%    -2.43%    -7.54%
605178.SH      20260408     20260409         7   +5.53%    71.80    +7.10%   +19.36%    -6.41%    +2.02%
605178.SH      20260409     20260410        12   +9.59%    79.00    -2.94%    +9.94%   -17.72%    -7.65%
605178.SH      20260511     20260512        10   +8.20%    73.52    -0.76%    -3.55%   -10.55%   -13.33%
605178.SH      20260515     20260518         9   +7.78%    77.60    -8.62%   -14.76%   -17.71%   -19.36%
603127.SH      20260330     20260331         9   +6.15%    32.00   +15.50%   +12.34%   +22.72%   +20.75%
603127.SH      20260331     20260401         9   +6.54%    34.24    +6.45%    +8.06%   +12.53%   +13.52%
603127.SH      20260401     20260402        10   +8.07%    36.23    +1.02%    +5.66%    +1.93%    +9.58%
603127.SH      20260618     20260622        12   +9.99%    35.03    +4.28%    +5.85%    +5.85%    +5.85%
603127.SH      20260624     20260625         6   +4.24%    37.57    -1.30%    -1.30%    -1.30%    -1.30%
688385.SH      20260209     20260210        12   +9.65%    83.00    +0.25%    -0.66%    -1.16%    -6.63%
688385.SH      20260212     20260213         7   +4.92%    86.82    -6.16%    +0.07%   -12.89%   -23.04%
603281.SH      20260507     20260508        13   +7.75%    36.99    -0.95%    -0.57%    +5.38%    -8.54%
603281.SH      20260520     20260521         8   +5.88%    38.81    +0.44%    -6.57%   -13.01%    -4.07%
603281.SH      20260624     20260625        10   +7.77%    40.30    +4.54%    +4.54%    +4.54%    +4.54%
300769.SZ      20260430     20260506        16  +12.92%    72.34   +11.63%    +8.65%    +2.02%   -11.42%
300769.SZ      20260506     20260507        13  +11.40%    80.63    -2.07%    -6.98%    -8.22%   -23.33%
300769.SZ      20260616     20260617         7   +5.33%    67.56    +0.98%    +5.08%    -5.68%    -5.68%
002151.SZ      20260302     20260303         9   +4.22%    45.40    -8.39%    -2.40%    +2.56%   -16.56%
002151.SZ      20260313     20260316         6   +4.22%    45.75    +1.77%   -17.79%   -17.22%   -15.91%
600489.SH      20260302     20260303        13   +9.99%    34.01    -5.06%    -6.47%   -13.76%   -21.46%
600489.SH      20260408     20260409        10   +8.19%    27.44    -0.07%    -1.35%    -5.87%    -2.22%
600489.SH      20260506     20260507         6   +4.16%    27.49    +2.66%    -5.35%   -17.13%   -17.97%
002099.SZ      20260209     20260210        11   +9.99%     8.26    -0.73%    -2.78%    -7.63%   -12.83%
688387.SH      20260227     20260302         9   +6.82%    17.00    -9.71%    -7.88%   -15.53%   -13.47%
688387.SH      20260408     20260409        12  +10.51%    14.90    +0.54%   +16.58%   +18.79%   +47.11%
688387.SH      20260414     20260415        13  +11.32%    16.85    +3.09%    +6.53%    +7.48%   +17.33%
688387.SH      20260430     20260506        10   +8.12%    19.34    +7.03%   +14.58%    -0.72%   -15.72%
688387.SH      20260506     20260507         5   +4.09%    20.38    +6.82%    +1.08%   -11.09%   -21.84%
688387.SH      20260617     20260618        15  +13.31%    17.35    +1.50%   +12.45%   +12.45%   +12.45%
000155.SZ      20260330     20260331         9   +6.13%    16.90    -8.70%    -1.60%    -5.38%   +13.91%
300199.SZ      20260522     20260525         9   +7.91%    24.86    +1.93%   -10.74%   -17.22%   -10.38%
002409.SZ      20260610     20260611        11  +10.00%   126.22    +5.36%   +18.97%   +49.42%   +49.42%
002409.SZ      20260611     20260612        12  +10.00%   140.01    -0.84%   +17.98%   +34.70%   +34.70%
000636.SZ      20260416     20260417         7   +5.61%    22.00    +0.77%    +3.32%   +12.77%   +54.55%
000636.SZ      20260428     20260429         7   +4.94%    23.84    +5.24%   +19.38%   +23.45%  +130.91%
300093.SZ      20260624     20260625        15  +13.05%    24.63    +5.44%    +5.44%    +5.44%    +5.44%
605006.SH      20260413     20260414         7   +4.55%    10.18    -0.39%    +5.70%    +8.35%   +43.91%
600345.SH      20260210     20260211         9   +7.89%    42.50    +0.61%    +2.38%    +3.11%   -11.06%
600345.SH      20260302     20260303         7   +5.47%    46.62    -8.07%    -6.13%   -18.62%    -7.49%
600345.SH      20260508     20260511        11   +9.99%    60.11    -1.51%    -7.97%   -13.21%   -11.00%
600345.SH      20260609     20260610        11  +10.00%    58.00    -1.71%    +4.36%   +25.21%   +12.69%
000070.SZ      20260212     20260213        11   +9.98%    19.00    -4.21%    +3.47%   -13.32%   -28.42%
000070.SZ      20260331     20260401        12  +10.01%    18.00    +7.61%   +16.00%   +15.39%    +0.44%
000070.SZ      20260402     20260403         6   +4.99%    19.03    -4.73%   +10.88%   +10.51%    +5.68%
000070.SZ      20260508     20260511         7   +4.77%    22.12    -2.58%   -11.89%   -17.18%   -16.55%
000070.SZ      20260605     20260608        10   +7.50%    17.93    +8.92%    +4.91%   +39.88%   +24.32%
000070.SZ      20260617     20260618         7   +6.00%    20.76    +9.83%    +7.37%    +7.37%    +7.37%
002805.SZ      20260506     20260507        14  +10.02%    25.15    -1.99%    -2.31%    -9.03%   -18.61%
002805.SZ      20260616     20260617        12  +10.00%    24.01   +11.95%   +21.53%   +10.62%   +10.62%
688052.SH      20260622     20260623        11   +9.41%   285.50    +1.23%    -4.26%    -4.26%    -4.26%
688126.SH      20260511     20260512         7   +5.22%    24.30    +5.19%   +21.48%   +10.70%   +30.58%
688126.SH      20260512     20260513         6   +4.42%    24.72    +1.01%   +18.57%   +13.55%   +32.08%
002519.SZ      20260206     20260209        12  +10.06%     9.80    +0.92%    +2.24%    -7.96%   -19.08%
002519.SZ      20260210     20260211         6   +4.88%     9.47    -1.69%    +8.45%    -4.75%   -15.95%
002519.SZ      20260415     20260416         8   +5.23%     8.25    +2.55%    -1.58%    -1.45%    -2.67%
002519.SZ      20260508     20260511         8   +4.99%     8.95    -5.14%   -11.40%   -18.88%   -29.16%
300825.SZ      20260427     20260428         7   +5.25%     9.15    +7.87%   +12.79%   +23.72%   +44.37%
300825.SZ      20260429     20260430        14   +9.18%     9.87    +0.91%    +6.89%   +33.23%   +40.73%
688187.SH      20260522     20260525        16  +14.40%    59.04    -0.93%    -2.27%    -9.91%    +4.30%
600089.SH      20260212     20260213         6   +4.22%    28.63    +4.37%    +9.99%   +14.43%    -1.68%
600089.SH      20260305     20260306         8   +6.19%    32.40    +1.11%    -6.42%   -13.55%   -21.30%
600736.SH      20260422     20260423        15   +9.97%     8.37    +1.55%    -2.63%   +19.00%   -13.38%
600736.SH      20260608     20260609        11   +8.56%     7.87    -6.23%    -2.80%    -6.86%   -12.96%
601958.SH      20260211     20260212         9   +7.08%    21.10    -2.18%   +16.26%   +16.49%   -10.24%
601958.SH      20260225     20260226         6   +4.67%    22.18   +10.60%   +12.80%    +2.89%   -17.81%
601958.SH      20260227     20260302        12  +10.00%    25.31    +0.12%    -5.22%   -14.70%   -25.68%
601958.SH      20260302     20260303        10   +7.95%    26.00    -0.19%    -7.85%   -18.77%   -28.46%
601958.SH      20260506     20260507         6   +5.06%    20.85    +0.53%    +6.33%    +1.29%   +10.74%
601958.SH      20260512     20260513         9   +6.64%    22.88    -3.10%    -8.09%    +6.69%    -7.82%
601958.SH      20260526     20260527        12   +9.99%    23.89   +12.39%    +0.29%   -11.72%   +12.64%
601958.SH      20260527     20260528         7   +5.08%    23.92    +1.05%    -3.47%    -3.01%   +13.42%
601958.SH      20260528     20260529        12  +10.00%    26.50   -12.45%   -17.13%    -3.70%    +2.38%
601958.SH      20260615     20260616        14   +9.99%    28.10    +1.32%    -2.56%    -3.45%    -3.45%
002041.SZ      20260302     20260303         6   +4.05%    11.45    +7.51%    +0.09%    +0.17%    -8.82%
002041.SZ      20260304     20260305         9   +7.04%    11.60    +0.78%    -1.72%    -6.64%   -10.60%
688331.SH      20260210     20260211         7   +5.23%   107.00    -2.80%    -7.48%   -13.08%   +13.86%
688331.SH      20260306     20260309        16  +13.87%   102.80   +15.13%    +9.03%    +8.28%   +37.80%
688331.SH      20260310     20260311        12  +10.27%   118.00    -3.97%    +4.53%    -1.71%   +16.77%
688331.SH      20260318     20260319         9   +7.20%   120.01    -2.73%    -2.66%   +24.93%   +25.08%
688331.SH      20260330     20260331         7   +5.52%   130.00   +10.77%    +8.84%   +14.62%    +0.77%
688331.SH      20260401     20260402        14  +11.83%   141.68    +5.24%    -4.38%    +5.95%    -9.87%
688331.SH      20260402     20260403         6   +4.12%   145.00    -2.30%    +0.89%    +1.17%   -10.34%
688331.SH      20260612     20260615        10   +8.28%   112.77    -4.76%    -0.20%    +0.20%    +0.20%
688331.SH      20260624     20260625         6   +4.45%   115.05    -1.79%    -1.79%    -1.79%    -1.79%
600115.SH      20260420     20260421         6   +4.08%     4.52    +1.55%    -4.42%    +1.99%    -8.41%
600115.SH      20260525     20260526         8   +6.28%     4.36    -1.15%    -4.36%   -12.61%   -11.01%
300467.SZ      20260416     20260417         8   +5.79%    32.22    -0.12%    -2.67%   +19.86%   +27.00%
300467.SZ      20260427     20260428        24  +17.83%    37.37    +1.18%   +12.34%    +4.87%    -8.86%
300467.SZ      20260618     20260622         8   +5.93%    35.45    +4.09%    +2.00%    +2.00%    +2.00%
603888.SH      20260210     20260211        12  +10.02%    26.99    -8.82%   -15.52%   -20.75%   -22.56%
603888.SH      20260408     20260409         9   +6.20%    20.26    -0.59%    +0.79%    +0.79%    +1.63%
002077.SZ      20260318     20260319        14   +7.95%    16.73    -0.06%    +0.18%    -6.63%    -3.41%
603077.SH      20260224     20260225        12  +10.08%     2.78    +4.32%    +1.44%    +8.99%    +1.80%
603077.SH      20260225     20260226        12   +9.92%     3.06    -4.25%    -8.82%    +8.82%   -10.13%
603077.SH      20260312     20260313        12   +9.90%     3.33    -5.11%   -16.82%   -14.11%   -10.21%
603077.SH      20260409     20260410         7   +4.53%     3.01    -0.66%    +3.65%    -2.66%    -7.31%
603077.SH      20260417     20260420         6   +4.00%     3.12    -2.88%    -5.13%    -7.05%   -18.27%
603077.SH      20260420     20260421         6   +4.49%     3.23    -7.12%    -9.60%   -10.53%   -18.58%
600550.SH      20260415     20260416        10   +7.37%    15.85    -0.95%    -0.32%    -5.68%    -2.15%
002708.SZ      20260409     20260410        10   +5.47%    13.60    -2.94%    +8.24%    -4.34%   +16.54%
002708.SZ      20260417     20260420         9   +6.82%    14.51    -6.48%    -6.89%    -3.86%    +5.31%
002708.SZ      20260605     20260608        12   +9.99%    15.24    -3.54%   -12.01%    -2.10%   -12.27%
002708.SZ      20260618     20260622         9   +7.43%    15.14    -1.45%   -11.69%   -11.69%   -11.69%
688131.SH      20260623     20260624         6   +4.61%    90.02    +1.31%    +0.14%    +0.14%    +0.14%
688097.SH      20260514     20260515         5   +4.00%    66.80    -5.99%   -10.88%    -9.76%    -6.17%
688097.SH      20260602     20260603        12  +10.03%    68.66    +4.63%    -4.02%    +1.72%   -14.00%
688097.SH      20260603     20260604        14  +11.94%    70.50    -2.10%    -9.83%    +0.68%   -16.24%
688710.SH      20260327     20260330        18  +14.57%    65.60    +8.23%    -0.61%    +9.92%    +3.66%
688710.SH      20260330     20260331         8   +5.77%    69.79    +0.83%    -4.04%    +2.62%    -2.59%
688710.SH      20260622     20260623         7   +5.22%    59.80    +6.37%    +8.18%    +8.18%    +8.18%
600246.SH      20260430     20260506        12  +10.05%    11.82    +3.72%   +11.17%   +20.22%   +45.09%
600246.SH      20260507     20260508         8   +6.33%    12.10    +6.53%   +10.00%   +29.67%   +43.72%
000767.SZ      20260324     20260325         9   +7.16%     3.86   +19.95%    +1.04%    -6.48%    +7.51%
000767.SZ      20260325     20260326        10   +8.23%     4.46   +14.13%   -16.14%   -20.40%   -13.23%
000767.SZ      20260327     20260330        12   +9.94%     4.97   -14.89%   -27.36%   -24.14%   -21.33%
000767.SZ      20260421     20260422        11   +7.91%     4.15    +0.00%    -5.54%    +1.93%   +20.48%
000767.SZ      20260507     20260508         7   +5.66%     4.22    +0.24%   +16.11%   +11.85%   +26.54%
000547.SZ      20260420     20260421         8   +6.56%    28.70    -5.23%   -18.12%    -3.87%   -17.42%
000547.SZ      20260511     20260512         7   +4.42%    28.83    -3.02%   -13.70%   -22.79%   -32.40%
688180.SH      20260415     20260416         7   +5.33%    43.04    +4.65%    -5.39%    -6.18%   -12.52%
688180.SH      20260511     20260512         9   +6.91%    42.08    -4.40%   -10.53%   -16.35%   -30.39%
300045.SZ      20260302     20260303         9   +5.98%    28.53   -10.23%   -11.08%   -18.51%   -23.73%
300593.SZ      20260417     20260420         7   +5.56%    28.98    +1.86%    +3.73%    +2.66%    +2.86%
300593.SZ      20260616     20260617        10   +8.46%    38.03    -2.58%   -14.02%   -20.96%   -20.96%

────────────────────────────────────────────────────────────────────────────────
三、严苛信号 各窗口平均收益统计
--------------------------------------------------------------------------------
  +1日: 平均收益   +0.66%  胜率   53.9%  最大   +5.32%  最大回撤   -3.88%  盘中最高均值   +5.65%
  +5日: 平均收益   +1.41%  胜率   48.8%  最大   +9.33%  最大回撤   -5.43%  盘中最高均值   +9.93%
  +10日: 平均收益   +2.14%  胜率   49.7%  最大  +11.74%  最大回撤   -7.04%  盘中最高均值  +13.78%
  +20日: 平均收益   +3.16%  胜率   44.2%  最大  +15.68%  最大回撤   -8.88%  盘中最高均值  +19.58%

────────────────────────────────────────────────────────────────────────────────
四、各股票严苛信号明细
--------------------------------------------------------------------------------

============================================================
  688002.SH  |  评分区间 6~10  |  均值 8.3  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260408      趋势确认    10   +8.48% +21.71% +31.42%   68.2  1.75
  20260409      趋势确认     9   +6.98% +12.94% +24.65%   78.8  2.00
  20260410      趋势确认     6   +4.47% +15.00% +16.66%   83.3  1.83
  → +1日 均值= +4.06% 胜率=100.0% 最大=+10.53% 最小= +0.32%
  → +5日 均值=+11.44% 胜率=100.0% 最大=+14.55% 最小= +9.42%
  → +10日 均值=+16.55% 胜率=100.0% 最大=+21.71% 最小=+12.94%
  → +20日 均值=+24.24% 胜率=100.0% 最大=+31.42% 最小=+16.66%

============================================================
  603629.SH  |  评分区间 7~12  |  均值 9.7  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260409      趋势确认     7   +5.99% +47.86% +133.39%   75.6  1.33
  20260416      趋势确认    10   +8.98% +64.42% +87.80%   89.6  1.39
  20260430      趋势确认    12   +9.99% +20.99% +38.63%   87.5  1.54
  → +1日 均值= +4.94% 胜率= 66.7% 最大=+11.04% 最小= -1.78%
  → +5日 均值=+23.64% 胜率=100.0% 最大=+42.49% 最小=+13.26%
  → +10日 均值=+44.42% 胜率=100.0% 最大=+64.42% 最小=+20.99%
  → +20日 均值=+86.61% 胜率=100.0% 最大=+133.39% 最小=+38.63%

============================================================
  300054.SZ  |  评分区间 6~21  |  均值 10.4  |  严苛信号 5次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260327      趋势确认    21  +17.33%  +1.49% +13.26%   75.2  4.06
  20260422      趋势确认     6   +4.34% +16.88% +43.28%   72.3  1.39
  20260611      趋势确认     8   +6.25% +11.85% +11.85%   63.3  1.36
  20260612      趋势确认     7   +4.65% +15.94% +15.94%   69.5  2.28
  20260615      趋势确认    10   +8.33% +11.86% +11.86%   77.9  1.38
  → +1日 均值= +1.59% 胜率= 80.0% 最大= +7.22% 最小= -5.68%
  → +5日 均值= +7.93% 胜率= 80.0% 最大=+13.78% 最小= -5.30%
  → +10日 均值=+11.60% 胜率=100.0% 最大=+16.88% 最小= +1.49%
  → +20日 均值=+19.24% 胜率=100.0% 最大=+43.28% 最小=+11.85%

============================================================
  002297.SZ  |  评分区间 5~19  |  均值 10.2  |  严苛信号 8次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260213      趋势确认     6   +4.44%  -1.68% -19.51%   67.6  1.96
  20260226      趋势确认     5   +4.11% -15.79% -22.86%   83.2  1.31
  20260416      趋势确认    19   +9.99% +41.15% +38.51%   93.5  9.05
  20260417      趋势确认    13  +10.01% +32.14% +31.93%   95.4  3.11
  20260420      趋势确认    12  +10.01% +24.26% +28.47%   96.7  1.57
  20260422      趋势确认     9   +6.85% +17.33% +28.14%   91.2  1.71
  20260423      趋势确认    11   +9.61% +21.23%  +9.83%   93.6  1.42
  20260623      趋势确认     7   +5.19%  -2.56%  -2.56%   92.9  1.90
  → +1日 均值= +2.74% 胜率= 62.5% 最大=+14.40% 最小= -4.82%
  → +5日 均值= +7.27% 胜率= 62.5% 最大=+31.10% 最小=-11.86%
  → +10日 均值=+14.51% 胜率= 62.5% 最大=+41.15% 最小=-15.79%
  → +20日 均值=+11.49% 胜率= 62.5% 最大=+38.51% 最小=-22.86%

============================================================
  300390.SZ  |  评分区间 9~19  |  均值 13.5  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260410      趋势确认    12  +10.16% +35.86% +39.16%   80.9  2.13
  20260413      趋势确认    19  +17.42% +21.35% +22.21%   89.6  1.80
  20260611      趋势确认     9   +7.34%  -5.32%  -5.32%   73.5  1.63
  20260624      趋势确认    14  +12.78% -12.62% -12.62%   67.0  1.34
  → +1日 均值= +2.83% 胜率= 75.0% 最大=+16.85% 最小=-12.62%
  → +5日 均值= +6.27% 胜率= 75.0% 最大=+24.87% 最小=-12.62%
  → +10日 均值= +9.82% 胜率= 50.0% 最大=+35.86% 最小=-12.62%
  → +20日 均值=+10.86% 胜率= 50.0% 最大=+39.16% 最小=-12.62%

============================================================
  600601.SH  |  评分区间 6~12  |  均值 8.0  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260612      趋势确认    12   +9.98%  +0.78%  +0.78%   60.0  2.04
  20260615      趋势确认     6   +4.34%  -3.35%  -3.35%   67.5  1.60
  20260616      趋势确认     6   +4.83%  -5.93%  -5.93%   74.2  1.40
  → +1日 均值= +6.73% 胜率=100.0% 最大= +9.30% 最小= +4.20%
  → +5日 均值= +1.79% 胜率= 66.7% 最大= +4.11% 最小= -1.19%
  → +10日 均值= -2.83% 胜率= 33.3% 最大= +0.78% 最小= -5.93%
  → +20日 均值= -2.83% 胜率= 33.3% 最大= +0.78% 最小= -5.93%

============================================================
  603826.SH  |  评分区间 8~11  |  均值 9.7  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260225      趋势确认    11  +10.00% +20.81% +19.67%   72.7  1.43
  20260304      趋势确认     8   +6.74% +10.80% +25.12%   70.1  1.44
  20260306      趋势确认    10   +8.54%  -3.47% +10.46%   84.6  1.40
  → +1日 均值= +2.89% 胜率= 66.7% 最大=+10.34% 最小= -2.04%
  → +5日 均值= +7.72% 胜率=100.0% 最大=+17.68% 最小= +1.13%
  → +10日 均值= +9.38% 胜率= 66.7% 最大=+20.81% 最小= -3.47%
  → +20日 均值=+18.42% 胜率=100.0% 最大=+25.12% 最小=+10.46%

============================================================
  688629.SH  |  评分区间 9~16  |  均值 12.2  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260213      趋势确认    11   +9.27%  +0.49%  -4.88%   80.2  2.13
  20260226      趋势确认    16  +14.66% -15.44% -13.42%   78.2  1.57
  20260403      趋势确认     9   +7.82% +17.39% +15.73%   62.6  1.45
  20260519      趋势确认    13  +11.71%  -6.95%  +7.58%   68.1  1.64
  → +1日 均值= -1.02% 胜率= 50.0% 最大= +7.29% 最小= -8.17%
  → +5日 均值= +0.35% 胜率= 50.0% 最大= +8.07% 最小= -6.86%
  → +10日 均值= -1.13% 胜率= 50.0% 最大=+17.39% 最小=-15.44%
  → +20日 均值= +1.25% 胜率= 50.0% 最大=+15.73% 最小=-13.42%

============================================================
  300395.SZ  |  评分区间 6~13  |  均值 8.8  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260226      趋势确认     7   +5.21% -10.62% -26.08%   86.2  1.49
  20260316      趋势确认     6   +4.17% -26.59% -14.14%   63.9  1.42
  20260413      趋势确认     9   +7.67%  -1.39% +23.23%   75.0  1.66
  20260507      趋势确认    13  +10.83% +12.41%  -4.37%   78.4  1.97
  → +1日 均值= -1.68% 胜率= 50.0% 最大= +5.43% 最小=-12.21%
  → +5日 均值= -6.58% 胜率= 50.0% 最大= +7.34% 最小=-23.73%
  → +10日 均值= -6.55% 胜率= 25.0% 最大=+12.41% 最小=-26.59%
  → +20日 均值= -5.34% 胜率= 25.0% 最大=+23.23% 最小=-26.08%

============================================================
  300497.SZ  |  评分区间 6~13  |  均值 9.4  |  严苛信号 7次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260326      趋势确认     9   +6.59%  +5.39%  +9.61%   78.7  2.06
  20260427      趋势确认    10   +7.93% -13.18% -21.54%   70.2  1.83
  20260615      趋势确认    13  +10.27% +16.92% +16.92%   72.8  2.24
  20260617      趋势确认     6   +4.17% +13.39% +13.39%   79.5  1.45
  20260618      趋势确认     9   +6.92%  +2.79%  +2.79%   85.9  2.15
  20260622      趋势确认     9   +6.06%  -1.15%  -1.15%   89.6  2.59
  20260623      趋势确认    10   +8.23%  -9.39%  -9.39%   92.8  1.83
  → +1日 均值= +5.99% 胜率= 85.7% 最大=+13.39% 最小= -1.32%
  → +5日 均值= +3.39% 胜率= 42.9% 最大=+25.35% 最小= -9.39%
  → +10日 均值= +2.11% 胜率= 57.1% 最大=+16.92% 最小=-13.18%
  → +20日 均值= +1.52% 胜率= 57.1% 最大=+16.92% 最小=-21.54%

============================================================
  001389.SZ  |  评分区间 5~10  |  均值 7.4  |  严苛信号 5次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260225      趋势确认     7   +4.81%  +6.99%  +2.55%   69.6  1.78
  20260326      趋势确认    10   +7.95% +17.25% +52.96%   57.4  2.01
  20260413      趋势确认     5   +4.09% +23.96% +35.65%   76.6  1.32
  20260423      趋势确认     8   +6.22% +13.36%  +5.97%   89.8  1.33
  20260617      趋势确认     7   +5.57%  +7.33%  +7.33%   74.4  1.47
  → +1日 均值= +0.13% 胜率= 60.0% 最大= +6.84% 最小= -6.66%
  → +5日 均值= +5.88% 胜率= 80.0% 最大=+18.84% 最小= -5.10%
  → +10日 均值=+13.78% 胜率=100.0% 最大=+23.96% 最小= +6.99%
  → +20日 均值=+20.89% 胜率=100.0% 最大=+52.96% 最小= +2.55%

============================================================
  301526.SZ  |  评分区间 9~18  |  均值 13.5  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260413      趋势确认    18  +16.04% +12.91% +32.70%   86.1  1.99
  20260423      趋势确认     9   +7.15% +39.27% +47.91%   76.1  1.84
  → +1日 均值= +3.44% 胜率=100.0% 最大= +5.76% 最小= +1.13%
  → +5日 均值=+14.76% 胜率= 50.0% 最大=+30.02% 最小= -0.50%
  → +10日 均值=+26.09% 胜率=100.0% 最大=+39.27% 最小=+12.91%
  → +20日 均值=+40.30% 胜率=100.0% 最大=+47.91% 最小=+32.70%

============================================================
  002439.SZ  |  评分区间 7~7  |  均值 7.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260506      趋势确认     7   +4.74%  -7.26% -14.65%   79.2  1.92

============================================================
  920493.BJ  |  评分区间 10~18  |  均值 12.5  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260212      趋势确认    18  +14.07%  -2.89% -19.89%   84.8  3.54
  20260309      趋势确认    10   +7.57% -17.11% -16.14%   65.2  2.13
  20260416      趋势确认    11   +8.35%  +1.58%  -5.04%   74.1  2.28
  20260417      趋势确认    11   +8.53%  -6.00% -18.42%   83.5  2.81
  → +1日 均值= -4.28% 胜率= 25.0% 最大= +5.45% 最小= -9.72%
  → +5日 均值= -9.01% 胜率= 25.0% 最大= +3.03% 最小=-16.46%
  → +10日 均值= -6.11% 胜率= 25.0% 最大= +1.58% 最小=-17.11%
  → +20日 均值=-14.87% 胜率=  0.0% 最大= -5.04% 最小=-19.89%

============================================================
  688308.SH  |  评分区间 7~23  |  均值 14.5  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
