================================================================================
严苛版中线买点 回测报告（评分≥85分 + 6项过滤 + 回踩入场）
回测时间: 2026-06-27 21:18
入场方式: 信号后等待回踩MA10/MA20确认
过滤条件: 评分≥85 + 6项(量比0.5~2.5+趋势连续+MACD零轴张口+RSI60~85)
================================================================================

总计扫描: 182 只股票
累计交易日: 21829 天
严苛信号数: 452 个

────────────────────────────────────────────────────────────────────────────────
一、各股票评分统计
--------------------------------------------------------------------------------
代码                     评分范围     均值   S级     严苛信号
000593.SZ      20260227     20260302        41   +9.99%    15.70    +5.86%    -9.62%    -7.32%    -0.38%
000593.SZ      20260402     20260403        35   +8.15%    16.90    +7.28%    +1.01%    +8.52%   +52.31%
000593.SZ      20260407     20260408        43   +8.43%    17.19    -1.80%    -3.08%    +3.84%   +42.06%
000593.SZ      20260617     20260618        33   +5.85%    24.92    +5.74%   -12.32%   -12.32%   -12.32%
002787.SZ      20260414     20260415        45   +6.46%    15.18    +7.44%   +16.40%   +26.55%   +70.82%
002787.SZ      20260625     20260626        37  +10.01%    31.66    +2.56%    +2.56%    +2.56%    +2.56%
002292.SZ      20260210     20260211        38  +10.01%    10.69    -8.70%   -14.31%   -20.02%   -24.13%
688091.SH      20260401     20260402        48  +10.18%    62.20    -5.74%    -7.91%    -8.44%    -8.36%
603663.SH      20260522     20260525        37  +10.00%    53.00   +10.00%   +12.32%   +19.72%   +90.70%
603663.SH      20260525     20260526        46  +10.00%    55.54   +15.47%   +11.25%   +25.68%   +86.91%
603663.SH      20260526     20260527        47   +4.97%    58.80    +8.33%   +15.60%   +27.19%   +70.88%
603663.SH      20260610     20260611        89   +7.15%    73.86    -1.71%   +18.45%   +27.99%   +27.99%
300487.SZ      20260622     20260623        39  +11.59%    61.65    -1.70%    -8.69%    -8.69%    -8.69%
605178.SH      20260225     20260226        47  +10.00%    76.17    -9.40%   -10.95%   -13.12%    -8.64%
605178.SH      20260624     20260625        43   +7.86%    81.00    +9.26%    +9.26%    +9.26%    +9.26%
605178.SH      20260625     20260626        58   +9.84%    86.82    +1.94%    +1.94%    +1.94%    +1.94%
600094.SH      20260416     20260417        37   +5.64%     4.87    -2.67%    -3.29%    +0.62%    +0.21%
603127.SH      20260331     20260401        38   +6.54%    34.24    +6.45%    +8.06%   +12.53%   +13.52%
603127.SH      20260401     20260402        50   +8.07%    36.23    +1.02%    +5.66%    +1.93%    +9.58%
603281.SH      20260624     20260625        39   +7.77%    40.30    +4.54%    +4.54%    +4.54%    +4.54%
300769.SZ      20260429     20260430        81  +20.00%    69.94   +14.60%   +10.29%    +1.19%    -6.79%
300769.SZ      20260430     20260506        95  +12.92%    72.34   +11.63%    +8.65%    +2.02%   -11.42%
300769.SZ      20260506     20260507       113  +11.40%    80.63    -2.07%    -6.98%    -8.22%   -23.33%
301305.SZ      20260624     20260625        49  +11.68%    31.81    -4.72%    -4.72%    -4.72%    -4.72%
688322.SH      20260518     20260519        37   +7.19%    94.93    +8.16%   +23.24%    +8.74%   +39.24%
688322.SH      20260519     20260520        42   +5.57%    98.98   +10.73%   +13.66%   +13.42%   +32.03%
688322.SH      20260521     20260522        55   +6.74%   110.00    +7.54%    +1.34%   +14.60%   +16.40%
600489.SH      20260302     20260303        53   +9.99%    34.01    -5.06%    -6.47%   -13.76%   -21.46%
002099.SZ      20260206     20260209        37   +9.96%     8.26    +1.45%    -7.14%    -9.81%   -13.68%
002099.SZ      20260209     20260210        50   +9.99%     8.26    -0.73%    -2.78%    -7.63%   -12.83%
688387.SH      20260227     20260302        40   +6.82%    17.00    -9.71%    -7.88%   -15.53%   -13.47%
688387.SH      20260430     20260506        51   +8.12%    19.34    +7.03%   +14.58%    -0.72%   -15.72%
688387.SH      20260506     20260507        53   +4.09%    20.38    +6.82%    +1.08%   -11.09%   -21.84%
688652.SH      20260213     20260224        33   +4.62%   124.99    +1.19%    -8.79%   -12.07%   -19.10%
300031.SZ      20260618     20260622        44   +8.74%    29.96    +1.80%    +0.03%    +0.03%    +0.03%
000155.SZ      20260312     20260313        34   +4.38%    15.48    -6.59%   -11.11%    +4.39%   +11.76%
000155.SZ      20260327     20260330        43  +10.01%    16.51    -3.88%    -1.64%    +2.48%   +10.96%
000155.SZ      20260330     20260331        47   +6.13%    16.90    -8.70%    -1.60%    -5.38%   +13.91%
300199.SZ      20260513     20260514        46  +14.16%    22.94    +1.83%    -0.83%    +6.15%    -9.59%
300199.SZ      20260522     20260525        35   +7.91%    24.86    +1.93%   -10.74%   -17.22%   -10.38%
002409.SZ      20260610     20260611        58  +10.00%   126.22    +5.36%   +18.97%   +49.42%   +49.42%
002409.SZ      20260611     20260612        73  +10.00%   140.01    -0.84%   +17.98%   +34.70%   +34.70%
000636.SZ      20260428     20260429        38   +4.94%    23.84    +5.24%   +19.38%   +23.45%  +130.91%
300093.SZ      20260416     20260417        33   +5.29%    20.23    +5.64%   +12.61%    +9.74%    +4.70%
300093.SZ      20260417     20260420        32   +4.48%    21.16   +10.02%    +4.68%    +8.65%    -1.13%
300093.SZ      20260421     20260422        47   +8.94%    23.18    -2.16%    -7.33%    -4.18%   -10.27%
605006.SH      20260413     20260414        37   +4.55%    10.18    -0.39%    +5.70%    +8.35%   +43.91%
600345.SH      20260210     20260211        48   +7.89%    42.50    +0.61%    +2.38%    +3.11%   -11.06%
600345.SH      20260302     20260303        54   +5.47%    46.62    -8.07%    -6.13%   -18.62%    -7.49%
600345.SH      20260508     20260511        76   +9.99%    60.11    -1.51%    -7.97%   -13.21%   -11.00%
600345.SH      20260609     20260610        36  +10.00%    58.00    -1.71%    +4.36%   +25.21%   +12.69%
000070.SZ      20260212     20260213        85   +9.98%    19.00    -4.21%    +3.47%   -13.32%   -28.42%
000070.SZ      20260331     20260401        43  +10.01%    18.00    +7.61%   +16.00%   +15.39%    +0.44%
000070.SZ      20260402     20260403        49   +4.99%    19.03    -4.73%   +10.88%   +10.51%    +5.68%
000070.SZ      20260508     20260511        62   +4.77%    22.12    -2.58%   -11.89%   -17.18%   -16.55%
002805.SZ      20260506     20260507        70  +10.02%    25.15    -1.99%    -2.31%    -9.03%   -18.61%
688209.SH      20260430     20260506        33   +5.43%    24.75    -1.13%    +9.05%    +8.69%   -12.08%
688052.SH      20260511     20260512        67  +12.66%   224.24    -2.25%    +1.20%   +12.43%    +7.53%
688052.SH      20260622     20260623        56   +9.41%   285.50    +1.23%    -4.26%    -4.26%    -4.26%
688126.SH      20260420     20260421        44  +14.73%    20.50    -2.78%    +0.39%   +12.15%   +35.66%
688126.SH      20260511     20260512        53   +5.22%    24.30    +5.19%   +21.48%   +10.70%   +30.58%
688126.SH      20260512     20260513        58   +4.42%    24.72    +1.01%   +18.57%   +13.55%   +32.08%
002519.SZ      20260206     20260209        75  +10.06%     9.80    +0.92%    +2.24%    -7.96%   -19.08%
002519.SZ      20260210     20260211        65   +4.88%     9.47    -1.69%    +8.45%    -4.75%   -15.95%
600089.SH      20260212     20260213        36   +4.22%    28.63    +4.37%    +9.99%   +14.43%    -1.68%
600736.SH      20260422     20260423        46   +9.97%     8.37    +1.55%    -2.63%   +19.00%   -13.38%
601958.SH      20260211     20260212        47   +7.08%    21.10    -2.18%   +16.26%   +16.49%   -10.24%
601958.SH      20260225     20260226        39   +4.67%    22.18   +10.60%   +12.80%    +2.89%   -17.81%
601958.SH      20260227     20260302        59  +10.00%    25.31    +0.12%    -5.22%   -14.70%   -25.68%
601958.SH      20260302     20260303        57   +7.95%    26.00    -0.19%    -7.85%   -18.77%   -28.46%
601958.SH      20260527     20260528        39   +5.08%    23.92    +1.05%    -3.47%    -3.01%   +13.42%
601958.SH      20260528     20260529        56  +10.00%    26.50   -12.45%   -17.13%    -3.70%    +2.38%
601958.SH      20260615     20260616        58   +9.99%    28.10    +1.32%    -2.56%    -3.45%    -3.45%
002041.SZ      20260304     20260305        37   +7.04%    11.60    +0.78%    -1.72%    -6.64%   -10.60%
688331.SH      20260210     20260211        44   +5.23%   107.00    -2.80%    -7.48%   -13.08%   +13.86%
688331.SH      20260310     20260311        45  +10.27%   118.00    -3.97%    +4.53%    -1.71%   +16.77%
688331.SH      20260318     20260319        48   +7.20%   120.01    -2.73%    -2.66%   +24.93%   +25.08%
688331.SH      20260330     20260331        54   +5.52%   130.00   +10.77%    +8.84%   +14.62%    +0.77%
688331.SH      20260401     20260402        76  +11.83%   141.68    +5.24%    -4.38%    +5.95%    -9.87%
688331.SH      20260402     20260403        75   +4.12%   145.00    -2.30%    +0.89%    +1.17%   -10.34%
300397.SZ      20260513     20260514        34   +4.00%    14.25    -4.84%    -1.75%    -0.91%    -8.63%
300397.SZ      20260617     20260618        36   +7.55%    15.93    -0.56%    -7.34%    -7.34%    -7.34%
300467.SZ      20260427     20260428        60  +17.83%    37.37    +1.18%   +12.34%    +4.87%    -8.86%
603888.SH      20260210     20260211        55  +10.02%    26.99    -8.82%   -15.52%   -20.75%   -22.56%
301487.SZ      20260506     20260507        38   +5.46%    25.44    -0.71%    -2.71%    -0.16%    -9.00%
300252.SZ      20260616     20260617        37   +4.70%    18.14    -1.38%    +2.65%    -3.20%    -3.20%
603077.SH      20260225     20260226        44   +9.92%     3.06    -4.25%    -8.82%    +8.82%   -10.13%
603077.SH      20260312     20260313        55   +9.90%     3.33    -5.11%   -16.82%   -14.11%   -10.21%
002708.SZ      20260417     20260420        40   +6.82%    14.51    -6.48%    -6.89%    -3.86%    +5.31%
688131.SH      20260623     20260624        35   +4.61%    90.02    +1.31%    +0.14%    +0.14%    +0.14%
688097.SH      20260603     20260604        41  +11.94%    70.50    -2.10%    -9.83%    +0.68%   -16.24%
688710.SH      20260327     20260330        56  +14.57%    65.60    +8.23%    -0.61%    +9.92%    +3.66%
688710.SH      20260330     20260331        54   +5.77%    69.79    +0.83%    -4.04%    +2.62%    -2.59%
688048.SH      20260226     20260227        35   +4.93%   147.50    +6.83%    +6.78%   +17.32%   +55.83%
688048.SH      20260303     20260304        47   +5.97%   161.01    +5.38%   +16.27%    +1.86%   +41.11%
600246.SH      20260430     20260506        38  +10.05%    11.82    +3.72%   +11.17%   +20.22%   +45.09%
600246.SH      20260507     20260508        45   +6.33%    12.10    +6.53%   +10.00%   +29.67%   +43.72%
603416.SH      20260507     20260508        35   +5.94%    58.40   +10.05%    +9.78%   +10.79%    +1.75%
603416.SH      20260511     20260512        49   +9.86%    63.18    -3.83%    +3.67%    -1.85%    -7.49%
000767.SZ      20260324     20260325        34   +7.16%     3.86   +19.95%    +1.04%    -6.48%    +7.51%
000767.SZ      20260325     20260326        46   +8.23%     4.46   +14.13%   -16.14%   -20.40%   -13.23%
000767.SZ      20260327     20260330        76   +9.94%     4.97   -14.89%   -27.36%   -24.14%   -21.33%
688180.SH      20260401     20260402        42  +10.25%    38.25    +1.41%    -0.44%   +17.75%    +4.24%
688180.SH      20260415     20260416        53   +5.33%    43.04    +4.65%    -5.39%    -6.18%   -12.52%
688180.SH      20260511     20260512        38   +6.91%    42.08    -4.40%   -10.53%   -16.35%   -30.39%
300593.SZ      20260417     20260420        36   +5.56%    28.98    +1.86%    +3.73%    +2.66%    +2.86%
300593.SZ      20260616     20260617        47   +8.46%    38.03    -2.58%   -14.02%   -20.96%   -20.96%

────────────────────────────────────────────────────────────────────────────────
三、严苛信号 各窗口平均收益统计
--------------------------------------------------------------------------------
  +1日: 平均收益   +0.53%  胜率   51.3%  最大   +4.35%  最大回撤   -3.25%  盘中最高均值   +5.85%
  +5日: 平均收益   +1.28%  胜率   48.5%  最大   +7.42%  最大回撤   -4.33%  盘中最高均值  +10.41%
  +10日: 平均收益   +2.15%  胜率   49.8%  最大   +9.52%  最大回撤   -5.32%  盘中最高均值  +14.06%
  +20日: 平均收益   +2.35%  胜率   42.4%  最大  +11.28%  最大回撤   -6.19%  盘中最高均值  +20.14%

────────────────────────────────────────────────────────────────────────────────
四、各股票严苛信号明细
--------------------------------------------------------------------------------

============================================================
  603629.SH  |  评分区间 48~165  |  均值 98.0  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260409      趋势确认    48   +5.99% +47.86% +133.39%   75.6  1.33
  20260416      趋势确认    81   +8.98% +64.42% +87.80%   89.6  1.39
  20260430      趋势确认   165   +9.99% +20.99% +38.63%   87.5  1.54
  → +1日 均值= +4.94% 胜率= 66.7% 最大=+11.04% 最小= -1.78%
  → +5日 均值=+23.64% 胜率=100.0% 最大=+42.49% 最小=+13.26%
  → +10日 均值=+44.42% 胜率=100.0% 最大=+64.42% 最小=+20.99%
  → +20日 均值=+86.61% 胜率=100.0% 最大=+133.39% 最小=+38.63%

============================================================
  002297.SZ  |  评分区间 74~130  |  均值 96.5  |  严苛信号 6次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260416      趋势确认    77   +9.99% +41.15% +38.51%   93.5  9.05
  20260417      趋势确认    87  +10.01% +32.14% +31.93%   95.4  3.11
  20260420      趋势确认   103  +10.01% +24.26% +28.47%   96.7  1.57
  20260422      趋势确认   108   +6.85% +17.33% +28.14%   91.2  1.71
  20260423      趋势确认   130   +9.61% +21.23%  +9.83%   93.6  1.42
  20260623      趋势确认    74   +5.19%  -2.56%  -2.56%   92.9  1.90
  → +1日 均值= +3.68% 胜率= 66.7% 最大=+14.40% 最小= -4.82%
  → +5日 均值=+12.98% 胜率= 83.3% 最大=+31.10% 最小= -2.56%
  → +10日 均值=+22.26% 胜率= 83.3% 最大=+41.15% 最小= -2.56%
  → +20日 均值=+22.39% 胜率= 83.3% 最大=+38.51% 最小= -2.56%

============================================================
  600150.SH  |  评分区间 35~45  |  均值 40.0  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260423      趋势确认    35   +5.81%  +8.21%  -1.50%   94.1  2.25
  20260428      趋势确认    45   +7.58%  -6.90% -10.39%   92.1  1.75
  → +1日 均值= +0.68% 胜率= 50.0% 最大= +1.85% 最小= -0.49%
  → +5日 均值= +3.56% 胜率=100.0% 最大= +6.68% 最小= +0.44%
  → +10日 均值= +0.66% 胜率= 50.0% 最大= +8.21% 最小= -6.90%
  → +20日 均值= -5.95% 胜率=  0.0% 最大= -1.50% 最小=-10.39%

============================================================
  300390.SZ  |  评分区间 40~97  |  均值 64.8  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260327      趋势确认    58  +12.99% +26.64% +45.30%   87.2  1.42
  20260410      趋势确认    64  +10.16% +35.86% +39.16%   80.9  2.13
  20260413      趋势确认    97  +17.42% +21.35% +22.21%   89.6  1.80
  20260624      趋势确认    40  +12.78% -12.62% -12.62%   67.0  1.34
  → +1日 均值= -0.99% 胜率= 50.0% 最大=+16.85% 最小=-12.62%
  → +5日 均值= +3.32% 胜率= 50.0% 最大=+24.87% 最小=-12.62%
  → +10日 均值=+17.81% 胜率= 75.0% 最大=+35.86% 最小=-12.62%
  → +20日 均值=+23.51% 胜率= 75.0% 最大=+45.30% 最小=-12.62%

============================================================
  600601.SH  |  评分区间 37~37  |  均值 37.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260420      趋势确认    37  +10.02%  +4.12%  +9.88%   80.9  1.67

============================================================
  603826.SH  |  评分区间 40~60  |  均值 47.0  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260225      趋势确认    40  +10.00% +20.81% +19.67%   72.7  1.43
  20260304      趋势确认    41   +6.74% +10.80% +25.12%   70.1  1.44
  20260306      趋势确认    60   +8.54%  -3.47% +10.46%   84.6  1.40
  → +1日 均值= +2.89% 胜率= 66.7% 最大=+10.34% 最小= -2.04%
  → +5日 均值= +7.72% 胜率=100.0% 最大=+17.68% 最小= +1.13%
  → +10日 均值= +9.38% 胜率= 66.7% 最大=+20.81% 最小= -3.47%
  → +20日 均值=+18.42% 胜率=100.0% 最大=+25.12% 最小=+10.46%

============================================================
  688629.SH  |  评分区间 42~58  |  均值 50.3  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260213      趋势确认    42   +9.27%  +0.49%  -4.88%   80.2  2.13
  20260226      趋势确认    58  +14.66% -15.44% -13.42%   78.2  1.57
  20260519      趋势确认    51  +11.71%  -6.95%  +7.58%   68.1  1.64
  → +1日 均值= -3.79% 胜率= 33.3% 最大= +1.97% 最小= -8.17%
  → +5日 均值= -2.22% 胜率= 33.3% 最大= +1.21% 最小= -6.86%
  → +10日 均值= -7.30% 胜率= 33.3% 最大= +0.49% 最小=-15.44%
  → +20日 均值= -3.57% 胜率= 33.3% 最大= +7.58% 最小=-13.42%

============================================================
  300395.SZ  |  评分区间 42~63  |  均值 53.8  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260225      趋势确认    63  +18.99%  -8.32% -23.49%   83.6  2.30
  20260226      趋势确认    56   +5.21% -10.62% -26.08%   86.2  1.49
  20260316      趋势确认    42   +4.17% -26.59% -14.14%   63.9  1.42
  20260507      趋势确认    54  +10.83% +12.41%  -4.37%   78.4  1.97
  → +1日 均值= +1.01% 胜率= 75.0% 最大= +9.19% 最小=-12.21%
  → +5日 均值= -9.40% 胜率= 25.0% 最大= +7.34% 最小=-23.73%
  → +10日 均值= -8.28% 胜率= 25.0% 最大=+12.41% 最小=-26.59%
  → +20日 均值=-17.02% 胜率=  0.0% 最大= -4.37% 最小=-26.08%

============================================================
  300497.SZ  |  评分区间 37~57  |  均值 45.2  |  严苛信号 5次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260326      趋势确认    39   +6.59%  +5.39%  +9.61%   78.7  2.06
  20260427      趋势确认    49   +7.93% -13.18% -21.54%   70.2  1.83
  20260618      趋势确认    37   +6.92%  +2.79%  +2.79%   85.9  2.15
  20260622      趋势确认    44   +6.06%  -1.15%  -1.15%   89.6  2.59
  20260623      趋势确认    57   +8.23%  -9.39%  -9.39%   92.8  1.83
  → +1日 均值= +5.08% 胜率= 80.0% 最大=+11.24% 最小= -1.32%
  → +5日 均值= -3.01% 胜率= 20.0% 最大= +2.79% 最小= -9.39%
  → +10日 均值= -3.11% 胜率= 40.0% 最大= +5.39% 最小=-13.18%
  → +20日 均值= -3.94% 胜率= 40.0% 最大= +9.61% 最小=-21.54%

============================================================
  001389.SZ  |  评分区间 39~78  |  均值 53.0  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260225      趋势确认    42   +4.81%  +6.99%  +2.55%   69.6  1.78
  20260413      趋势确认    39   +4.09% +23.96% +35.65%   76.6  1.32
  20260423      趋势确认    78   +6.22% +13.36%  +5.97%   89.8  1.33
  → +1日 均值= +1.02% 胜率= 66.7% 最大= +6.84% 最小= -4.01%
  → +5日 均值= +6.08% 胜率= 66.7% 最大=+18.84% 最小= -5.10%
  → +10日 均值=+14.77% 胜率=100.0% 最大=+23.96% 最小= +6.99%
  → +20日 均值=+14.72% 胜率=100.0% 最大=+35.65% 最小= +2.55%

============================================================
  301526.SZ  |  评分区间 55~63  |  均值 59.0  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260413      趋势确认    63  +16.04% +12.91% +32.70%   86.1  1.99
  20260423      趋势确认    55   +7.15% +39.27% +47.91%   76.1  1.84
  → +1日 均值= +3.44% 胜率=100.0% 最大= +5.76% 最小= +1.13%
  → +5日 均值=+14.76% 胜率= 50.0% 最大=+30.02% 最小= -0.50%
  → +10日 均值=+26.09% 胜率=100.0% 最大=+39.27% 最小=+12.91%
  → +20日 均值=+40.30% 胜率=100.0% 最大=+47.91% 最小=+32.70%

============================================================
  002439.SZ  |  评分区间 37~37  |  均值 37.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260506      趋势确认    37   +4.74%  -7.26% -14.65%   79.2  1.92

============================================================
  920493.BJ  |  评分区间 38~63  |  均值 50.5  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260212      趋势确认    63  +14.07%  -2.89% -19.89%   84.8  3.54
  20260417      趋势确认    38   +8.53%  -6.00% -18.42%   83.5  2.81
  → +1日 均值= -8.78% 胜率=  0.0% 最大= -7.83% 最小= -9.72%
  → +5日 均值=-13.12% 胜率=  0.0% 最大= -9.79% 最小=-16.46%
  → +10日 均值= -4.45% 胜率=  0.0% 最大= -2.89% 最小= -6.00%
  → +20日 均值=-19.16% 胜率=  0.0% 最大=-18.42% 最小=-19.89%

============================================================
  688308.SH  |  评分区间 43~120  |  均值 71.5  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260330      趋势确认   120  +19.40%  +8.88%  +4.80%   68.0  4.10
  20260414      趋势确认    43   +5.21%  -6.13% +13.08%   68.6  1.31
  20260512      趋势确认    50   +9.78% +39.16% +33.24%   71.4  1.61
  20260522      趋势确认    73  +15.79%  +7.75% +31.60%   85.5  1.65
  → +1日 均值= +1.42% 胜率= 75.0% 最大= +4.00% 最小= -4.25%
  → +5日 均值= +1.35% 胜率= 50.0% 最大= +6.19% 最小= -1.37%
  → +10日 均值=+12.41% 胜率= 75.0% 最大=+39.16% 最小= -6.13%
  → +20日 均值=+20.68% 胜率=100.0% 最大=+33.24% 最小= +4.80%

============================================================
  688796.SH  |  评分区间 40~55  |  均值 47.7  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260310      趋势确认    40   +7.64%  +1.30% +23.38%   74.4  1.40
  20260327      趋势确认    48  +12.68% +12.20%  +5.71%   73.4  1.65
  20260402      趋势确认    55   +4.55%  -5.76%  -5.59%   82.7  1.49
  → +1日 均值= +0.77% 胜率= 66.7% 最大= +7.05% 最小= -6.97%
  → +5日 均值= +5.78% 胜率= 33.3% 最大=+22.20% 最小= -4.12%
  → +10日 均值= +2.58% 胜率= 66.7% 最大=+12.20% 最小= -5.76%
  → +20日 均值= +7.83% 胜率= 66.7% 最大=+23.38% 最小= -5.59%

============================================================
  688603.SH  |  评分区间 47~120  |  均值 77.3  |  严苛信号 6次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260408      趋势确认    47  +12.57%  +7.53% +52.68%   73.6  2.43
  20260415      趋势确认    64  +13.12%  -5.36% +57.46%   83.0  1.80
  20260428      趋势确认    58   +5.52% +48.25% +64.84%   67.0  1.88
  20260506      趋势确认    58   +6.52% +42.35% +71.68%   62.3  1.46
  20260615      趋势确认   120  +20.00%  +4.68%  +4.68%   65.2  1.58
  20260616      趋势确认   117   +5.36%  +2.48%  +2.48%   70.6  1.96
  → +1日 均值= +0.30% 胜率= 66.7% 最大= +3.26% 最小= -3.90%
  → +5日 均值=+10.47% 胜率= 50.0% 最大=+48.00% 最小= -9.49%
  → +10日 均值=+16.66% 胜率= 83.3% 最大=+48.25% 最小= -5.36%
  → +20日 均值=+42.30% 胜率=100.0% 最大=+71.68% 最小= +2.48%

============================================================
  688787.SH  |  评分区间 41~41  |  均值 41.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260609      趋势确认    41  +13.34%  -9.39% -15.79%   74.6  2.45

============================================================
  002812.SZ  |  评分区间 31~31  |  均值 31.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260427      趋势确认    31   +4.76%  -5.45% -12.85%   74.0  1.70

============================================================
  300184.SZ  |  评分区间 35~57  |  均值 46.0  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260507      趋势确认    57   +9.06%  -0.94% +14.71%   83.7  1.40
  20260625      趋势确认    35   +5.21%  -2.76%  -2.76%   72.6  1.61
  → +1日 均值= -0.70% 胜率= 50.0% 最大= +1.35% 最小= -2.76%
  → +5日 均值= -3.60% 胜率=  0.0% 最大= -2.76% 最小= -4.45%
  → +10日 均值= -1.85% 胜率=  0.0% 最大= -0.94% 最小= -2.76%
  → +20日 均值= +5.98% 胜率= 50.0% 最大=+14.71% 最小= -2.76%

============================================================
  603699.SH  |  评分区间 44~44  |  均值 44.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260506      趋势确认    44   +5.51%  -4.19% -14.66%   86.1  1.47

============================================================
  002386.SZ  |  评分区间 39~39  |  均值 39.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260429      趋势确认    39   +4.75% -10.12% -18.17%   87.2  1.47

============================================================
  002384.SZ  |  评分区间 37~79  |  均值 58.2  |  严苛信号 4次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260303      趋势确认    37   +4.23% +18.00% +19.78%   87.9  1.54
  20260409      趋势确认    78  +10.00% +42.03% +66.86%   82.4  1.91
  20260410      趋势确认    79   +8.83% +30.00% +49.63%   87.5  2.70
  20260616      趋势确认    39   +4.07%  +2.04%  +2.04%   71.4  1.38
  → +1日 均值= +5.38% 胜率=100.0% 最大=+10.98% 最小= +1.66%
  → +5日 均值=+13.78% 胜率=100.0% 最大=+22.52% 最小= +8.11%
  → +10日 均值=+23.02% 胜率=100.0% 最大=+42.03% 最小= +2.04%
  → +20日 均值=+34.58% 胜率=100.0% 最大=+66.86% 最小= +2.04%

============================================================
  002545.SZ  |  评分区间 59~59  |  均值 59.0  |  严苛信号 1次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260302      趋势确认    59   +9.99% -21.58% -27.73%   79.3  1.87

============================================================
  688700.SH  |  评分区间 54~57  |  均值 55.5  |  严苛信号 2次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260316      趋势确认    54  +11.76%  -5.78% +11.92%   85.9  1.69
  20260407      趋势确认    57   +8.68% +12.13% +13.16%   71.1  1.67
  → +1日 均值= +2.60% 胜率=100.0% 最大= +3.70% 最小= +1.50%
  → +5日 均值= +2.33% 胜率=100.0% 最大= +4.37% 最小= +0.28%
  → +10日 均值= +3.18% 胜率= 50.0% 最大=+12.13% 最小= -5.78%
  → +20日 均值=+12.54% 胜率=100.0% 最大=+13.16% 最小=+11.92%

============================================================
  300738.SZ  |  评分区间 39~51  |  均值 43.3  |  严苛信号 3次
============================================================
  信号日             方式    评分     信号涨幅    +10日    +20日   RSI6    量比
  -----------------------------------------------------------------
  20260212      趋势确认    51   +5.22%  -3.84% -18.88%   80.1  1.64
  20260416      趋势确认    39  +10.85%  +3.66%  +2.93%   78.4  2.44
  20260506      趋势确认    40   +7.94% -10.37% -23.44%   75.2  1.32
  → +1日 均值= -5.03% 胜率=  0.0% 最大= -0.88% 最小= -7.75%
  → +5日 均值= -3.59% 胜率=  0.0% 最大= -1.21% 最小= -7.59%
