id,concept_name,ts_code,name
TS82,金融IC,000948.SZ,南天信息
TS82,金融IC,000997.SZ,新大陆
TS82,金融IC,002017.SZ,东信和平
TS82,金融IC,002049.SZ,紫光国微
TS82,金融IC,002104.SZ,恒宝股份
TS82,金融IC,002117.SZ,东港股份
TS82,金融IC,002152.SZ,广电运通
TS82,金融IC,002197.SZ,证通电子
TS82,金融IC,002229.SZ,鸿博股份
TS82,金融IC,002512.SZ,达华智能
TS82,金融IC,002908.SZ,德生科技
TS82,金融IC,300077.SZ,国民技术
TS82,金融IC,300079.SZ,数码视讯
TS82,金融IC,300096.SZ,易联众
TS82,金融IC,300205.SZ,天喻信息
TS82,金融IC,300386.SZ,飞天诚信
TS82,金融IC,300493.SZ,润欣科技
TS82,金融IC,300689.SZ,澄天伟业
TS82,金融IC,300717.SZ,华信新材
TS82,金融IC,600198.SH,大唐电信
TS82,金融IC,600271.SH,航天信息
TS82,金融IC,600343.SH,航天动力
TS82,金融IC,600571.SH,信雅达
TS82,金融IC,600662.SH,强生控股
TS82,金融IC,600770.SH,综艺股份
TS82,金融IC,600800.SH,天津磁卡
