id,concept_name,ts_code,name
TS22,食用油,000639.SZ,西王食品
TS22,食用油,000893.SZ,亚钾国际
TS22,食用油,000930.SZ,中粮科技
TS22,食用油,002852.SZ,道道全
TS22,食用油,300999.SZ,金龙鱼
TS22,食用油,600127.SH,金健米业
TS22,食用油,601952.SH,苏垦农发
