id,concept_name,ts_code,name
TS168,航空航天,000561.SZ,烽火电子
TS168,航空航天,000697.SZ,炼石航空
TS168,航空航天,000738.SZ,航发控制
TS168,航空航天,000825.SZ,太钢不锈
TS168,航空航天,000901.SZ,航天科技
TS168,航空航天,002025.SZ,航天电器
TS168,航空航天,002046.SZ,国机精工
TS168,航空航天,002085.SZ,万丰奥威
TS168,航空航天,002151.SZ,北斗星通
TS168,航空航天,002179.SZ,中航光电
TS168,航空航天,002201.SZ,九鼎新材
TS168,航空航天,002254.SZ,泰和新材
TS168,航空航天,002383.SZ,合众思壮
TS168,航空航天,002465.SZ,海格通信
TS168,航空航天,002471.SZ,中超控股
TS168,航空航天,002520.SZ,日发精机
TS168,航空航天,002553.SZ,南方轴承
TS168,航空航天,002560.SZ,通达股份
TS168,航空航天,002829.SZ,星网宇达
TS168,航空航天,002933.SZ,新兴装备
TS168,航空航天,003009.SZ,中天火箭
TS168,航空航天,300024.SZ,机器人
TS168,航空航天,300034.SZ,钢研高纳
TS168,航空航天,300053.SZ,欧比特
TS168,航空航天,300101.SZ,振芯科技
TS168,航空航天,300135.SZ,宝利国际
TS168,航空航天,300159.SZ,新研股份
TS168,航空航天,300227.SZ,光韵达
TS168,航空航天,300265.SZ,通光线缆
TS168,航空航天,300278.SZ,华昌达
TS168,航空航天,300342.SZ,天银机电
TS168,航空航天,300424.SZ,航新科技
TS168,航空航天,300447.SZ,全信股份
TS168,航空航天,300471.SZ,厚普股份
TS168,航空航天,300475.SZ,聚隆科技
TS168,航空航天,300580.SZ,贝斯特
TS168,航空航天,300581.SZ,晨曦航空
TS168,航空航天,300699.SZ,光威复材
TS168,航空航天,300719.SZ,安达维尔
TS168,航空航天,300726.SZ,宏达电子
TS168,航空航天,300733.SZ,西菱动力
TS168,航空航天,600118.SH,中国卫星
TS168,航空航天,600119.SH,ST长投
TS168,航空航天,600151.SH,航天机电
TS168,航空航天,600219.SH,南山铝业
TS168,航空航天,600343.SH,航天动力
TS168,航空航天,600372.SH,中航电子
TS168,航空航天,600501.SH,航天晨光
TS168,航空航天,600592.SH,龙溪股份
TS168,航空航天,600677.SH,*ST航通
TS168,航空航天,600760.SH,中航沈飞
TS168,航空航天,600765.SH,中航重机
TS168,航空航天,600819.SH,耀皮玻璃
TS168,航空航天,600879.SH,航天电子
TS168,航空航天,600973.SH,宝胜股份
TS168,航空航天,600990.SH,四创电子
TS168,航空航天,601718.SH,际华集团
TS168,航空航天,603085.SH,天成自控
TS168,航空航天,603267.SH,鸿远电子
TS168,航空航天,603308.SH,应流股份
TS168,航空航天,603667.SH,五洲新春
TS168,航空航天,603678.SH,火炬电子
TS168,航空航天,605123.SH,派克新材
