ts_code,circ_mv,total_mv,turnover_rate,pe_ttm
000650.SZ,746907.4529,785365.3493,0.9918,21.2677
002248.SZ,405894.192,405894.192,4.4477,119.6766
300376.SZ,1363876.852,1364348.9189,1.5974,
600686.SH,1045455.134,1045455.134,2.534,18.291
000623.SZ,2197333.1224,2206426.989,0.9751,8.0397
300045.SZ,1259804.1494,1616927.5758,9.1477,
000518.SZ,317096.9934,317103.3164,1.5699,
600167.SH,1534205.8339,1534205.8339,0.9651,25.5453
603299.SH,845288.1973,1034339.3003,1.1901,22.0116
002108.SZ,986851.4254,987510.3254,10.7132,66.0545
300079.SZ,736850.8022,819966.1357,3.3457,229.6427
600025.SH,17829957.2039,17829957.2039,0.3016,20.8802
688132.SH,269134.1607,269134.1607,0.9135,
688259.SH,440656.5,440656.5,3.2694,56.8001
301316.SZ,1408636.5439,2343604.0,9.2523,231.3677
601116.SH,738270.4832,738270.4832,5.0482,41.7623
605016.SH,1191994.9642,1191994.9642,1.1374,29.2359
600148.SH,270720.9689,270720.9689,1.1868,164.0585
002352.SZ,17281753.3999,18257856.3718,0.3948,16.0034
688312.SH,1301068.4072,1301068.4072,6.6129,95.3885
300577.SZ,284329.582,479672.494,1.7242,13.9236
000912.SZ,678944.0,678944.0,1.8782,
600094.SH,973813.3171,1064827.1206,1.1019,73.8034
002778.SZ,244018.619,246637.2741,2.9158,169.2931
300894.SZ,299658.6496,414001.4548,1.5521,
000011.SZ,406965.5947,460691.8381,1.638,2802.0071
600941.SH,8894971.7936,213506769.1285,1.5391,15.7215
002918.SZ,362840.5365,692518.2601,12.4058,73.9994
002592.SZ,200964.1505,216748.3351,1.6455,23.0138
002396.SZ,1822750.8688,1830297.1813,6.5703,45.308
300304.SZ,1093779.8835,1124023.959,2.3165,25.558
300935.SZ,203315.4855,267999.1143,3.4735,
920932.BJ,128049.3904,155391.7663,1.6809,
301107.SZ,161015.5869,278486.8976,2.8942,44.9675
300877.SZ,382676.6516,382680.0,3.1216,44.4233
600822.SH,384263.4708,481093.7266,0.9805,170.0744
600230.SH,728157.4254,728157.4254,3.9845,90.3853
301552.SZ,94243.24,376972.96,4.617,26.3145
688528.SH,212688.0,212688.0,1.8182,
605028.SH,418720.0,418720.0,1.4689,29.4964
600237.SH,565901.9103,571417.9644,4.2958,48.7352
002465.SZ,3843202.9061,3849324.4533,3.9398,
300732.SZ,282794.286,283107.895,2.0285,
002428.SZ,6347506.275,6348326.4,15.3309,3331.8044
600007.SH,2117307.8865,2117307.8865,0.2957,17.6986
688701.SH,145153.8391,145153.8391,2.0112,
000756.SZ,721408.4037,1007404.247,1.3843,38.4951
688118.SH,250182.1076,250182.1076,3.4306,410.6518
300068.SZ,431962.9144,454573.8533,10.1958,
920491.BJ,283825.6654,346647.6501,2.3935,41.1636
603829.SH,504036.2263,504036.2263,3.2742,91.6271
002646.SZ,382101.5267,384723.7031,2.1143,
003025.SZ,321510.6178,403214.0524,1.8169,26.2924
300552.SZ,395943.3589,624693.1513,6.3496,
300801.SZ,395307.7794,630825.84,6.1884,47.6284
601369.SH,1566301.9661,1582149.5837,0.6813,22.8651
002518.SZ,3259707.0609,3358274.3422,7.4086,52.5981
600597.SH,995244.7721,995258.0569,0.697,
603515.SH,1471919.8099,1485672.6901,0.1689,16.3196
603105.SH,507011.0567,507011.0567,5.1138,28.8947
301336.SZ,165966.8398,218160.0,2.4803,75.1282
301285.SZ,2550514.47,2550514.47,3.4133,
920036.BJ,61388.0019,255782.5869,18.942,34.3266
603266.SH,399961.2543,399961.2543,1.6947,36.255
603076.SH,347257.7667,347257.7667,4.6878,135.0207
300880.SZ,462426.0292,462475.3536,7.2742,60.9168
300175.SZ,311198.8,311198.8,1.5799,
301281.SZ,279196.12,426121.15,4.3153,181.0081
300508.SZ,357560.6929,475440.7694,10.3002,83.7536
002058.SZ,372939.5288,373826.3532,1.0155,17.3917
688303.SH,4796679.9989,4796679.9989,0.9217,
600262.SH,422790.0,422790.0,3.6709,18.6042
002375.SZ,621575.3473,625778.3646,7.5485,19.0269
000799.SZ,1414606.8934,1414740.7789,5.1881,
300333.SZ,376962.3554,378336.0,9.8253,
301230.SZ,508618.4957,565186.1636,6.8958,122.5997
002386.SZ,836803.1173,836959.0679,2.5083,54.7096
300720.SZ,1250346.0506,1323216.5682,8.2756,577.7547
600006.SH,1330000.0,1330000.0,0.7182,
603520.SH,540559.3833,540559.3833,13.2818,321.04
300703.SZ,295964.9752,321097.4752,3.4548,152.3606
002983.SZ,318727.7473,556248.9409,7.414,50.6229
002668.SZ,1048335.7509,1048335.7509,0.9909,9.2925
920694.BJ,111607.9276,235910.0181,1.6751,25.5653
600960.SH,453395.9021,453395.9021,1.6059,28.3267
601099.SH,2481139.1587,2481139.1587,2.0225,148.5919
603293.SH,178360.4689,910138.724,11.2316,36.0654
600526.SH,451344.6914,459459.3683,1.4994,14.8353
300938.SZ,1251380.187,1441741.8765,8.748,70.6643
002968.SZ,243046.0736,258182.9504,1.4261,27.1377
300793.SZ,551061.0321,563588.0706,2.8139,
002378.SZ,3789729.8611,3809695.4189,5.5763,60.5511
600488.SH,850579.7237,850579.7237,22.8382,322.1209
301666.SZ,1673181.2433,27525252.316,28.4302,21203.534
001268.SZ,287063.7028,459472.2028,4.0304,143.7059
688609.SH,558000.0,582499.4342,5.5755,
301041.SZ,270081.7229,364845.6,20.0183,162.8036
300067.SZ,656084.576,808062.2018,12.247,
920527.BJ,64190.545,106035.4082,2.7559,53.6211
603329.SH,239404.3415,290059.363,1.7449,42.3377
000700.SZ,1198010.0826,1198010.0826,5.9647,24.0961
603069.SH,560268.0,560268.0,4.7425,
600976.SH,483043.8886,483358.9886,0.7809,14.3261
300947.SZ,273450.6931,273559.2298,3.3508,
300846.SZ,1253245.5766,1607758.5632,12.2971,
000007.SZ,445532.1846,445532.1846,6.5704,
003816.SZ,18723535.3275,24037420.8275,0.4337,25.3545
000788.SZ,346268.6939,346268.6939,5.009,53.9034
920931.BJ,33869.1166,110555.61,1.9131,222.2335
002632.SZ,644505.7038,700800.179,2.7626,33.1836
301277.SZ,423444.672,423444.672,0.7011,42.018
300142.SZ,2313661.5267,2346244.3096,9.973,82.1019
920508.BJ,61259.376,115200.0,2.2556,452.93
002332.SZ,853625.4074,857640.6188,1.0111,21.4656
002762.SZ,192777.1318,322870.8,1.321,
603232.SH,441320.3905,446628.8281,3.1827,
300025.SZ,291325.7734,292555.9302,2.6369,
300605.SZ,158357.3815,206925.1338,3.649,
300033.SZ,10390338.6618,17837568.0,4.3796,53.3959
301223.SZ,368487.3845,368487.3845,1.1565,23.5023
000655.SZ,472700.1426,472700.1426,1.4735,18.6019
605009.SH,590924.3141,590924.3141,0.5151,26.2777
688458.SH,391145.1515,512845.4201,14.8849,
603271.SH,462287.4684,961567.36,3.7807,20.9554
600674.SH,7331408.6693,7331408.6693,0.8118,15.506
603198.SH,2884800.0,2884800.0,1.1623,14.4841
002603.SZ,2318083.2291,2813467.8532,1.0675,20.5457
002351.SZ,590357.3261,1007358.231,3.3679,23.3701
300816.SZ,522937.5732,738240.0,9.3253,76.6113
301611.SZ,1745066.9006,5190580.0,13.9171,209.3972
000885.SZ,899551.6353,899551.6353,1.0163,7.0424
605098.SH,732321.0051,732321.0051,1.4823,22.1421
301568.SZ,284882.1696,618001.524,7.9485,51.5597
301095.SZ,1850451.9053,2142006.2362,6.6474,233.6237
002400.SZ,1508667.8761,1523676.6499,8.7372,191.4444
600984.SH,614694.4793,614694.4793,4.2464,
603605.SH,2235284.5652,2235284.5652,1.4092,15.1631
600986.SH,1555793.2689,1555793.2689,8.7503,
600848.SH,2142551.4843,2257625.8686,1.1592,24.4935
603456.SH,1168732.0808,1168732.0808,1.9962,17.9266
000988.SZ,13808502.9272,13815607.1942,9.0104,81.2993
603025.SH,1871177.8421,1883796.6021,1.1835,24.1615
600023.SH,8085465.8476,8085465.8476,0.7549,10.9252
002683.SZ,2466268.7329,2811574.7331,5.4904,29.0706
600212.SH,381918.5731,506284.0031,3.8615,2357.0957
000720.SZ,732557.9059,732557.9059,19.5206,
000969.SZ,2285762.9668,2305890.0764,2.8927,60.4355
603585.SH,351768.3185,359401.0535,2.8883,19.9541
600728.SH,1153736.2002,1153736.2002,2.3497,175.3811
688362.SH,2098016.8995,2098016.8995,7.5183,250.5577
300791.SZ,460795.5776,552558.0768,0.6098,46.908
002821.SZ,3873422.1813,4409531.2584,1.8514,39.7154
601127.SH,13244014.849,14815583.1564,1.6044,24.8439
000516.SZ,980822.2024,1000786.8486,1.2796,
000902.SZ,1711889.2456,1879591.5709,1.247,11.7748
603459.SH,676367.697,6449115.6989,43.5767,116.1186
600746.SH,889896.2776,889896.2776,1.3642,136.0752
603773.SH,1871855.7302,1872505.6262,14.6764,
301072.SZ,170669.6843,267026.8939,2.0766,
600004.SH,1995143.5126,2172617.1961,0.5805,16.2115
300901.SZ,464640.0,464640.0,2.9713,640.2386
600590.SH,1282225.675,1296362.02,5.9298,172.5372
601083.SH,239738.2,1598238.2,5.7878,10.8074
002749.SZ,554751.9317,570356.5067,0.3666,19.4171
001330.SZ,1058191.063,1250812.2754,6.9909,
603035.SH,472587.7332,472587.7332,1.1757,14.3156
600649.SH,1054394.8233,1054394.8233,1.1131,38.626
002571.SZ,355879.2823,467597.1851,3.7857,
600184.SH,1707391.4812,1707391.4812,10.3437,333.192
300212.SZ,430981.7337,444173.6244,4.7894,
000078.SZ,582797.8863,584109.3631,0.0851,
603970.SH,338956.969,338956.969,0.68,19.5339
300882.SZ,494036.6407,530903.2037,2.2506,49.1733
300128.SZ,939364.8497,940559.5583,5.66,
300491.SZ,451364.2992,507593.9019,6.2554,109.477
002677.SZ,438450.3308,513611.0594,1.3857,771.3788
688702.SH,5927157.0718,11971590.0,3.9073,
603717.SH,238790.3555,238790.3555,9.4981,
001202.SZ,196965.1881,281041.2115,1.6376,38.2651
603351.SH,384376.2566,384376.2566,1.2231,25.2853
600051.SH,237823.2,237823.2,2.1752,31.3669
002988.SZ,790031.5752,790031.5752,2.2522,67.651
605089.SH,332580.0,332580.0,0.8267,46.2115
000530.SZ,360670.1517,506770.7167,4.5728,94.0774
300950.SZ,214922.3668,336787.648,2.1028,45.6372
002674.SZ,404322.9671,408451.4046,1.7899,38.876
300777.SZ,1656176.6862,1724093.2526,4.8724,78.2274
301519.SZ,117211.9435,251031.3911,2.7155,
301060.SZ,386458.5547,429754.741,2.0645,301.632
688432.SH,2398078.9636,2398078.9636,2.1739,113.9882
920181.BJ,127344.18,549028.8,37.3144,59.9758
000990.SZ,1362280.2678,1362281.2767,3.6516,192.5653
301198.SZ,287717.4401,299637.0,3.4901,
920718.BJ,53456.5761,112426.708,1.2561,50.0323
600676.SH,746685.8773,746685.8773,2.3317,
300686.SZ,295667.5547,453486.1428,6.6401,
300567.SZ,3610077.4464,4447961.4318,4.3544,510.4614
688502.SH,2909491.2,2909491.2,4.174,1565.8118
600795.SH,8792960.2074,8792960.2074,1.587,13.0289
300965.SZ,507832.125,563280.0,17.3872,204.4652
300922.SZ,239296.0219,304976.1125,4.2584,91.4617
300614.SZ,215311.3912,215311.3912,1.9807,
001696.SZ,1482395.2482,1904179.768,2.8868,31.1737
000712.SZ,984411.8034,984704.0,4.8046,27.0877
000679.SZ,249836.4,249836.4,2.6783,
603290.SH,2980486.7578,2980486.7578,11.0406,90.8254
603207.SH,140624.0,415719.7,2.3783,20.413
603039.SH,1172105.1463,1172105.1463,3.0795,36.0973
601929.SH,1005058.9924,1005058.9924,3.8354,
002101.SZ,639696.9842,640287.0286,1.2306,20.647
688633.SH,517571.4564,517571.4564,5.4351,22.9512
300269.SZ,315406.8168,329468.295,5.1439,
301588.SZ,259031.2752,419722.0394,9.0823,166.5645
601828.SH,975348.6045,1175495.7257,1.147,
001228.SZ,240232.7439,312424.7439,1.8074,30.052
600507.SH,1230615.9575,1230615.9575,1.2142,15.3855
601187.SH,1980301.8292,1984624.1718,0.639,7.398
301172.SZ,353878.8646,617995.84,7.0168,175.5115
600469.SH,473413.6153,577632.593,1.3118,22.3638
603708.SH,647913.7551,647913.7551,0.9732,30.77
600552.SH,1728630.616,1728630.616,10.5031,130.2276
603139.SH,398021.8,398021.8,3.7475,
301222.SZ,379551.9458,476648.808,5.6023,53.9744
600930.SH,2079999.9629,26863999.9998,10.3379,41.9579
300891.SZ,278451.0171,334006.9697,1.777,
601616.SH,393544.3221,393544.3221,6.2092,
301022.SZ,197728.2155,292781.7828,3.2197,87.5329
003039.SZ,876259.0779,876259.0779,0.8956,27.6858
002553.SZ,539220.0,759830.7239,3.7352,29.8725
920284.BJ,245509.2264,383620.2463,9.4148,
603286.SH,792300.741,805875.2382,3.7931,
603385.SH,248193.5591,248193.5591,1.1735,
002812.SZ,6234095.2613,7442595.5155,6.1018,197.4842
000017.SZ,263170.7047,411443.405,2.0694,99.5272
600965.SH,250522.4922,250522.4922,5.1765,45.9897
301577.SZ,139123.0885,332497.828,8.5277,
301565.SZ,284054.19,887622.19,2.3893,111.2666
688559.SH,1655030.4139,1655030.4139,3.8196,
600780.SH,833507.3342,833507.3342,5.7549,12.7866
603344.SH,169279.0603,609465.5603,13.9306,36.8019
601166.SH,37437094.5513,37437094.5513,0.4296,4.8303
600629.SH,1898136.2201,1922240.8835,2.8823,1236.383
600343.SH,2342855.5035,2342855.5035,9.1936,
920436.BJ,130725.0501,138974.196,0.7887,1268.1835
001296.SZ,168841.7073,327604.4783,3.4964,29.1007
301052.SZ,249489.504,307862.5036,5.782,
002294.SZ,4042529.9245,4043439.5724,3.5824,59.7746
000014.SZ,297716.8555,297716.8555,2.9516,
002055.SZ,348078.15,354231.15,3.7146,
603586.SH,328780.5121,328780.5121,1.4062,47.0916
002054.SZ,329866.5898,414137.1733,3.2861,30.998
600136.SH,328382.1245,344899.5823,1.1446,
002987.SZ,1275338.6528,1311599.7498,1.1581,42.8884
603602.SH,315855.5943,315855.5943,3.2918,
001359.SZ,479071.311,1916247.6945,8.9031,78.3689
688148.SH,534151.1865,534151.1865,3.855,680.9803
001207.SZ,609531.8176,631435.9208,5.6452,22.9756
002106.SZ,773982.9077,774986.1437,2.1899,37.8092
300895.SZ,1044444.068,1064312.1663,14.2687,
600998.SH,2516192.6468,2516192.6468,0.671,12.4677
600158.SH,1335642.1893,1335642.1893,11.4915,
300155.SZ,170981.0026,291277.1991,3.045,
002226.SZ,1499287.6361,1499290.3359,1.3265,20.0978
301005.SZ,2356217.7908,2389845.9958,6.4936,1647.0738
002566.SZ,187750.2791,268070.796,1.948,80.5453
301111.SZ,386400.0,386400.0,4.3323,
688718.SH,319881.8301,319881.8301,1.8071,63.59
603306.SH,3604679.0852,3604679.0852,7.1981,252.0064
002424.SZ,578703.3222,666654.4368,0.9373,
603328.SH,1238068.8376,1238068.8376,3.5142,31.9838
603989.SH,817498.713,817498.713,2.0057,31.1669
603194.SH,572057.4251,1451620.0,0.7842,17.0944
600884.SH,2826069.0088,3464095.809,6.3345,45.8322
688325.SH,922574.7355,973112.4525,3.492,104.6986
002237.SZ,1922077.8849,2305112.2977,2.376,34.7305
300113.SZ,1425765.8631,1888333.0335,12.6864,44.4672
601808.SH,4180180.816,6737487.904,0.5213,17.6826
603488.SH,338124.9295,338124.9295,7.4404,
603006.SH,349345.3395,349345.3395,0.9441,33.6293
600797.SH,921691.1539,921691.1539,3.319,
300041.SZ,663242.2846,681950.9468,5.5437,30.5977
300678.SZ,831950.3147,846775.6391,2.6308,537.1694
688180.SH,3011162.6979,4033864.5032,1.7432,
920242.BJ,95107.8494,168343.0125,1.0185,19.8935
688251.SH,294514.8989,296576.0668,2.8175,199.7084
603127.SH,2392189.6881,2843776.4949,4.4307,57.441
000929.SZ,214546.1276,214559.73,3.5379,
920130.BJ,108082.3523,176184.5808,1.573,
002191.SZ,553157.7281,557483.0723,1.716,
600582.SH,2280362.4795,2280362.4795,0.7372,15.7987
300845.SZ,221280.3395,316481.6529,10.0792,95.5252
603565.SH,2278568.4668,2278568.4668,0.5639,11.501
002076.SZ,248060.3093,263971.6289,3.7299,
688409.SH,4349111.5805,4349111.5805,3.5834,608.3501
688503.SH,2290887.6166,2759667.5975,6.3905,44.5388
002270.SZ,2231565.5618,2231601.3232,3.8538,31.8153
920124.BJ,121378.8147,235891.0376,2.4021,26.4637
301112.SZ,403024.423,403024.423,1.8032,
301109.SZ,359993.869,1233364.616,2.6497,16.1561
002908.SZ,266479.0753,357225.7689,1.932,
600109.SH,3357060.6085,3357060.6085,0.8427,14.0664
001203.SZ,5640502.2329,6621374.3988,1.9796,98.9983
000955.SZ,258390.18,258429.6,2.4679,2886.2351
600527.SH,503942.4225,503942.4225,6.5825,230.1749
002719.SZ,130954.6867,140878.8207,13.022,
688772.SH,1741301.6128,1741301.6128,2.5027,42.4049
301696.SZ,349658.8235,4649316.23,27.1779,99.1434
301209.SZ,877030.378,1026592.0,1.4251,252.9476
000008.SZ,744265.3648,744287.4851,2.8034,
300134.SZ,889530.189,889530.189,1.6377,
301138.SZ,222134.8536,388800.0,1.9185,41.1797
603323.SH,976974.0555,976974.0555,0.9154,4.73
300528.SZ,563755.9857,563755.9857,3.7507,
000691.SZ,274132.96,411199.44,3.1368,
002551.SZ,213913.8159,295923.1023,1.9291,
301361.SZ,119127.372,455222.768,21.1647,46.3719
000096.SZ,463339.136,478896.0,1.3828,42.5602
300698.SZ,443361.8268,501160.0,4.8746,104.2026
688602.SH,198850.6593,397841.25,2.8486,
600712.SH,333961.99,337686.3232,1.5899,
300167.SZ,215283.68,236739.392,2.2826,
600773.SH,2082072.0606,2082072.0606,3.3276,
920790.BJ,129908.3496,188731.1778,1.9181,
605398.SH,436242.6121,436242.6121,1.1243,316.0067
603855.SH,646235.595,650046.186,1.4364,18.6709
002824.SZ,598688.2161,823690.3842,5.6455,49.1921
603278.SH,526992.9825,526992.9825,28.3239,
300246.SZ,413778.2112,518098.8946,4.7986,
300314.SZ,160990.4218,322560.0,1.9098,43.3715
688569.SH,433341.4019,433341.4019,0.5084,25.8826
603325.SH,205406.8488,480744.036,2.7973,14.1936
600805.SH,435340.9884,435657.9809,1.7871,121.7216
688246.SH,324702.0113,324702.0113,2.9157,
603766.SH,3045402.5636,3045402.5636,0.707,18.8897
603408.SH,515156.523,515156.523,0.4582,12.5144
605058.SH,547970.4243,547970.4243,2.7685,36.7951
300809.SZ,528047.2505,889161.9744,4.5271,46.4659
002279.SZ,599598.1795,651828.3945,3.687,86.923
002957.SZ,1892427.5522,1898320.7463,9.8716,63.6484
301067.SZ,197805.7611,301334.364,3.4,
000917.SZ,1189248.4056,1189329.7676,2.767,283.0646
600604.SH,678393.2155,902932.9155,0.9982,
688267.SH,602251.6,602251.6,4.0838,30.764
301150.SZ,1693660.4274,1774673.4504,6.7996,127.3194
600685.SH,2558770.5888,4403072.3675,2.5427,36.0921
600099.SH,243661.44,243661.44,2.3623,96.6108
920819.BJ,409529.25,414320.4,0.4025,
688466.SH,225740.8729,225740.8729,1.6609,79.0723
603815.SH,434484.813,434484.813,2.7338,
300443.SZ,689235.5138,908862.1237,7.6409,27.8157
603938.SH,1633806.6022,1633806.6022,10.4111,177.3039
688208.SH,2580207.4683,2580207.4683,2.9963,27.7134
300422.SZ,300712.4358,310718.3864,5.1917,
300127.SZ,729148.1863,1020819.3512,2.6171,53.1447
002653.SZ,2810075.4063,5862770.573,1.3782,76.3801
600169.SH,779955.111,783222.1418,0.4317,32.5547
002692.SZ,392600.5117,392825.862,3.3513,
000688.SZ,4931048.7491,4931066.7247,2.6892,60.2765
688066.SH,361347.9663,361347.9663,3.9689,
688628.SH,945665.5621,945665.5621,3.658,56.0616
603696.SH,358915.2,358915.2,2.0803,108.3285
300429.SZ,580943.1575,780131.2969,6.112,
301556.SZ,251022.2,726159.2,4.279,67.6139
688818.SH,1060751.2839,13956183.4562,25.1416,372.8966
000425.SZ,9196113.0882,12003990.7102,1.0992,18.1709
600325.SH,935731.7194,935731.7194,1.8039,
605376.SH,3171900.0,3171900.0,4.9639,130.5589
600996.SH,1043571.4778,1043571.4778,2.2907,
600132.SH,2562143.5222,2562143.5222,0.9717,21.4238
000637.SZ,174273.6878,248500.4202,2.4209,
688513.SH,1052132.2458,1052132.2458,1.8814,38.357
688556.SH,1256960.9621,1256960.9621,8.661,
603277.SH,786572.3723,791672.1035,0.3862,24.1081
001965.SZ,6713553.8521,6713553.8521,0.2082,14.5
600120.SH,1799906.0463,1799906.0463,2.9723,19.4357
688175.SH,440324.385,440324.385,0.9919,
603098.SH,716603.9707,717800.9707,1.1197,79.3088
600603.SH,660879.8261,660879.8261,1.3095,37.6308
000925.SZ,717678.4323,721010.2686,22.5525,
688326.SH,1011532.3473,1086904.9795,1.85,254.3613
605222.SH,1639226.2082,1639226.2082,4.0944,83.5689
688536.SH,4003543.9662,4075159.8053,5.446,155.0496
000505.SZ,431915.7695,496507.0214,3.7734,
688203.SH,291653.7399,291653.7399,2.2068,273.1412
300722.SZ,757205.7293,757205.7293,1.2274,92.41
688981.SH,23574842.4527,94475274.076,3.9541,187.4236
300584.SZ,318586.5905,465600.0,3.5529,104.9017
003040.SZ,662432.8741,668647.1594,1.4457,
688032.SH,1368531.2014,1368531.2014,1.2887,
605128.SH,686411.9332,686411.9332,2.2673,34.1284
000983.SZ,3769571.9794,3769595.1032,0.8957,28.3937
688338.SH,298896.9984,298896.9984,0.964,34.8436
002638.SZ,615469.4041,653650.4288,5.5141,
301195.SZ,274907.6108,414038.9484,1.0101,30.4387
002081.SZ,2096884.9877,2105671.6854,19.1384,51.9014
300423.SZ,257555.5593,384576.2272,4.9916,
603102.SH,258112.0,258112.0,0.9636,21.1343
300359.SZ,296385.1942,296400.0415,2.1393,
002452.SZ,566770.952,682365.2935,6.7731,18.6539
688088.SH,1697351.9624,1697351.9624,2.2303,64.5807
002853.SZ,356383.6327,506494.26,4.2895,
920086.BJ,84994.021,265935.04,9.3956,29.4182
002044.SZ,2374901.5354,2399437.6548,7.3234,78.509
603132.SH,1936440.0,1936440.0,0.6691,29.6379
002913.SZ,1632116.7913,1716920.3266,3.0058,80.5757
600956.SH,2066318.0358,3971169.9042,1.4728,25.016
601818.SH,14571740.0862,18552863.0332,0.2527,4.9054
600926.SH,12055091.2373,12055091.2373,0.3205,6.139
002166.SZ,647000.8323,649649.8563,1.444,41.9545
920047.BJ,566434.7129,862585.3582,2.5244,
000529.SZ,311726.7542,319333.3105,0.8283,29.9109
300559.SZ,416923.3562,535349.5198,6.2411,148.1136
603189.SH,364429.3678,364429.3678,2.9373,
688426.SH,235902.3479,236461.791,1.8736,
001389.SZ,2826941.3484,8788365.4104,4.7386,75.2448
600841.SH,879269.64,1169933.7639,2.3454,3.7517
300968.SZ,526232.74,526232.74,2.044,
300634.SZ,1012725.802,1052223.8188,3.6359,43.3957
300295.SZ,216647.7564,245170.5322,3.7105,
688370.SH,341124.403,341124.403,0.8554,118.2695
301106.SZ,368838.784,368838.784,2.5941,49.6765
300126.SZ,168520.1632,243166.08,2.2827,
920578.BJ,43976.0,146228.0335,4.6907,
301093.SZ,1684575.4601,1761883.4255,2.8105,415.4789
600827.SH,1387849.1808,1543305.4212,2.5125,12.5462
300718.SZ,1511704.5805,2296714.4036,4.6997,87.8786
600330.SH,4045664.8845,4045664.8845,16.7534,
300378.SZ,1051359.7973,1059323.6888,8.1429,64.6783
000708.SZ,7626222.014,7626256.0115,0.2835,12.5921
603501.SH,12164588.1692,12674536.2242,2.5044,34.4193
603399.SH,1080933.2694,1080933.2694,19.9,
301616.SZ,124399.8446,350400.0,2.6529,17.9986
603288.SH,20768843.0318,21856566.1658,0.2534,30.0235
300158.SZ,570108.7361,570574.2572,1.0182,
688017.SH,4858248.3125,4858248.3125,6.608,355.2581
002626.SZ,1037983.0203,1038110.6703,3.1913,36.5819
600816.SH,1755593.272,3160067.8895,1.7112,28.5001
601198.SH,4195714.285,4195714.285,0.452,20.2194
600276.SH,34650740.3524,36053269.7156,1.4379,44.4046
605333.SH,1071933.3379,1071933.3379,0.7014,25.6217
002035.SZ,448107.5832,485705.5231,1.2758,16.4199
301317.SZ,376599.4286,1134125.85,15.483,
301306.SZ,892231.925,1292501.6,7.2049,
688348.SH,784356.4463,784356.4463,2.0266,
002114.SZ,311101.9717,311106.2469,12.386,
688590.SH,452116.5975,452116.5975,3.9871,
002301.SZ,564340.3153,566948.0353,4.1205,76.0923
603639.SH,401396.3148,412934.5667,0.8749,27.1056
600130.SH,441750.0,441750.0,18.1692,770.9332
605377.SH,555556.9275,555556.9275,2.1549,21.7637
300094.SZ,340499.3589,347475.5139,2.7274,
300862.SZ,396096.6833,482775.8137,5.7462,
000692.SZ,281868.6443,281868.6443,5.187,85.9396
600299.SH,3376513.7027,3877442.0846,0.47,38.9593
688408.SH,852166.2965,852166.2965,2.0748,
300596.SZ,1046376.8225,1046376.8225,3.4777,20.097
920092.BJ,98003.3729,184625.0278,4.0525,
920185.BJ,3241174.6267,3300752.1542,0.7604,38.4063
688529.SH,333997.4427,333997.4427,1.0311,
688616.SH,253999.6232,253999.6232,1.6981,24.9907
603289.SH,336227.35,336227.35,3.8602,42.8715
000029.SZ,2497539.66,2833659.66,2.1548,1200.2982
002016.SZ,409402.3898,409402.3898,1.8329,26.9521
300760.SZ,19532602.0391,19549405.0369,0.7095,24.9455
301603.SZ,515652.345,1650306.16,9.6208,43.1424
301216.SZ,1549038.2899,1639060.8218,3.7006,32.6525
601899.SH,69057210.6053,89132075.4129,1.3443,14.4484
002887.SZ,309771.6071,436338.3761,2.7838,32.3267
002392.SZ,1268671.0418,1304777.9595,4.368,32.2242
300573.SZ,1255628.7448,1635059.9116,2.7266,21.6171
001266.SZ,269588.2338,480566.3549,10.0058,98.0261
002190.SZ,1148292.6269,1148292.6269,5.1108,
002728.SZ,321636.7901,497397.2078,3.8279,65.5612
300963.SZ,595077.7204,811334.16,8.9503,134.5056
002444.SZ,3979149.7272,4144839.2915,1.1104,16.163
603648.SH,365312.1024,365312.1024,1.1511,29.2793
601825.SH,8212010.669,8448533.3338,0.22,6.8472
301232.SZ,996526.6822,1676871.9616,15.2477,372.9235
000753.SZ,638513.8097,638513.8097,3.9625,94.5861
603569.SH,389865.6841,389865.6841,0.8111,
002291.SZ,566669.676,609704.9902,3.5987,
300721.SZ,338546.534,403379.9703,30.5312,
002167.SZ,959013.1852,979187.0512,5.2715,180.7291
920641.BJ,82939.8891,137086.95,8.5517,253.1996
001368.SZ,309267.3209,325345.986,1.5072,31.7831
300169.SZ,192205.6931,216257.8946,2.5495,66.6807
603721.SH,317590.0,317590.0,2.9822,121.8221
300171.SZ,718513.4423,977962.4071,1.502,47.0719
301203.SZ,221185.4125,403600.0,3.8399,38.1165
301087.SZ,978685.9572,1190100.365,0.8712,30.7341
300959.SZ,783929.0189,1203990.0118,29.7102,
688661.SH,1820223.7068,1820223.7068,4.2431,
600166.SH,2842346.7318,2842346.7318,3.069,19.8822
002955.SZ,481878.1965,582844.1033,1.4359,619.0014
301097.SZ,170146.3025,346551.5765,1.9336,
601838.SH,7947066.2925,7947066.2925,0.487,5.9181
002456.SZ,2945847.569,2981950.7532,1.9392,
000802.SZ,359203.0905,359381.928,8.1944,
301225.SZ,346780.61,1199724.9,7.9961,92.3493
301170.SZ,99316.1072,295800.0,3.8918,29.8947
002207.SZ,252205.1073,253407.5505,0.6714,
600784.SH,479037.4644,479037.4644,1.1596,32.8482
601996.SH,310493.2932,310493.2932,7.55,
001212.SZ,964860.4182,1115325.9132,6.4475,
688296.SH,172902.9876,173716.8426,2.6,
920370.BJ,90260.8528,103297.47,1.1213,
688766.SH,6244266.9751,6244266.9751,6.2749,141.8614
000099.SZ,1325015.394,1325015.394,1.4604,42.6608
