ts_code,circ_mv,total_mv,turnover_rate,pe_ttm
605116.SH,885479.4501,885479.4501,1.0318,22.4901
002651.SZ,525881.1861,961117.8,2.9084,233.5147
300971.SZ,229248.208,292236.0,3.0323,31.0982
300808.SZ,318888.6682,429120.0,2.2993,
603809.SH,1022440.8646,1022440.8646,1.5366,36.9542
603010.SH,853313.548,874620.288,2.4,
600107.SH,243360.0,243360.0,2.2715,
603279.SH,1052457.098,1052457.098,1.0233,22.0558
002737.SZ,788983.5947,788984.0,0.7148,
002193.SZ,141063.873,141064.6815,12.5319,
603393.SH,1281090.9689,1283209.8568,2.2929,22.332
301009.SZ,162664.7252,292793.22,2.0291,150.8558
002313.SZ,379614.9065,379641.6,5.0517,
002385.SZ,1335450.5819,1629729.7761,2.0998,
300652.SZ,537533.4922,598923.6683,3.2241,45.0102
603609.SH,620362.8438,620362.8438,0.5115,
002238.SZ,581855.391,581855.391,0.8928,
605183.SH,680508.5843,686207.1893,0.4916,15.656
001400.SZ,619799.3025,1126140.0,4.8161,132.1259
688038.SH,239729.204,239729.204,2.3089,
603128.SH,744847.4551,744847.4551,1.4558,16.0915
688163.SH,426062.14,426062.14,4.9597,87.6721
300920.SZ,309363.9502,471100.0,3.9747,187.1815
600536.SH,3370405.3005,3730477.4031,2.9286,
600268.SH,1584983.5929,1592885.3799,4.8486,32.3524
300588.SZ,367082.5343,397493.8583,4.6124,
600009.SH,5426733.2738,6599006.1821,0.5599,30.3321
920419.BJ,123764.8307,132232.192,0.6068,24.3476
603028.SH,264296.7,266947.2,3.8427,
688691.SH,849823.4715,1397640.0,12.6695,
603112.SH,1191637.9799,1203573.9628,1.8142,21.0522
002421.SZ,584986.1383,619209.8386,2.9165,
600736.SH,990111.9,990111.9,12.7981,45.8669
688311.SH,579421.9312,579421.9312,4.3301,
601007.SH,286650.0,286650.0,2.043,43.8885
002926.SZ,2252250.0,2252250.0,0.6609,14.4105
000776.SZ,12014740.3479,15923560.6149,0.6973,10.1736
600265.SH,280108.4,280108.4,1.0059,
600702.SH,1454874.9767,1455487.3367,3.2048,134.2281
002201.SZ,803700.9053,869934.3817,9.9995,96.8951
603722.SH,377058.4767,385017.2767,1.5084,
301398.SZ,166927.215,502320.0,3.9273,374.3798
600824.SH,421610.8292,421610.8292,1.1041,33.2442
600011.SH,8281275.569,11820664.2993,2.4457,8.4914
301208.SZ,221473.5451,402240.2011,2.4864,80.4761
600305.SH,810696.3476,813256.5731,0.7114,52.887
600292.SH,673861.0163,6719236.3123,4.052,75.9173
920781.BJ,74036.2786,112061.1142,2.1636,
600406.SH,21838296.3938,21902599.0374,2.3197,26.325
000055.SZ,244659.3033,388742.4702,1.4276,
000997.SZ,2251627.0165,2264273.84,5.0097,23.0816
000049.SZ,1057086.3356,1057371.33,3.336,32.6829
301213.SZ,376818.4141,582959.9927,3.0427,304.2255
002440.SZ,962447.5383,1143107.9034,2.6522,14.195
920892.BJ,213607.2037,241217.5158,0.6402,22.2645
605196.SH,2088021.0994,2112869.9684,4.1461,68.4811
002534.SZ,1436956.5425,1455363.1432,1.4351,32.8453
600881.SH,497751.2522,497751.2522,1.4952,
688231.SH,1033097.1435,1033097.1435,2.5473,111.0084
003037.SZ,410366.1544,410366.1544,0.9215,118.2786
688386.SH,730548.0,799660.7148,2.3676,77.9015
603111.SH,572281.5379,578422.5809,1.5667,16.2349
002984.SZ,1139430.4031,1653913.8461,1.7115,16.9929
600372.SH,6266371.1359,6266371.1359,1.1685,54.6567
301098.SZ,163161.3686,200489.7811,11.7572,
603120.SH,198520.2,473515.2,21.5112,56.2086
301469.SZ,167515.4373,325438.76,4.5498,35.3316
688012.SH,24272376.8498,24272376.8498,2.5168,88.9464
600971.SH,912003.7118,912003.7118,1.1102,
605198.SH,1596162.4,1971709.2,3.7001,62.2017
605050.SH,606179.8926,606179.8926,1.0965,16.3306
300166.SZ,1720942.3166,2163616.9212,17.1898,
600571.SH,590499.6969,601550.6186,2.1179,171.0275
002091.SZ,1430380.7356,1456805.462,2.2746,11.5317
920914.BJ,241341.0978,241531.909,2.1435,43.6458
300321.SZ,374917.5693,375357.6,3.5383,426.4883
002861.SZ,274807.7145,340899.6505,4.755,
300668.SZ,623784.4945,753225.6252,4.4004,754.6521
920634.BJ,81379.6718,128328.8021,2.1254,75.4858
688710.SH,573367.2404,891273.126,2.2846,
301305.SZ,326479.8051,636601.2304,2.9364,22.5883
001260.SZ,252195.0,252195.0,1.2102,67.9178
603273.SH,98046.1416,374834.1366,2.8626,135.2872
688158.SH,1938165.2802,2181138.2872,12.9237,
600241.SH,269580.7373,269580.7373,2.6105,
601766.SH,14645334.4249,17276716.181,1.1694,12.7915
688420.SH,114448.338,242475.06,2.5138,
300960.SZ,278901.5827,307810.7287,1.2524,70.7553
688048.SH,7899104.2458,7899104.2458,7.1426,2340.9613
601169.SH,11100066.7428,11100066.7428,0.4064,5.4115
001358.SZ,146008.2494,361961.6,3.7135,69.1622
001896.SZ,2566364.1971,2566364.1971,15.4343,68.3727
603787.SH,267427.084,267427.084,1.9747,58.3236
300323.SZ,1947818.1698,2661718.0271,15.0206,
688499.SH,898479.3158,898479.3158,3.6808,156.0842
601963.SH,2233364.9301,3981074.1423,0.9719,6.8366
301459.SZ,97949.5132,390769.1905,4.2323,46.2415
002454.SZ,623184.4383,624810.1104,6.6387,27.6962
603949.SH,371012.3086,371950.2861,1.389,38.8807
300513.SZ,264593.2841,288909.5538,2.0678,
600258.SH,1569943.9952,1569943.9952,1.4137,18.7443
300848.SZ,413602.1846,699168.3825,4.3867,76.8362
300972.SZ,4149716.2535,4523097.2158,1.1421,25.7064
600171.SH,2089905.8972,2089905.8972,2.3186,94.8838
601579.SH,902829.5991,902829.5991,4.0861,33.3331
600476.SH,197793.96,197793.96,3.5964,
300492.SZ,964523.9084,964523.9084,1.1442,40.107
600352.SH,3969064.8692,3969064.8692,1.1079,20.1452
688230.SH,854952.0,854952.0,1.4684,76.306
600706.SH,231929.5589,232869.5837,1.5906,
300260.SZ,1809524.021,2565512.2768,17.409,145.0075
301517.SZ,660300.1574,1023574.5878,6.4621,
301193.SZ,427999.4624,566517.5624,5.5485,
300101.SZ,1135919.8972,1139786.7399,2.9316,726.8113
000669.SZ,285771.6947,285771.6947,1.4512,64.8939
605389.SH,1651553.1312,1746335.2884,3.4056,131.2047
600477.SH,688818.7833,688818.7833,2.1573,77.501
000928.SZ,939680.7315,939692.2268,1.3978,21.4429
002969.SZ,2258853.5734,2271689.1283,5.1598,161.1506
688337.SH,1152685.1644,1202021.3854,4.7472,113.9882
688091.SH,1296858.6374,1296858.6374,3.0285,189.2193
002662.SZ,551993.0448,552000.0,1.9076,24.3411
600482.SH,8855233.8207,8855233.8207,2.4775,59.2996
603713.SH,870018.1652,870018.1652,1.2565,13.6212
301210.SZ,179723.3009,473930.2711,5.8673,70.5931
300798.SZ,419972.5276,510831.6261,9.5176,
688538.SH,1328766.4525,3189980.0914,1.4254,
002888.SZ,158462.1873,312265.8164,12.0596,169.1935
301173.SZ,126859.9318,361440.0868,2.0808,21.1559
000791.SZ,1860129.1728,3117329.9921,7.2693,15.14
002625.SZ,8769143.5996,8769172.5983,1.5033,123.0629
600373.SH,1107528.867,1107528.867,0.6481,51.9799
300507.SZ,717642.1512,741399.0359,4.4347,71.0876
605338.SH,554596.8225,554596.8225,0.921,19.5932
603489.SH,897648.3877,897648.3877,2.342,71.3966
301303.SZ,147679.0,590716.0,3.324,18.1098
002158.SZ,1711682.3714,1715395.0379,2.3882,36.2952
603258.SH,386870.1841,390966.4101,0.9155,
300146.SZ,1155425.8834,1744119.019,1.5074,23.9143
920505.BJ,143395.5073,257975.7216,3.0535,177.4327
601801.SH,1139515.9799,1139515.9799,0.5005,15.1968
920221.BJ,94129.7198,176844.96,1.2209,30.363
300879.SZ,451911.9511,454992.5766,1.8431,
603190.SH,115123.6296,348712.0,5.8969,27.8324
688711.SH,733891.6996,733891.6996,13.302,433.2225
920833.BJ,96062.3265,126669.68,1.7879,58.4579
601991.SH,8925184.1563,13324831.5629,14.9763,16.5704
002129.SZ,4076137.8182,4079503.815,6.3369,
300645.SZ,221519.506,225949.3589,2.7312,171.2318
600572.SH,1095598.8727,1098518.095,1.9969,22.724
300386.SZ,311190.2474,518792.604,2.3967,
600233.SH,6996013.5945,6996013.5945,0.3096,14.4456
603319.SH,1068321.4857,1068321.4857,7.9353,149.1173
603110.SH,505079.0973,505079.0973,13.4372,4543.8318
600667.SH,2647892.3973,2647892.3973,14.3857,57.6513
920278.BJ,58423.872,137680.5,1.6687,99.7648
688416.SH,1015159.5765,1015159.5765,6.9091,
002218.SZ,825668.3202,837938.5887,12.7752,
603178.SH,491736.7125,491736.7125,14.8182,
920493.BJ,682699.0314,930750.2051,5.219,460.0842
600731.SH,343426.8096,354242.6917,2.2761,15.2909
603600.SH,364246.1733,401145.8684,0.9989,16.2232
301273.SZ,238639.9648,310925.3773,3.4725,
002771.SZ,254267.8523,305626.2937,5.6552,
920427.BJ,63736.8335,129074.94,3.844,
600594.SH,315187.1052,315187.1052,5.0223,
603993.SH,35008988.5629,42895591.9029,1.3255,17.7601
301037.SZ,118180.1503,241637.0703,3.8358,
600060.SH,3259522.9835,3271565.4408,0.655,13.1336
603156.SH,5964893.7199,5964893.7199,1.716,41.845
601598.SH,3171844.1896,4411857.0046,0.3295,10.8713
300377.SZ,1175949.4261,1278207.2422,3.428,
301590.SZ,178952.9702,874789.1687,15.3424,212.4242
000517.SZ,500889.2696,639968.4195,0.7987,
002546.SZ,677041.1211,704771.4861,3.9467,12.5368
300899.SZ,158831.9361,247479.8481,12.2745,
301680.SZ,193228.52,952200.0,16.5275,52.8801
600497.SH,5483933.9655,5483933.9655,6.8247,45.5931
002917.SZ,352256.4763,469974.3943,3.3321,26.5197
002641.SZ,479679.7382,519906.7074,0.741,75.4314
600127.SH,422935.1407,422935.1407,3.0524,
601011.SH,557458.3808,557458.3808,1.9745,
300129.SZ,842328.338,1299576.0031,5.8551,70.9786
600185.SH,1098958.3785,1098958.3785,1.4282,
600738.SH,349145.784,349452.8733,1.1552,20.9854
603999.SH,373824.0,373824.0,1.6332,43.6533
600751.SH,967519.0836,1090151.0064,1.7227,149.5032
920270.BJ,142785.8379,184124.16,6.1499,56.3304
002622.SZ,230153.2185,230160.0,2.2057,
002916.SZ,22029125.9352,22571136.2919,1.4535,62.1021
600576.SH,375101.5671,598983.5139,1.4534,59.6461
600775.SH,868687.218,1181593.218,2.9181,361.583
300092.SZ,346699.0549,452521.2437,3.2263,109.5867
600710.SH,1579860.0657,1579860.0657,1.5815,11.5027
688519.SH,4239964.2961,4239964.2961,2.5465,114.7985
300818.SZ,368442.9054,568763.6755,4.7262,89.3642
600798.SH,464515.6674,464515.6674,4.1998,70.8625
300464.SZ,297777.1617,383652.8776,5.6593,351.1642
601528.SH,858555.9863,971269.8905,0.6858,4.9461
601588.SH,526680.0,666669.96,2.0687,
301201.SZ,436673.735,622413.714,4.6151,
603967.SH,464533.3914,464533.3914,1.3913,15.9897
000159.SZ,331180.5917,331192.6492,11.0721,90.2483
001396.SZ,114366.7916,550547.4424,7.9062,42.8763
688030.SH,297569.4181,297569.4181,1.6459,
002418.SZ,689793.0021,689794.8,12.1346,397.2203
600761.SH,1770697.2089,1770697.2089,2.0046,14.4147
300070.SZ,1305211.791,1377199.5579,1.3322,224.1741
300981.SZ,574955.1655,627429.435,2.4102,
300407.SZ,347731.314,465063.7257,2.4013,60.7546
301307.SZ,648336.7864,1255176.0,11.6183,
601727.SH,11101762.8797,13675307.0397,3.5057,105.6533
600897.SH,644996.898,644996.898,0.5717,12.6595
002131.SZ,3811473.7936,4408427.9357,6.1521,
002008.SZ,14277242.7216,15364771.6576,6.3992,111.3162
002717.SZ,225130.5695,238450.5961,2.6436,
601211.SH,21203645.9132,27695042.4774,0.8888,12.6141
300258.SZ,738010.4482,757636.1797,5.6343,82.9848
001255.SZ,250330.288,306529.8322,2.1224,281.22
300978.SZ,318669.0331,469200.0403,3.1944,37.6167
688786.SH,485612.6101,485612.6101,2.416,57.0051
600711.SH,4320674.9483,4320674.9483,3.4515,16.0589
603719.SH,432278.0,432278.0,1.1207,
300730.SZ,339699.0729,396191.2899,10.7102,
000100.SZ,8188490.2858,8902769.1273,2.4166,17.5921
300272.SZ,335330.7448,441480.9588,2.2646,120.8166
600239.SH,260121.2793,260121.2793,1.5061,
000759.SZ,353425.5475,357067.875,6.5081,
000539.SZ,1847544.728,3795955.3219,8.9661,45.6691
002818.SZ,348455.1468,874200.0419,1.4908,10.9961
000548.SZ,256097.711,256097.711,1.5738,67.8936
301211.SZ,466036.2432,466041.6,1.024,137.8716
920368.BJ,1004713.9149,1056042.4191,9.6332,608.737
002339.SZ,475848.1561,501067.7204,6.4575,615.2314
300522.SZ,352561.5321,432085.0194,2.4549,252.6084
301096.SZ,530197.073,696985.6802,5.3064,
920961.BJ,203430.835,279538.8742,2.2112,
688353.SH,1605527.0,1605527.0,3.369,104.6925
002989.SZ,592543.8621,651619.1661,6.333,
301153.SZ,678433.5517,727333.9434,1.4789,59.8442
600894.SH,741123.9672,748625.2802,1.2495,10.5236
002623.SZ,474541.7026,475560.3125,11.8427,
688036.SH,6851850.4118,6851850.4118,1.4013,24.5506
920346.BJ,90590.1513,163806.4522,1.3718,34.8857
300939.SZ,562800.0,562800.0,6.5149,75.3586
603236.SH,1923183.7569,2115502.1297,2.3707,27.5994
920033.BJ,143341.9793,206342.253,1.4083,53.9298
000576.SZ,377419.2771,379683.8462,3.1856,53.9313
301076.SZ,480374.8326,719811.0192,5.2505,108.7904
001257.SZ,342369.97,4589877.0425,21.3864,51.1234
920957.BJ,49195.8536,123611.1368,1.6368,145.0433
000786.SZ,4325140.0755,4357724.2675,0.7778,15.1944
301665.SZ,270842.0,1170000.0,2.8022,22.4462
301468.SZ,441015.3233,765069.5968,9.1993,157.8081
600467.SH,347716.6444,347716.6444,1.8923,111.6812
920186.BJ,1079589.9319,2529605.6691,20.2791,25.3234
603336.SH,754202.7729,754202.7729,2.0288,462.2141
301595.SZ,115431.894,513030.64,7.6665,96.8779
300962.SZ,377522.7127,377522.7127,1.763,32.4353
001979.SZ,7782564.769,8339829.7582,0.6155,135.066
688472.SH,2065954.1814,5584933.7917,7.2941,37.535
603626.SH,1412168.8111,1412168.8111,6.2796,110.5095
688347.SH,6436741.5,27430269.6917,4.9182,728.3441
688283.SH,552241.2,552241.2,1.5949,106.398
002635.SZ,668055.4211,1114210.9647,8.1561,96.9765
002463.SZ,20577917.8212,20594538.573,3.8317,47.8729
603959.SH,239756.2071,239756.2071,6.2802,
688361.SH,5648271.5361,7143680.198,3.5904,12641.4273
300624.SZ,1113015.904,1256686.106,6.8274,
000839.SZ,1266103.9117,1266103.9117,3.711,144.6565
300274.SZ,21469968.9937,27994573.8583,5.1603,23.4728
301356.SZ,302173.5375,515160.0,1.9155,53.9804
600152.SH,703675.5688,703675.5688,14.8177,
300049.SZ,1302310.5696,1476975.6666,2.5554,93.9273
001360.SZ,265399.4087,431460.0,1.9507,97.2998
002049.SZ,6694174.26,6695071.0986,3.9519,40.5234
301300.SZ,157457.2058,263510.168,3.2798,30.8003
000565.SZ,361182.3193,361182.3193,5.5341,130.4308
605138.SH,446679.4788,446679.4788,2.063,25.4689
605365.SH,1290173.0913,1290173.0913,2.6317,80.8115
002434.SZ,1000537.3889,1001513.8,1.8869,49.0392
000523.SZ,449229.2922,622223.8083,2.5129,54.0478
002530.SZ,611013.4106,684915.1958,3.2449,101.7279
688219.SH,643581.6,643581.6,1.5217,32.1326
688575.SH,713092.5984,713092.5984,1.4213,228.9715
301638.SZ,695541.2706,9411764.6808,20.8537,135.0798
688186.SH,562381.1588,562381.1588,2.3892,41.0777
603226.SH,1617487.5535,1617487.5535,0.9296,
300986.SZ,941407.0563,942184.4808,7.0272,53.087
603312.SH,194919.846,612478.086,2.8908,24.6208
000430.SZ,306079.6574,668758.8173,6.8993,
601238.SH,4924926.2959,6801442.9553,0.3103,
301613.SZ,387623.7611,664546.5611,2.8196,28.2591
600929.SH,1085754.9755,1085754.9755,2.0579,166.7712
300008.SZ,1243704.0036,1304661.9954,5.6676,38.0942
600028.SH,48797524.8181,62276639.8243,0.3526,17.5175
002348.SZ,1126705.6498,1181158.4,2.6114,
300331.SZ,1177293.3354,1376210.1158,6.6651,
603389.SH,1749928.32,1749928.32,0.7408,
002825.SZ,270228.351,359636.4887,7.1419,40.1914
605018.SH,611555.5967,611555.5967,1.5607,58.875
002132.SZ,874491.5069,875965.4363,15.6075,125.58
688020.SH,1301746.2,1301746.2,4.7689,
300659.SZ,243171.867,334604.2057,4.1296,
600118.SH,11919490.4808,11919490.4808,6.7429,7021.3914
300036.SZ,652454.9322,733236.7261,2.749,151.5358
000837.SZ,1195787.761,1214474.1085,2.6824,244.4865
688699.SH,698360.1408,698360.1408,5.178,664.6162
300413.SZ,1982097.9185,3629198.3811,1.7669,34.6396
920163.BJ,73913.1416,158319.6468,1.2027,32.3135
605300.SH,488478.4918,488478.4918,0.6138,109.2447
920207.BJ,157680.5104,258146.0,5.4642,635.5435
002074.SZ,6371975.5577,6658191.2682,3.3394,28.9018
301419.SZ,339438.5214,513480.0,5.3779,78.2168
002693.SZ,444682.0869,448694.3095,5.1086,137.9245
600215.SH,310680.3584,310680.3584,2.2958,
301287.SZ,74767.6265,292681.3,2.981,49.3006
603718.SH,248559.2251,249679.5001,2.3383,
600273.SH,1052981.225,1052981.225,1.9098,12.9124
920230.BJ,56177.5724,119753.1016,6.3056,99.5835
300481.SZ,433953.1335,436615.7352,3.2734,38.4701
920765.BJ,88504.7063,145678.0491,9.923,
920030.BJ,62872.9889,99971.3817,1.2657,
603206.SH,533794.779,533794.779,1.735,112.2972
601077.SH,6142578.4743,7893115.0,0.5159,6.4076
300738.SZ,2656222.9216,2657058.8837,9.3997,153.3036
603977.SH,891482.0232,891482.0232,4.46,35.7924
600801.SH,2746455.0875,4255704.0935,0.8242,13.0963
603335.SH,314686.281,314686.281,4.0209,61.3591
603759.SH,407734.08,407734.08,1.3658,31.184
002004.SZ,903994.7659,950361.2117,1.4046,13.9007
301355.SZ,126522.3501,246213.5851,3.0291,
300244.SZ,944247.4119,1176836.278,9.87,90.9227
920786.BJ,114147.2892,168705.771,4.2711,33.1955
300896.SZ,2386764.7797,3532459.7201,1.8248,30.8369
300687.SZ,1041210.8948,1300790.9779,10.7068,
603203.SH,1610277.8942,1639411.8056,8.6308,109.949
600850.SH,1302580.589,1302580.589,2.2306,42.9017
603703.SH,586784.7177,586784.7177,3.3167,
605151.SH,302208.7826,302208.7826,1.5281,149.3756
300281.SZ,298789.0858,315030.5322,1.7789,
300677.SZ,2337378.274,3286861.3803,3.0733,49.2039
300058.SZ,6034209.0393,6229033.8288,13.3897,244.0203
002032.SZ,3845518.5499,3847269.6304,0.2052,18.2762
600059.SH,803068.8659,803068.8659,2.2801,35.6426
000932.SZ,3076821.5128,3076821.5128,0.9777,13.6973
002841.SZ,2017871.9448,2704024.2773,0.9799,24.618
688475.SH,2402662.5,2402662.5,0.5617,39.3126
300987.SZ,286577.304,286577.304,3.5961,142.0147
688138.SH,1040099.2,1040099.2,2.3463,54.3823
688018.SH,2925169.818,2925169.818,2.9165,54.1921
603920.SH,4561349.3666,4561349.3666,6.9667,84.3531
601377.SH,5198864.351,5198864.351,1.0515,16.5584
300916.SZ,345451.5803,534893.5379,4.8056,72.7221
300039.SZ,515312.539,587852.0,1.0769,22.6832
003026.SZ,462948.4832,619967.677,13.3907,124.3503
688351.SH,1240501.6,1240501.6,1.5226,199.1286
301099.SZ,570105.394,931327.684,8.2331,50.2624
300132.SZ,414086.2465,421013.4221,3.0904,24.3021
605166.SH,357851.1254,357851.1254,1.9365,36.4714
600326.SH,1246654.947,1246654.947,2.152,414.7273
001373.SZ,130737.8145,271038.46,3.7306,
920029.BJ,901006.1614,925957.4089,0.8295,16.6211
301337.SZ,124455.1108,292802.0,3.895,
300390.SZ,6488726.6918,8018406.6058,9.7478,58.6211
301100.SZ,158637.5,362600.0,1.5397,
300706.SZ,570250.66,769573.525,16.8581,
600730.SH,708680.4504,708680.4504,2.358,
301520.SZ,97595.3993,277200.0014,2.4574,113.9644
300604.SZ,10223589.8628,13251101.5906,7.9007,84.2451
920675.BJ,75699.1195,164933.112,1.9597,40.4108
301127.SZ,875373.8867,901911.9713,2.5798,42.1246
601298.SH,4874435.8,5867954.4,0.1798,11.191
601117.SH,5016567.5063,5031892.9175,1.7048,7.6725
688209.SH,1146057.4575,1146057.4575,3.9066,56.3269
000722.SZ,686490.0991,686490.0991,9.413,84.7744
300710.SZ,256555.2447,342246.632,12.9289,
300992.SZ,224839.0112,276605.9057,2.6223,
002192.SZ,2410830.8761,2415832.0087,11.3122,45.0124
688373.SH,334312.118,362238.0658,1.5465,
300736.SZ,521277.2957,534765.4743,20.8583,
688212.SH,484390.9043,484390.9043,1.9948,306.3816
002022.SZ,301366.6408,301409.492,1.347,
300236.SZ,2665724.4761,2999067.2042,5.9251,84.9156
300909.SZ,619481.0878,829751.3803,5.4799,415.5518
600622.SH,386918.8337,386918.8337,1.235,
603588.SH,2249817.293,2249817.293,2.8362,18.4977
002432.SZ,3661110.8815,3666010.0253,8.6659,15.9809
688050.SH,956572.1036,956572.1036,0.9874,36.1122
300592.SZ,510046.44,591176.4677,3.4361,25.3347
600684.SH,354186.2,459020.8274,1.5934,74.0127
920378.BJ,96568.4229,134841.042,0.5815,59.3311
002815.SZ,1253530.0686,1990686.0856,6.2313,82.5488
688068.SH,916696.1107,916696.1107,2.1437,
002862.SZ,234442.38,311976.0,2.2227,
300408.SZ,16527197.0433,16939920.2623,1.4129,58.888
600819.SH,592700.9411,774568.3589,2.8667,66.1195
300580.SZ,1284978.9314,1365815.5899,2.295,48.4952
603086.SH,310021.771,310021.771,1.2111,22.6284
300103.SZ,282115.8023,282347.289,2.967,
603982.SH,253986.0539,273116.4883,2.1523,
603022.SH,228800.0,228800.0,1.9284,38.5253
300009.SZ,1072775.5863,1456851.0174,1.5113,20.9988
603079.SH,296587.4801,296587.4801,1.7399,55.3119
300681.SZ,776855.1689,1030182.2744,5.1409,44.4404
002560.SZ,735317.1209,853650.4147,28.8119,48.9612
300299.SZ,419736.8588,420392.7518,2.1387,
002879.SZ,251211.2065,353773.1965,8.1933,26.6672
920267.BJ,54843.1847,92368.475,1.3541,
603352.SH,156722.1284,799680.0012,4.0579,38.9954
920057.BJ,69847.9022,110026.8213,1.1465,89.9494
600446.SH,1242473.0723,1242473.0723,2.4105,
300197.SZ,486296.5851,486308.8851,2.1534,
300401.SZ,728535.1783,740498.985,3.0975,28.6322
002532.SZ,6821490.2278,7688332.8463,1.3232,12.8599
002807.SZ,1105872.4139,1107626.7551,0.9888,5.381
601688.SH,13955907.9825,17241309.8313,1.9013,9.8288
300251.SZ,3885513.534,4107023.8048,2.4964,
300454.SZ,3498947.6938,5243010.9592,4.9964,90.7231
688229.SH,401820.0,401820.0,9.2724,
000056.SZ,143693.5801,188021.987,7.0661,
920145.BJ,67884.421,98558.35,2.0902,
600309.SH,25666736.8616,25666736.8616,1.1116,19.4994
300106.SZ,286777.9447,286777.9447,8.08,
600271.SH,1530482.711,1530482.711,1.2491,
600095.SH,2610438.4094,2610438.4094,2.4154,59.4554
301083.SZ,147163.4473,305752.8006,2.5095,99.913
603075.SH,101875.313,994133.2842,3.8152,30.513
002033.SZ,497829.044,497838.5842,3.022,20.2664
688195.SH,4747145.0,4747145.0,5.8495,659.1778
002856.SZ,212124.4064,231655.5273,2.1145,
002600.SZ,11807515.8687,11985445.8352,8.3835,56.6906
600754.SH,2051283.7586,2414099.6772,1.7066,23.5217
002789.SZ,229233.0168,233848.448,1.4905,
688072.SH,13936765.4916,13936765.4916,1.851,84.7602
300240.SZ,241992.8642,247460.9247,1.7144,1135.0864
301683.SZ,186937.0776,827077.3056,22.3917,39.1447
301329.SZ,159151.32,451881.0,7.0675,59.1697
300405.SZ,159741.0521,207592.0498,4.7133,
002393.SZ,477345.736,491253.1019,1.1648,11.8979
920826.BJ,63973.8604,143888.1935,4.8511,29.8604
300724.SZ,2628559.2061,3181995.7668,6.1716,14.6012
001288.SZ,438278.3091,677632.3226,4.6561,32.5335
603214.SH,226512.9589,226512.9589,1.7731,27.184
688677.SH,1702253.4,1702253.4,4.3504,99.3989
688356.SH,551921.37,551921.37,1.1839,76.4068
002637.SZ,591510.0431,597879.671,5.68,29.7677
601005.SH,1147281.8462,1221543.3998,0.9044,
920171.BJ,145544.021,215701.9217,5.8958,209.7533
688443.SH,350973.44,1102973.44,3.0007,
301390.SZ,184892.7424,226140.0,2.1067,
002910.SZ,192102.5699,219590.6867,3.1113,
603357.SH,415362.5505,415388.2306,0.6836,13.8377
688233.SH,1637149.0402,1637149.0402,7.6152,165.5163
600563.SH,2944575.0,2944575.0,3.5706,24.6279
688016.SH,1281802.7547,1281802.7547,1.7368,21.7797
603630.SH,352895.5769,352895.5769,1.7946,
300709.SZ,687569.7561,857069.1927,6.4437,448.8722
600981.SH,612184.2614,612184.2614,0.8601,
300888.SZ,1814523.0742,1822692.299,0.5338,23.6439
600176.SH,15059800.3707,15059800.3707,3.8866,39.4009
600637.SH,3267766.6221,3267766.6221,2.3469,58.5326
300857.SZ,13884947.9773,13957043.096,5.3511,79.9588
600032.SH,2575407.272,2575407.272,3.9035,57.1805
300138.SZ,456467.0326,553632.7066,2.7966,15.5466
300868.SZ,751988.9578,1191361.072,4.9964,
688078.SH,193385.129,193385.129,1.3505,
920017.BJ,218488.6239,220828.3033,1.048,20.1114
920627.BJ,92698.65,187011.0,3.7953,62.2017
301395.SZ,190994.157,364275.657,2.7279,
002230.SZ,10438547.5936,11453116.6819,2.8013,132.7254
300984.SZ,601631.6607,838541.9978,3.5981,165.9243
002387.SZ,1155030.062,1156547.1236,2.5641,
603918.SH,478290.8591,478290.8591,3.0762,
001229.SZ,191858.4913,373128.363,2.5477,63.3128
002540.SZ,495182.0745,721910.0147,1.3304,19.4326
600186.SH,1885751.7587,1889573.9316,14.8665,53.742
300737.SZ,699758.1486,875767.5482,4.1452,
300275.SZ,290192.2933,329257.4177,2.6813,84.4514
920608.BJ,79705.8219,102882.72,1.0315,30.3172
301630.SZ,262300.0,1049200.0,17.1996,75.3735
301500.SZ,432440.1053,1686979.913,12.3837,24.5337
300598.SZ,840568.7781,840804.2464,3.6633,
600577.SH,2929792.5436,2929792.5436,2.8845,47.9894
688798.SH,998798.7599,1715360.5037,4.5767,56.4278
920260.BJ,94746.2357,99304.45,0.6577,30.637
601003.SH,1086624.3168,1116910.0309,0.829,25.7275
601001.SH,2845290.0,2845290.0,0.6677,17.1629
300832.SZ,3308361.1197,3805236.0758,0.8497,23.4207
600400.SH,657623.7215,657623.7215,2.8946,
688213.SH,3429200.4456,4264451.815,8.3611,40.7481
301393.SZ,242312.9801,621540.0,4.5913,54.8596
600111.SH,19257455.7403,19257455.7403,4.1649,70.3241
688410.SH,531815.435,531815.435,1.803,32.5557
300621.SZ,180655.8796,185586.5764,2.5495,
300919.SZ,5338098.6165,6097185.0693,1.9651,33.5934
301125.SZ,300079.471,338517.913,2.812,
600776.SH,1655792.1108,2175392.1108,4.5434,47.5664
600231.SH,589967.7432,597389.1832,0.6129,
301102.SZ,441728.0,441728.0,0.8233,
600155.SH,1383464.0481,1383464.0481,1.2118,54.7475
600110.SH,1809793.7121,1809793.7121,8.2119,
300266.SZ,326138.6339,326299.5359,1.9401,
000705.SZ,217677.2703,257943.1768,2.1979,
603439.SH,484204.419,490307.329,1.9488,100.6399
300204.SZ,1254057.5407,1321041.1146,4.6717,
300328.SZ,1203011.4613,1208931.7236,5.5505,
