id,concept_name,ts_code,name
TS43,陶瓷电容,000636.SZ,风华高科
TS43,陶瓷电容,000733.SZ,振华科技
TS43,陶瓷电容,300285.SZ,国瓷材料
TS43,陶瓷电容,300408.SZ,三环集团
TS43,陶瓷电容,300726.SZ,宏达电子
TS43,陶瓷电容,603678.SH,火炬电子
