id,concept_name,ts_code,name
TS138,西气东输,000593.SZ,大通燃气
TS138,西气东输,000778.SZ,新兴铸管
TS138,西气东输,000932.SZ,华菱钢铁
TS138,西气东输,002210.SZ,*ST飞马
TS138,西气东输,002221.SZ,东华能源
TS138,西气东输,002267.SZ,陕天然气
TS138,西气东输,002318.SZ,久立特材
TS138,西气东输,002443.SZ,金洲管道
TS138,西气东输,002478.SZ,常宝股份
TS138,西气东输,002633.SZ,申科股份
TS138,西气东输,600019.SH,宝钢股份
TS138,西气东输,600256.SH,广汇能源
TS138,西气东输,600333.SH,长春燃气
TS138,西气东输,600480.SH,凌云股份
TS138,西气东输,600635.SH,大众公用
TS138,西气东输,600642.SH,申能股份
TS138,西气东输,601028.SH,玉龙股份
TS138,西气东输,601139.SH,深圳燃气
TS138,西气东输,601857.SH,中国石油
