id,concept_name,ts_code,name
TS131,语音技术,002230.SZ,科大讯飞
TS131,语音技术,002241.SZ,歌尔股份
TS131,语音技术,002655.SZ,共达电声
TS131,语音技术,002990.SZ,盛视科技
TS131,语音技术,300007.SZ,汉威科技
TS131,语音技术,600355.SH,精伦电子
