id,concept_name,ts_code,name
TS133,证金持股,000046.SZ,泛海控股
TS133,证金持股,000069.SZ,华侨城A
TS133,证金持股,000338.SZ,潍柴动力
TS133,证金持股,000400.SZ,许继电气
TS133,证金持股,000425.SZ,徐工机械
TS133,证金持股,000539.SZ,粤电力A
TS133,证金持股,000540.SZ,中天金融
TS133,证金持股,000543.SZ,皖能电力
TS133,证金持股,000550.SZ,江铃汽车
TS133,证金持股,000568.SZ,泸州老窖
TS133,证金持股,000600.SZ,建投能源
TS133,证金持股,000623.SZ,吉林敖东
TS133,证金持股,000686.SZ,东北证券
TS133,证金持股,000719.SZ,中原传媒
TS133,证金持股,000726.SZ,鲁泰A
TS133,证金持股,000751.SZ,锌业股份
TS133,证金持股,000788.SZ,北大医药
TS133,证金持股,000852.SZ,石化机械
TS133,证金持股,000869.SZ,张裕A
TS133,证金持股,000876.SZ,新希望
TS133,证金持股,000983.SZ,山西焦煤
TS133,证金持股,000999.SZ,华润三九
TS133,证金持股,300002.SZ,神州泰岳
TS133,证金持股,600009.SH,上海机场
TS133,证金持股,600028.SH,中国石化
TS133,证金持股,600030.SH,中信证券
TS133,证金持股,600058.SH,五矿发展
TS133,证金持股,600060.SH,海信视像
TS133,证金持股,600068.SH,葛洲坝
TS133,证金持股,600089.SH,特变电工
TS133,证金持股,600108.SH,亚盛集团
TS133,证金持股,600118.SH,中国卫星
TS133,证金持股,600120.SH,浙江东方
TS133,证金持股,600121.SH,郑州煤电
TS133,证金持股,600127.SH,金健米业
TS133,证金持股,600153.SH,建发股份
TS133,证金持股,600200.SH,江苏吴中
TS133,证金持股,600201.SH,生物股份
TS133,证金持股,600219.SH,南山铝业
TS133,证金持股,600251.SH,冠农股份
TS133,证金持股,600266.SH,城建发展
TS133,证金持股,600271.SH,航天信息
TS133,证金持股,600289.SH,*ST信通
TS133,证金持股,600309.SH,万华化学
TS133,证金持股,600335.SH,国机汽车
TS133,证金持股,600359.SH,新农开发
TS133,证金持股,600362.SH,江西铜业
TS133,证金持股,600373.SH,中文传媒
TS133,证金持股,600376.SH,首开股份
TS133,证金持股,600403.SH,大有能源
TS133,证金持股,600406.SH,国电南瑞
TS133,证金持股,600415.SH,小商品城
TS133,证金持股,600466.SH,蓝光发展
TS133,证金持股,600482.SH,中国动力
TS133,证金持股,600485.SH,*ST信威
TS133,证金持股,600488.SH,天药股份
TS133,证金持股,600489.SH,中金黄金
TS133,证金持股,600500.SH,中化国际
TS133,证金持股,600518.SH,ST康美
TS133,证金持股,600522.SH,中天科技
TS133,证金持股,600535.SH,天士力
TS133,证金持股,600546.SH,山煤国际
TS133,证金持股,600547.SH,山东黄金
TS133,证金持股,600583.SH,海油工程
TS133,证金持股,600594.SH,益佰制药
TS133,证金持股,600597.SH,光明乳业
TS133,证金持股,600598.SH,北大荒
TS133,证金持股,600600.SH,青岛啤酒
TS133,证金持股,600639.SH,浦东金桥
TS133,证金持股,600649.SH,城投控股
TS133,证金持股,600651.SH,*ST飞乐
TS133,证金持股,600663.SH,陆家嘴
TS133,证金持股,600688.SH,上海石化
TS133,证金持股,600737.SH,中粮糖业
TS133,证金持股,600741.SH,华域汽车
TS133,证金持股,600770.SH,综艺股份
TS133,证金持股,600776.SH,东方通信
TS133,证金持股,600780.SH,通宝能源
TS133,证金持股,600795.SH,国电电力
TS133,证金持股,600804.SH,鹏博士
TS133,证金持股,600805.SH,悦达投资
TS133,证金持股,600816.SH,*ST安信
TS133,证金持股,600820.SH,隧道股份
TS133,证金持股,600825.SH,新华传媒
TS133,证金持股,600839.SH,四川长虹
TS133,证金持股,600863.SH,内蒙华电
TS133,证金持股,600873.SH,梅花生物
TS133,证金持股,600875.SH,东方电气
TS133,证金持股,600880.SH,博瑞传播
TS133,证金持股,600895.SH,张江高科
TS133,证金持股,600977.SH,中国电影
TS133,证金持股,600978.SH,*ST宜生
TS133,证金持股,600983.SH,惠而浦
TS133,证金持股,601018.SH,宁波港
TS133,证金持股,601088.SH,中国神华
TS133,证金持股,601106.SH,中国一重
TS133,证金持股,601158.SH,重庆水务
TS133,证金持股,601179.SH,中国西电
TS133,证金持股,601186.SH,中国铁建
TS133,证金持股,601198.SH,东兴证券
TS133,证金持股,601226.SH,华电重工
TS133,证金持股,601390.SH,中国中铁
TS133,证金持股,601611.SH,中国核建
TS133,证金持股,601628.SH,中国人寿
TS133,证金持股,601633.SH,长城汽车
TS133,证金持股,601668.SH,中国建筑
TS133,证金持股,601669.SH,中国电建
TS133,证金持股,601699.SH,潞安环能
TS133,证金持股,601777.SH,*ST力帆
TS133,证金持股,601808.SH,中海油服
TS133,证金持股,601881.SH,中国银河
TS133,证金持股,601888.SH,中国中免
TS133,证金持股,601898.SH,中煤能源
TS133,证金持股,601899.SH,紫金矿业
TS133,证金持股,601919.SH,中远海控
TS133,证金持股,601928.SH,凤凰传媒
TS133,证金持股,601939.SH,建设银行
TS133,证金持股,601958.SH,金钼股份
TS133,证金持股,601988.SH,中国银行
TS133,证金持股,601998.SH,中信银行
