id,concept_name,ts_code,name
TS99,通用航空,000099.SZ,中信海直
TS99,通用航空,000571.SZ,*ST大洲
TS99,通用航空,001696.SZ,宗申动力
TS99,通用航空,002023.SZ,海特高新
TS99,通用航空,002085.SZ,万丰奥威
TS99,通用航空,002097.SZ,山河智能
TS99,通用航空,002111.SZ,威海广泰
TS99,通用航空,002253.SZ,川大智胜
TS99,通用航空,002520.SZ,日发精机
TS99,通用航空,002542.SZ,中化岩土
TS99,通用航空,002651.SZ,利君股份
TS99,通用航空,300135.SZ,宝利国际
TS99,通用航空,300159.SZ,新研股份
TS99,通用航空,300185.SZ,通裕重工
TS99,通用航空,300324.SZ,旋极信息
TS99,通用航空,300397.SZ,天和防务
TS99,通用航空,300424.SZ,航新科技
TS99,通用航空,300542.SZ,新晨科技
TS99,通用航空,300581.SZ,晨曦航空
TS99,通用航空,300719.SZ,安达维尔
TS99,通用航空,600038.SH,中直股份
TS99,通用航空,600115.SH,东方航空
TS99,通用航空,600219.SH,南山铝业
TS99,通用航空,600316.SH,洪都航空
TS99,通用航空,600340.SH,华夏幸福
TS99,通用航空,600523.SH,贵航股份
TS99,通用航空,600561.SH,江西长运
TS99,通用航空,600862.SH,中航高科
TS99,通用航空,600990.SH,四创电子
TS99,通用航空,603308.SH,应流股份
TS99,通用航空,603766.SH,隆鑫通用
