ts_code,trade_date,pre_close,open,high,low,close,change,pct_chg,vol,amount
560210.SH,20260515,0.889,0.889,0.889,0.875,0.879,-0.01,-1.1249,134719.0,11860.565
560210.SH,20260514,0.885,0.888,0.897,0.881,0.889,0.004,0.452,147336.0,13104.699
560210.SH,20260513,0.893,0.895,0.895,0.883,0.885,-0.008,-0.8959,217897.0,19268.142
560210.SH,20260512,0.913,0.913,0.913,0.888,0.893,-0.02,-2.1906,278405.0,24922.108
560210.SH,20260511,0.903,0.903,0.917,0.901,0.913,0.01,1.1074,178393.0,16253.522
560210.SH,20260508,0.91,0.91,0.915,0.903,0.903,-0.007,-0.7692,154110.0,13960.644
560210.SH,20260507,0.919,0.919,0.921,0.906,0.91,-0.009,-0.9793,166796.0,15187.208
560210.SH,20260506,0.919,0.916,0.92,0.913,0.919,0.0,0.0,170271.0,15592.417
560210.SH,20260430,0.911,0.911,0.924,0.907,0.919,0.008,0.8782,160746.0,14768.759
560210.SH,20260429,0.894,0.895,0.92,0.893,0.911,0.017,1.9016,272835.0,24878.559
560210.SH,20260428,0.887,0.89,0.895,0.883,0.894,0.007,0.7892,205086.0,18242.799
560210.SH,20260427,0.894,0.893,0.9,0.882,0.887,-0.007,-0.783,310858.0,27516.294
560210.SH,20260424,0.903,0.905,0.905,0.89,0.894,-0.009,-0.9967,196438.0,17568.425
560210.SH,20260423,0.917,0.913,0.915,0.898,0.903,-0.014,-1.5267,188990.0,17107.861
560210.SH,20260422,0.926,0.925,0.933,0.915,0.917,-0.009,-0.9719,164822.0,15227.591
560210.SH,20260421,0.927,0.927,0.93,0.92,0.926,-0.001,-0.1079,90404.0,8350.633
560210.SH,20260420,0.928,0.929,0.933,0.922,0.927,-0.001,-0.1078,135975.0,12573.186
560210.SH,20260417,0.939,0.938,0.938,0.924,0.928,-0.011,-1.1715,135147.0,12532.258
560210.SH,20260416,0.939,0.939,0.941,0.93,0.939,0.0,0.0,97411.0,9120.19
560210.SH,20260415,0.934,0.935,0.939,0.927,0.939,0.005,0.5353,133841.0,12488.338
560210.SH,20260414,0.915,0.917,0.937,0.91,0.934,0.019,2.0765,213019.0,19746.316
560210.SH,20260413,0.909,0.903,0.921,0.903,0.915,0.006,0.6601,108678.0,9926.295
560210.SH,20260410,0.912,0.911,0.914,0.906,0.909,-0.003,-0.3289,104792.0,9525.148
560210.SH,20260409,0.923,0.913,0.923,0.909,0.912,-0.011,-1.1918,99713.0,9105.719
560210.SH,20260408,0.914,0.906,0.923,0.906,0.923,0.009,0.9847,108380.0,9964.971
560210.SH,20260407,0.895,0.893,0.924,0.888,0.914,0.019,2.1229,211041.0,19211.261
560210.SH,20260403,0.92,0.921,0.921,0.893,0.895,-0.025,-2.7174,197784.0,17775.303
560210.SH,20260402,0.906,0.906,0.933,0.906,0.92,0.014,1.5453,282876.0,26087.217
560210.SH,20260401,0.903,0.908,0.911,0.898,0.906,0.003,0.3322,89447.0,8071.368
560210.SH,20260331,0.923,0.923,0.925,0.9,0.903,-0.02,-2.1668,225590.0,20486.387
560210.SH,20260330,0.923,0.923,0.933,0.917,0.923,0.0,0.0,123919.0,11459.182
560210.SH,20260327,0.906,0.903,0.925,0.9,0.923,0.017,1.8764,143969.0,13239.515
560210.SH,20260326,0.916,0.916,0.921,0.902,0.906,-0.01,-1.0917,144746.0,13139.888
560210.SH,20260325,0.901,0.901,0.918,0.899,0.916,0.015,1.6648,130084.0,11863.88
560210.SH,20260324,0.897,0.906,0.909,0.883,0.901,0.004,0.4459,178268.0,15926.443
560210.SH,20260323,0.951,0.938,0.94,0.888,0.897,-0.054,-5.6782,308335.0,28153.151
560210.SH,20260320,0.964,0.96,0.975,0.949,0.951,-0.013,-1.3485,354681.0,34062.326
