id,concept_name,ts_code,name
TS100,通信基站,000807.SZ,云铝股份
TS100,通信基站,002115.SZ,三维通信
TS100,通信基站,002194.SZ,武汉凡谷
TS100,通信基站,002545.SZ,东方铁塔
TS100,通信基站,002792.SZ,通宇通讯
TS100,通信基站,002796.SZ,世嘉科技
TS100,通信基站,002837.SZ,英维克
TS100,通信基站,002913.SZ,奥士康
TS100,通信基站,002916.SZ,深南电路
TS100,通信基站,002976.SZ,瑞玛工业
TS100,通信基站,300038.SZ,ST数知
TS100,通信基站,300050.SZ,世纪鼎利
TS100,通信基站,300310.SZ,宜通世纪
TS100,通信基站,600050.SH,中国联通
TS100,通信基站,600775.SH,南京熊猫
TS100,通信基站,603118.SH,共进股份
TS100,通信基站,603602.SH,纵横通信
