ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920351.BJ,20250102,10.14,10.68,10.14,10.39,10.3,0.09,0.8738,19496.43,20343.192
920351.BJ,20250103,10.33,10.94,10.19,10.79,10.39,0.4,3.8499,33532.83,35671.976
920351.BJ,20250106,10.76,11.21,10.53,11.17,10.79,0.38,3.5218,32771.82,35793.918
920351.BJ,20250107,11.22,12.52,11.01,11.79,11.17,0.62,5.5506,51294.88,60341.671
920351.BJ,20250108,11.38,12.35,11.2,11.91,11.79,0.12,1.0178,43328.68,50925.774
920351.BJ,20250109,11.87,12.07,11.54,11.9,11.91,-0.01,-0.084,32112.03,38069.124
920351.BJ,20250110,11.79,11.92,10.91,10.91,11.9,-0.99,-8.3193,26072.97,29844.291
920351.BJ,20250113,10.6,10.9,10.36,10.43,10.91,-0.48,-4.3996,13456.57,14226.664
920351.BJ,20250114,10.53,11.54,10.53,11.43,10.43,1.0,9.5877,31072.93,34568.301
920351.BJ,20250115,11.54,12.35,11.33,11.7,11.43,0.27,2.3622,38642.19,46014.002
920351.BJ,20250116,11.7,12.48,11.7,12.06,11.7,0.36,3.0769,32716.81,39474.457
920351.BJ,20250117,11.89,12.06,11.74,11.86,12.06,-0.2,-1.6584,16721.69,19869.631
920351.BJ,20250120,11.97,12.29,11.68,11.74,11.86,-0.12,-1.0118,13308.07,15898.941
920351.BJ,20250121,12.33,12.35,11.75,11.92,11.74,0.18,1.5332,25481.39,30696.465
920351.BJ,20250122,11.7,11.88,11.25,11.37,11.92,-0.55,-4.6141,15742.19,18041.435
920351.BJ,20250123,11.51,11.86,11.22,11.25,11.37,-0.12,-1.0554,13921.15,16040.349
920351.BJ,20250124,11.2,11.33,10.83,11.09,11.25,-0.16,-1.4222,13782.6,15367.068
920351.BJ,20250127,11.15,11.29,10.85,10.85,11.09,-0.24,-2.1641,7597.28,8371.073
920351.BJ,20250205,10.95,10.95,10.52,10.58,10.85,-0.27,-2.4885,10605.94,11305.324
920351.BJ,20250206,10.67,11.16,10.41,11.15,10.58,0.57,5.3875,18193.1,19751.613
920351.BJ,20250207,11.25,11.8,11.19,11.76,11.15,0.61,5.4709,32729.86,37795.872
920351.BJ,20250210,11.71,12.26,11.7,12.15,11.76,0.39,3.3163,29318.72,35105.997
920351.BJ,20250211,12.26,12.6,11.88,12.4,12.15,0.25,2.0576,34402.43,42330.299
920351.BJ,20250212,12.4,12.72,12.16,12.68,12.4,0.28,2.2581,28435.09,35557.541
