ts_code,trade_date,pre_close,open,high,low,close,change,pct_chg,vol,amount
560570.SH,20260515,1.003,1.003,1.004,0.996,0.998,-0.005,-0.4985,211476.0,21158.633
560570.SH,20260514,1.009,1.01,1.01,1.003,1.003,-0.006,-0.5946,100124.0,10080.833
560570.SH,20260513,1.011,1.011,1.014,1.005,1.009,-0.002,-0.1978,300004.0,30260.543
560570.SH,20260512,1.013,1.013,1.015,1.009,1.011,-0.002,-0.1974,270719.0,27390.7
560570.SH,20260511,1.009,1.009,1.014,1.006,1.013,0.004,0.3964,327248.0,33039.288
560570.SH,20260508,1.009,1.009,1.013,1.006,1.009,0.0,0.0,297841.0,30016.312
560570.SH,20260507,1.016,1.014,1.015,1.007,1.009,-0.007,-0.689,311551.0,31447.614
560570.SH,20260506,1.02,1.018,1.018,1.01,1.016,-0.004,-0.3922,330783.0,33481.635
560570.SH,20260430,1.027,1.024,1.027,1.018,1.02,-0.007,-0.6816,345187.0,35240.916
560570.SH,20260429,1.023,1.023,1.029,1.021,1.027,0.004,0.391,216717.0,22208.9
560570.SH,20260428,1.017,1.015,1.024,1.014,1.023,0.006,0.59,267846.0,27286.063
560570.SH,20260427,1.022,1.022,1.023,1.014,1.017,-0.005,-0.4892,354962.0,36110.862
560570.SH,20260424,1.021,1.021,1.023,1.017,1.022,0.001,0.0979,253742.0,25861.214
560570.SH,20260423,1.016,1.017,1.024,1.012,1.021,0.005,0.4921,261089.0,26597.0
560570.SH,20260422,1.018,1.018,1.019,1.014,1.016,-0.002,-0.1965,246731.0,25074.782
560570.SH,20260421,1.014,1.015,1.02,1.012,1.018,0.004,0.3945,589864.0,60063.565
560570.SH,20260420,1.011,1.012,1.015,1.008,1.014,0.003,0.2967,635899.0,64364.536
560570.SH,20260417,1.018,1.018,1.018,1.01,1.011,-0.007,-0.6876,569053.0,57620.783
560570.SH,20260416,1.018,1.017,1.02,1.015,1.018,0.0,0.0,383720.0,38977.813
