id,concept_name,ts_code,name
TS149,虹膜识别,002177.SZ,御银股份
TS149,虹膜识别,002362.SZ,汉王科技
TS149,虹膜识别,002456.SZ,欧菲光
TS149,虹膜识别,002535.SZ,*ST林重
TS149,虹膜识别,300248.SZ,新开普
TS149,虹膜识别,300306.SZ,远方信息
TS149,虹膜识别,300322.SZ,硕贝德
TS149,虹膜识别,300386.SZ,飞天诚信
TS149,虹膜识别,600363.SH,联创光电
