id,concept_name,ts_code,name
TS64,铟,000060.SZ,中金岭南
TS64,铟,000751.SZ,锌业股份
TS64,铟,000960.SZ,锡业股份
TS64,铟,002114.SZ,罗平锌电
TS64,铟,600331.SH,宏达股份
TS64,铟,600338.SH,西藏珠峰
TS64,铟,600961.SH,株冶集团
TS64,铟,603588.SH,高能环境
