id,concept_name,ts_code,name
TS67,铜,000060.SZ,中金岭南
TS67,铜,000630.SZ,铜陵有色
TS67,铜,000758.SZ,中色股份
TS67,铜,000878.SZ,云南铜业
TS67,铜,000923.SZ,河钢资源
TS67,铜,002203.SZ,海亮股份
TS67,铜,002237.SZ,恒邦股份
TS67,铜,002295.SZ,精艺股份
TS67,铜,300618.SZ,寒锐钴业
TS67,铜,300697.SZ,电工合金
TS67,铜,600255.SH,*ST鑫科
TS67,铜,600362.SH,江西铜业
TS67,铜,600489.SH,中金黄金
TS67,铜,600490.SH,鹏欣资源
TS67,铜,600711.SH,盛屯矿业
TS67,铜,600973.SH,宝胜股份
TS67,铜,600988.SH,赤峰黄金
TS67,铜,601020.SH,华钰矿业
TS67,铜,601137.SH,博威合金
TS67,铜,601168.SH,西部矿业
TS67,铜,601212.SH,白银有色
TS67,铜,601899.SH,紫金矿业
TS67,铜,603979.SH,金诚信
TS67,铜,603993.SH,洛阳钼业
