ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920177.BJ,20260416,40.0,41.01,36.54,36.58,21.8,14.78,67.7982,106243.16,407731.461
920177.BJ,20260417,35.99,43.07,35.86,40.0,36.58,3.42,9.3494,86008.3,328740.722
920177.BJ,20260420,37.91,39.8,37.0,38.35,40.0,-1.65,-4.125,61653.15,236160.528
920177.BJ,20260421,37.45,38.12,36.16,37.23,38.35,-1.12,-2.9205,37069.06,136493.205
920177.BJ,20260422,36.68,38.38,36.6,37.53,37.23,0.3,0.8058,32259.18,121068.596
920177.BJ,20260423,37.01,37.48,34.34,34.55,37.53,-2.98,-7.9403,36379.66,129211.202
920177.BJ,20260424,34.1,34.64,33.51,33.51,34.55,-1.04,-3.0101,20591.75,69720.375
920177.BJ,20260427,33.59,33.6,32.56,33.07,33.51,-0.44,-1.313,15006.83,49394.366
920177.BJ,20260428,33.01,33.8,32.34,32.42,33.07,-0.65,-1.9655,11416.84,37621.708
920177.BJ,20260429,32.41,33.38,32.22,32.85,32.42,0.43,1.3263,13917.37,45847.658
920177.BJ,20260430,32.8,35.79,32.8,34.41,32.85,1.56,4.7489,32831.52,114029.926
920177.BJ,20260506,34.09,35.17,33.52,34.33,34.41,-0.08,-0.2325,26046.24,89011.523
920177.BJ,20260507,34.36,36.06,33.7,35.1,34.33,0.77,2.2429,26446.01,92168.978
920177.BJ,20260508,34.5,37.68,34.12,36.68,35.1,1.58,4.5014,40367.73,147039.039
920177.BJ,20260511,35.9,38.16,35.9,37.8,36.68,1.12,3.0534,37974.61,140711.851
920177.BJ,20260512,37.82,39.58,36.38,37.73,37.8,-0.07,-0.1852,32656.44,123884.411
920177.BJ,20260513,37.0,37.0,35.86,36.12,37.73,-1.61,-4.2672,26868.8,97192.973
920177.BJ,20260514,35.88,36.79,34.27,34.27,36.12,-1.85,-5.1218,21797.12,77811.102
920177.BJ,20260515,34.27,42.3,34.11,38.35,34.27,4.08,11.9055,44393.65,167657.305
920177.BJ,20260518,37.96,41.16,37.6,40.77,38.35,2.42,6.3103,36754.06,143975.629
920177.BJ,20260519,40.78,40.79,38.39,38.99,40.77,-1.78,-4.366,29256.96,114933.542
920177.BJ,20260520,39.3,40.3,38.07,38.9,38.99,-0.09,-0.2308,19453.61,75847.64
920177.BJ,20260521,38.59,38.9,35.57,35.57,38.9,-3.33,-8.5604,32291.19,119960.08
