id,concept_name,ts_code,name
TS126,负极材料,000009.SZ,中国宝安
TS126,负极材料,000068.SZ,华控赛格
TS126,负极材料,000636.SZ,风华高科
TS126,负极材料,002097.SZ,山河智能
TS126,负极材料,002684.SZ,ST猛狮
TS126,负极材料,300035.SZ,中科电气
TS126,负极材料,300077.SZ,国民技术
TS126,负极材料,300080.SZ,易成新能
TS126,负极材料,600500.SH,中化国际
TS126,负极材料,601011.SH,宝泰隆
TS126,负极材料,603659.SH,璞泰来
TS126,负极材料,605376.SH,博迁新材
