ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920433.BJ,20250102,6.13,6.19,5.92,6.01,6.11,-0.1,-1.6367,32430.64,19713.014
920433.BJ,20250103,6.11,6.23,5.97,6.02,6.01,0.01,0.1664,56496.63,34576.406
920433.BJ,20250106,6.3,7.2,6.2,7.16,6.02,1.14,18.9369,218779.82,147898.635
920433.BJ,20250107,6.8,7.0,6.52,6.78,7.16,-0.38,-5.3073,133035.4,89403.556
920433.BJ,20250108,6.73,7.28,6.64,6.72,6.78,-0.06,-0.885,135341.38,94043.431
920433.BJ,20250109,6.6,6.89,6.45,6.79,6.72,0.07,1.0417,99343.36,65880.531
920433.BJ,20250110,6.66,6.75,6.22,6.27,6.79,-0.52,-7.6583,85605.09,55557.278
920433.BJ,20250113,6.16,6.26,6.0,6.04,6.27,-0.23,-3.6683,40563.55,24678.042
920433.BJ,20250114,5.98,6.48,5.98,6.45,6.04,0.41,6.7881,78028.67,49044.667
920433.BJ,20250115,6.43,6.64,6.36,6.54,6.45,0.09,1.3953,77730.64,50500.112
920433.BJ,20250116,6.55,6.7,6.45,6.53,6.54,-0.01,-0.1529,48520.39,31883.754
920433.BJ,20250117,6.48,6.53,6.36,6.39,6.53,-0.14,-2.144,39213.98,25180.313
920433.BJ,20250120,6.45,6.47,6.22,6.28,6.39,-0.11,-1.7214,33191.59,21162.994
920433.BJ,20250121,6.33,6.34,6.12,6.19,6.28,-0.09,-1.4331,26811.67,16589.24
920433.BJ,20250122,6.21,6.21,6.03,6.08,6.19,-0.11,-1.7771,25276.32,15355.694
920433.BJ,20250123,6.14,6.28,6.08,6.08,6.08,0.0,0.0,25859.85,15966.155
920433.BJ,20250124,6.1,6.12,6.01,6.08,6.08,0.0,0.0,23893.52,14497.003
920433.BJ,20250127,6.13,6.26,6.09,6.11,6.08,0.03,0.4934,23493.41,14420.696
920433.BJ,20250205,6.17,6.19,6.09,6.13,6.11,0.02,0.3273,20098.81,12336.608
920433.BJ,20250206,6.15,6.38,6.08,6.34,6.13,0.21,3.4258,46356.17,28883.495
920433.BJ,20250207,6.3,6.66,6.29,6.53,6.34,0.19,2.9968,77963.98,50768.22
920433.BJ,20250210,6.62,6.93,6.5,6.8,6.53,0.27,4.1348,95220.73,64408.69
920433.BJ,20250211,6.77,6.91,6.6,6.81,6.8,0.01,0.1471,83641.75,56548.511
920433.BJ,20250212,6.84,6.92,6.7,6.85,6.81,0.04,0.5874,69350.39,47358.749
920433.BJ,20250213,6.89,6.95,6.57,6.61,6.85,-0.24,-3.5036,65423.15,44339.331
920433.BJ,20250214,6.6,6.86,6.57,6.79,6.61,0.18,2.7231,78801.2,53256.716
920433.BJ,20250217,6.77,7.18,6.74,6.85,6.79,0.06,0.8837,80531.94,55559.567
920433.BJ,20250218,6.77,6.82,6.51,6.52,6.85,-0.33,-4.8175,50946.78,33973.269
920433.BJ,20250219,6.53,6.77,6.48,6.67,6.52,0.15,2.3006,48997.11,32235.775
920433.BJ,20250220,6.67,6.8,6.62,6.75,6.67,0.08,1.1994,51745.69,34805.029
920433.BJ,20250221,6.7,6.75,6.6,6.7,6.75,-0.05,-0.7407,61853.93,41293.986
920433.BJ,20250224,6.7,6.82,6.65,6.8,6.7,0.1,1.4925,55209.74,37283.407
920433.BJ,20250225,6.67,6.7,6.5,6.56,6.8,-0.24,-3.5294,55834.25,36938.996
920433.BJ,20250226,6.59,6.7,6.59,6.68,6.56,0.12,1.8293,39141.44,26046.62
920433.BJ,20250227,6.72,6.82,6.66,6.81,6.68,0.13,1.9461,78853.96,53267.904
920433.BJ,20250228,6.85,7.08,6.66,6.67,6.81,-0.14,-2.0558,98410.91,67673.022
920433.BJ,20250303,6.79,7.03,6.7,6.93,6.67,0.26,3.8981,99820.75,68694.058
920433.BJ,20250304,6.82,7.18,6.82,7.18,6.93,0.25,3.6075,114781.48,80952.787
920433.BJ,20250305,7.18,7.28,6.94,7.25,7.18,0.07,0.9749,110972.41,79254.12
920433.BJ,20250306,7.2,7.29,7.0,7.06,7.25,-0.19,-2.6207,99732.89,70801.083
920433.BJ,20250307,7.09,7.2,6.93,7.03,7.06,-0.03,-0.4249,68808.94,48709.084
920433.BJ,20250310,7.06,7.24,7.02,7.12,7.03,0.09,1.2802,64800.5,46098.675
920433.BJ,20250311,7.0,7.15,6.96,7.08,7.12,-0.04,-0.5618,51214.03,36101.503
920433.BJ,20250312,7.09,7.24,7.04,7.15,7.08,0.07,0.9887,86071.33,61595.323
920433.BJ,20250313,7.18,7.34,7.03,7.31,7.15,0.16,2.2378,109908.31,79301.522
920433.BJ,20250314,7.35,8.0,7.34,7.95,7.31,0.64,8.7551,200172.09,153700.92
920433.BJ,20250317,7.8,7.99,7.58,7.85,7.95,-0.1,-1.2579,157369.29,122818.514
920433.BJ,20250318,7.92,8.18,7.73,7.86,7.85,0.01,0.1274,110986.26,87459.825
920433.BJ,20250319,7.76,7.78,7.34,7.36,7.86,-0.5,-6.3613,107296.25,81185.008
920433.BJ,20250320,7.32,7.93,7.18,7.88,7.36,0.52,7.0652,190315.6,144026.38
920433.BJ,20250321,8.84,9.46,7.81,7.84,7.88,-0.04,-0.5076,350325.31,305301.4
920433.BJ,20250324,7.09,7.54,7.08,7.41,7.84,-0.43,-5.4847,189516.21,138357.64
920433.BJ,20250325,7.25,7.57,7.18,7.52,7.41,0.11,1.4845,146586.71,108452.979
920433.BJ,20250326,7.43,7.69,7.38,7.54,7.52,0.02,0.266,113351.89,85389.526
920433.BJ,20250327,7.61,8.4,7.37,8.19,7.54,0.65,8.6207,202284.12,159202.125
920433.BJ,20250328,7.99,8.37,7.5,7.5,8.19,-0.69,-8.4249,164361.38,130893.852
920433.BJ,20250331,7.4,7.4,6.97,6.98,7.5,-0.52,-6.9333,96368.64,68614.031
920433.BJ,20250401,7.09,7.99,7.05,7.49,6.98,0.51,7.3066,169940.48,128825.388
920433.BJ,20250402,7.28,7.65,7.28,7.42,7.49,-0.07,-0.9346,105899.5,78672.951
920433.BJ,20250403,7.23,7.83,7.22,7.73,7.42,0.31,4.1779,127505.22,97489.104
920433.BJ,20250407,7.37,7.64,6.2,6.57,7.73,-1.16,-15.0065,136267.8,95529.586
920433.BJ,20250408,6.74,7.1,6.65,7.04,6.57,0.47,7.1537,106655.1,73219.299
920433.BJ,20250409,6.83,7.7,6.61,7.67,7.04,0.63,8.9489,174940.14,127560.633
920433.BJ,20250410,7.8,8.08,7.66,7.83,7.67,0.16,2.086,178177.91,140450.784
920433.BJ,20250411,7.68,8.38,7.63,8.01,7.83,0.18,2.2989,194319.78,155787.58
920433.BJ,20250414,7.84,8.26,7.78,8.05,8.01,0.04,0.4994,163005.15,131756.389
920433.BJ,20250415,8.05,8.06,7.62,7.8,8.05,-0.25,-3.1056,100202.11,78356.621
920433.BJ,20250416,7.71,7.84,7.52,7.6,7.8,-0.2,-2.5641,72771.06,55607.034
920433.BJ,20250417,7.51,8.08,7.51,8.02,7.6,0.42,5.5263,112046.56,87756.419
920433.BJ,20250418,8.09,8.42,7.75,7.82,8.02,-0.2,-2.4938,120307.92,97212.856
920433.BJ,20250421,7.72,7.99,7.69,7.96,7.82,0.14,1.7903,74387.9,58584.23
920433.BJ,20250422,7.88,8.2,7.86,7.96,7.96,0.0,0.0,94197.59,75664.916
