id,concept_name,ts_code,name
TS34,雷达,000768.SZ,中航西飞
TS34,雷达,002147.SZ,*ST新光
TS34,雷达,002331.SZ,皖通科技
TS34,雷达,002402.SZ,和而泰
TS34,雷达,002413.SZ,雷科防务
TS34,雷达,002414.SZ,高德红外
TS34,雷达,002444.SZ,巨星科技
TS34,雷达,002456.SZ,欧菲光
TS34,雷达,002747.SZ,埃斯顿
TS34,雷达,300045.SZ,华力创通
TS34,雷达,300065.SZ,海兰信
TS34,雷达,300114.SZ,中航电测
TS34,雷达,300252.SZ,金信诺
TS34,雷达,300342.SZ,天银机电
TS34,雷达,300397.SZ,天和防务
TS34,雷达,300474.SZ,景嘉微
TS34,雷达,300552.SZ,万集科技
TS34,雷达,300742.SZ,越博动力
TS34,雷达,300862.SZ,蓝盾光电
TS34,雷达,600562.SH,国睿科技
TS34,雷达,600879.SH,航天电子
TS34,雷达,600990.SH,四创电子
