ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000300.SH,20241205,3921.5881,3916.5638,3936.3358,3910.0834,3930.5568,-8.9687,-0.2282,138534038.0,257716297.997
000300.SH,20241206,3973.1405,3923.8954,3995.1168,3923.8954,3921.5881,51.5524,1.3146,192057907.0,351751735.425
000300.SH,20241209,3966.5708,3970.6628,3995.5116,3948.4206,3973.1405,-6.5697,-0.1654,175959958.0,308227216.703
000300.SH,20241210,3995.6369,4094.05,4098.3804,3988.9676,3966.5708,29.0661,0.7328,253463795.0,487278042.807
000300.SH,20241211,3988.8308,3988.0179,4005.3253,3977.3522,3995.6369,-6.8061,-0.1703,177252846.0,310713317.895
000300.SH,20241212,4028.5048,3987.1525,4031.7441,3981.3485,3988.8308,39.674,0.9946,181621777.0,333667518.401
000300.SH,20241213,3933.1808,4000.9854,4000.9854,3931.7392,4028.5048,-95.324,-2.3662,230353079.0,421478609.274
000300.SH,20241216,3911.8416,3930.7807,3938.7595,3901.6465,3933.1808,-21.3392,-0.5425,178511251.0,327619081.581
000300.SH,20241217,3922.0334,3908.1263,3955.945,3908.1263,3911.8416,10.1918,0.2605,160939090.0,306037370.847
000300.SH,20241218,3941.89,3934.5425,3956.1441,3933.9693,3922.0334,19.8566,0.5063,157738321.0,276825381.224
000300.SH,20241219,3945.4635,3911.8901,3954.3491,3899.7479,3941.89,3.5735,0.0907,161081040.0,321771606.933
000300.SH,20241220,3927.7441,3937.4722,3958.6336,3923.2562,3945.4635,-17.7194,-0.4491,154986496.0,332143276.398
000300.SH,20241223,3933.5718,3928.1493,3965.8502,3928.1493,3927.7441,5.8277,0.1484,190067362.0,354063425.209
000300.SH,20241224,3983.6882,3934.9422,3985.8588,3934.7338,3933.5718,50.1164,1.2741,161494589.0,310384873.294
000300.SH,20241225,3985.6291,3987.9557,4007.7626,3969.4766,3983.6882,1.9409,0.0487,159390747.0,299295145.793
000300.SH,20241226,3987.4801,3981.7317,3991.5331,3965.5461,3985.6291,1.851,0.0464,143425286.0,305769929.403
000300.SH,20241227,3981.0307,3987.0189,4007.1314,3970.9365,3987.4801,-6.4494,-0.1617,169268666.0,345011075.199
000300.SH,20241230,3999.0549,3976.7004,4005.778,3976.7004,3981.0307,18.0242,0.4528,164612485.0,322699390.192
000300.SH,20241231,3934.9109,3995.8705,4004.3462,3934.9109,3999.0549,-64.144,-1.604,183928397.0,347880439.53
000300.SH,20250102,3820.3952,3931.8155,3934.2034,3796.3389,3934.9109,-114.5157,-2.9102,217898724.0,388636586.639
000300.SH,20250103,3775.1648,3825.2426,3835.9353,3767.6653,3820.3952,-45.2304,-1.1839,175342676.0,304322755.436
000300.SH,20250106,3768.9697,3775.9902,3788.8489,3743.0727,3775.1648,-6.1951,-0.1641,150946670.0,262803541.116
000300.SH,20250107,3796.1055,3760.866,3797.602,3749.0581,3768.9697,27.1358,0.72,146455779.0,266855795.347
000300.SH,20250108,3789.2153,3781.261,3810.7355,3731.1887,3796.1055,-6.8902,-0.1815,169166968.0,300965725.433
000300.SH,20250109,3779.8773,3780.7341,3795.2608,3768.681,3789.2153,-9.338,-0.2464,129794002.0,251486002.82
000300.SH,20250110,3732.4806,3778.8928,3786.8069,3732.4806,3779.8773,-47.3967,-1.2539,137523171.0,275354209.064
000300.SH,20250113,3722.513,3704.4442,3737.8852,3704.1073,3732.4806,-9.9676,-0.2671,136446199.0,247861953.197
000300.SH,20250114,3820.5395,3728.5561,3826.6399,3718.8768,3722.513,98.0265,2.6333,170664657.0,345461480.064
000300.SH,20250115,3796.026,3810.0353,3816.8284,3790.1655,3820.5395,-24.5135,-0.6416,141475520.0,278850595.532
000300.SH,20250116,3800.3836,3812.1935,3842.947,3776.2861,3796.026,4.3576,0.1148,144505871.0,305734630.771
000300.SH,20250117,3812.3429,3788.3729,3831.6404,3780.2133,3800.3836,11.9593,0.3147,126621961.0,265437489.594
000300.SH,20250120,3829.6764,3835.3042,3858.6677,3821.9815,3812.3429,17.3335,0.4547,139581277.0,292175449.109
000300.SH,20250121,3832.6145,3850.3563,3850.9106,3817.1214,3829.6764,2.9381,0.0767,141218406.0,285073351.693
000300.SH,20250122,3797.0166,3823.9447,3823.9447,3783.1438,3832.6145,-35.5979,-0.9288,137255062.0,298745637.551
000300.SH,20250123,3803.7439,3829.0462,3864.2585,3801.8531,3797.0166,6.7273,0.1772,180569551.0,345198071.114
000300.SH,20250124,3832.8637,3793.8498,3847.6003,3793.4836,3803.7439,29.1198,0.7656,148971722.0,296474375.469
000300.SH,20250127,3817.0802,3836.9578,3851.9969,3817.0802,3832.8637,-15.7835,-0.4118,146670772.0,282940127.541
000300.SH,20250205,3795.0848,3844.6998,3844.6998,3785.162,3817.0802,-21.9954,-0.5762,157168308.0,346016202.025
000300.SH,20250206,3842.8314,3789.6086,3843.4942,3788.3196,3795.0848,47.7466,1.2581,167288176.0,371891971.101
000300.SH,20250207,3892.7028,3844.0574,3919.3499,3833.8685,3842.8314,49.8714,1.2978,221857707.0,487381557.078
000300.SH,20250210,3901.0618,3898.1023,3906.3678,3878.8314,3892.7028,8.359,0.2147,188903040.0,384968342.874
000300.SH,20250211,3883.1352,3905.1594,3905.1594,3872.9087,3901.0618,-17.9266,-0.4595,166574909.0,337866056.116
000300.SH,20250212,3919.8617,3875.9596,3920.7229,3867.3538,3883.1352,36.7265,0.9458,164228540.0,354830596.298
000300.SH,20250213,3905.1398,3913.9044,3939.1978,3904.9845,3919.8617,-14.7219,-0.3756,172485874.0,376473453.307
000300.SH,20250214,3939.0085,3900.8274,3942.0356,3900.8274,3905.1398,33.8687,0.8673,172976452.0,360974236.854
000300.SH,20250217,3947.3983,3954.4147,3955.8959,3921.7017,3939.0085,8.3898,0.213,213588246.0,430929575.563
000300.SH,20250218,3912.7829,3942.5761,3965.4232,3901.8675,3947.3983,-34.6154,-0.8769,209425101.0,400186229.941
000300.SH,20250219,3940.1602,3906.2201,3943.6742,3904.1455,3912.7829,27.3773,0.6997,182829517.0,363680372.563
000300.SH,20250220,3928.8959,3934.6503,3940.678,3916.1772,3940.1602,-11.2643,-0.2859,163895236.0,325972429.363
000300.SH,20250221,3978.444,3938.0518,3981.048,3927.7874,3928.8959,49.5481,1.2611,227400330.0,504645493.577
000300.SH,20250224,3969.7169,3972.4831,3995.9456,3949.2309,3978.444,-8.7271,-0.2194,220810618.0,455088749.685
000300.SH,20250225,3925.6505,3933.636,3955.4336,3915.6527,3969.7169,-44.0664,-1.1101,178108580.0,377981451.25
000300.SH,20250226,3959.9413,3931.842,3960.3298,3925.3664,3925.6505,34.2908,0.8735,191062501.0,386458193.763
000300.SH,20250227,3968.1159,3961.0635,3973.9323,3933.4611,3959.9413,8.1746,0.2064,202887963.0,428272792.668
000300.SH,20250228,3890.0487,3950.1866,3972.4813,3886.3994,3968.1159,-78.0672,-1.9674,198104147.0,420308043.45
000300.SH,20250303,3888.4738,3899.6962,3930.0048,3872.5872,3890.0487,-1.5749,-0.0405,177623166.0,356057735.014
000300.SH,20250304,3885.2208,3865.9939,3890.4235,3855.7254,3888.4738,-3.253,-0.0837,149850967.0,297739246.802
000300.SH,20250305,3902.5706,3887.7992,3906.4214,3877.0188,3885.2208,17.3498,0.4466,158652751.0,290860484.505
000300.SH,20250306,3956.2369,3923.3827,3964.4942,3917.0833,3902.5706,53.6663,1.3752,193960915.0,397419427.643
000300.SH,20250307,3944.0143,3944.9145,3967.0743,3935.0464,3956.2369,-12.2226,-0.3089,166732375.0,340626700.286
000300.SH,20250310,3928.8018,3945.5795,3949.1448,3905.127,3944.0143,-15.2125,-0.3857,152765232.0,292574987.481
000300.SH,20250311,3941.4157,3890.4305,3941.4157,3889.4298,3928.8018,12.6139,0.3211,144754402.0,287480453.12
000300.SH,20250312,3927.2315,3946.8623,3953.6125,3921.4736,3941.4157,-14.1842,-0.3599,156732190.0,309627267.365
000300.SH,20250313,3911.5793,3925.7439,3939.2854,3897.3758,3927.2315,-15.6522,-0.3986,156536443.0,295173112.58
000300.SH,20250314,4006.5567,3919.6159,4014.1586,3919.6159,3911.5793,94.9774,2.4281,216139003.0,450895278.803
000300.SH,20250317,3996.7876,4020.6402,4021.7278,3992.2563,4006.5567,-9.7691,-0.2438,162202911.0,318904417.418
000300.SH,20250318,4007.7229,4011.7794,4016.873,3995.9602,3996.7876,10.9353,0.2736,140208496.0,292739319.545
000300.SH,20250319,4010.168,4004.8251,4025.299,3989.512,4007.7229,2.4451,0.061,144419428.0,286075300.795
000300.SH,20250320,3974.9918,4011.0588,4012.0416,3969.9259,4010.168,-35.1762,-0.8772,133754670.0,260020676.826
000300.SH,20250321,3914.6956,3966.5146,3983.1476,3904.7674,3974.9918,-60.2962,-1.5169,165905294.0,309348613.935
000300.SH,20250324,3934.8486,3916.1136,3938.1826,3907.1999,3914.6956,20.153,0.5148,152234674.0,266051442.613
000300.SH,20250325,3932.2951,3937.8975,3946.3574,3921.5287,3934.8486,-2.5535,-0.0649,140475399.0,239246310.986
000300.SH,20250326,3919.3566,3930.2073,3942.026,3916.8607,3932.2951,-12.9385,-0.329,131164187.0,220943164.486
000300.SH,20250327,3932.4117,3911.3841,3952.9852,3903.652,3919.3566,13.0551,0.3331,126793738.0,232173613.774
000300.SH,20250328,3915.1662,3930.7763,3934.2336,3907.384,3932.4117,-17.2455,-0.4385,126356214.0,213379194.289
000300.SH,20250331,3887.3056,3905.9815,3928.4482,3872.403,3915.1662,-27.8606,-0.7116,166798523.0,268480316.572
000300.SH,20250401,3887.6841,3892.7794,3905.2622,3882.4045,3887.3056,0.3785,0.0097,140380274.0,246041674.67
000300.SH,20250402,3884.3858,3884.4181,3900.4949,3877.1599,3887.6841,-3.2983,-0.0848,113043175.0,198267515.342
000300.SH,20250403,3861.5034,3843.4177,3883.7025,3843.4177,3884.3858,-22.8824,-0.5891,142599789.0,263684681.545
000300.SH,20250407,3589.4406,3675.2017,3707.7771,3514.1165,3861.5034,-272.0628,-7.0455,312578586.0,512971787.745
000300.SH,20250408,3650.759,3597.9859,3650.759,3583.8746,3589.4406,61.3184,1.7083,280197312.0,464021087.838
000300.SH,20250409,3686.7943,3606.1036,3686.7943,3587.3368,3650.759,36.0353,0.9871,262305708.0,455031069.29
000300.SH,20250410,3735.1151,3749.1262,3756.1386,3708.8194,3686.7943,48.3208,1.3106,227252227.0,403842564.856
000300.SH,20250411,3750.5167,3730.3148,3762.3653,3708.4617,3735.1151,15.4016,0.4123,168759691.0,318535141.904
000300.SH,20250414,3759.1422,3772.0407,3776.6344,3754.033,3750.5167,8.6255,0.23,164462403.0,292571297.039
000300.SH,20250415,3761.2348,3756.4788,3764.486,3737.8495,3759.1422,2.0926,0.0557,134006040.0,228604621.376
000300.SH,20250416,3772.8204,3757.8757,3775.1661,3721.6025,3761.2348,11.5856,0.308,156359006.0,261711094.769
000300.SH,20250417,3772.2221,3755.0862,3779.1253,3749.504,3772.8204,-0.5983,-0.0159,122371002.0,209012323.066
000300.SH,20250418,3772.523,3760.0425,3782.0443,3754.4072,3772.2221,0.3009,0.008,102948509.0,173109384.097
000300.SH,20250421,3784.8806,3768.1421,3790.1782,3763.1383,3772.523,12.3576,0.3276,121355730.0,208085677.382
000300.SH,20250422,3783.9522,3780.1122,3799.2295,3778.0791,3784.8806,-0.9284,-0.0245,125688257.0,210200698.794
000300.SH,20250423,3786.8824,3803.4295,3807.9536,3780.5183,3783.9522,2.9302,0.0774,131986870.0,247117386.122
000300.SH,20250424,3784.3574,3787.459,3807.2599,3775.207,3786.8824,-2.525,-0.0667,117164560.0,205483051.375
000300.SH,20250425,3786.9937,3792.0838,3801.5765,3780.7772,3784.3574,2.6363,0.0697,124591133.0,220535052.619
000300.SH,20250428,3781.6188,3786.3867,3792.0082,3772.8029,3786.9937,-5.3749,-0.1419,125145091.0,210635318.523
000300.SH,20250429,3775.0767,3776.0025,3785.3157,3768.0311,3781.6188,-6.5421,-0.173,111514694.0,197462744.363
000300.SH,20250430,3770.5705,3775.8306,3787.5639,3768.7573,3775.0767,-4.5062,-0.1194,143681658.0,244820462.218
000300.SH,20250506,3808.5424,3794.3757,3809.0939,3782.777,3770.5705,37.9719,1.0071,158520459.0,267937090.757
000300.SH,20250507,3831.627,3861.5767,3863.6776,3814.9868,3808.5424,23.0846,0.6061,161172299.0,286010735.453
000300.SH,20250508,3852.8963,3820.5481,3867.3313,3816.2642,3831.627,21.2693,0.5551,124959833.0,246987280.588
000300.SH,20250509,3846.1566,3848.6187,3853.6632,3836.5349,3852.8963,-6.7397,-0.1749,119389526.0,216697939.672
000300.SH,20250512,3890.6096,3866.5305,3890.7342,3859.0346,3846.1566,44.453,1.1558,153332460.0,296122947.808
000300.SH,20250513,3896.2583,3915.5924,3915.5924,3890.6855,3890.6096,5.6487,0.1452,147320299.0,267586397.72
000300.SH,20250514,3943.2108,3894.8386,3960.5228,3890.6504,3896.2583,46.9525,1.2051,172033779.0,319465226.851
000300.SH,20250515,3907.1992,3934.0273,3936.4653,3904.9068,3943.2108,-36.0116,-0.9133,138081749.0,241464943.554
000300.SH,20250516,3889.0854,3898.6662,3903.8528,3874.8619,3907.1992,-18.1138,-0.4636,118405345.0,208835664.039
000300.SH,20250519,3877.1453,3882.5677,3885.5889,3866.5695,3889.0854,-11.9401,-0.307,98643414.0,184888170.554
000300.SH,20250520,3898.1705,3883.1024,3911.4737,3881.7436,3877.1453,21.0252,0.5423,104885234.0,201636702.522
000300.SH,20250521,3916.3807,3899.4365,3928.6339,3899.4365,3898.1705,18.2102,0.4671,109791343.0,217037739.435
000300.SH,20250522,3913.8651,3912.6007,3923.0195,3903.0898,3916.3807,-2.5156,-0.0642,107597052.0,197511410.271
000300.SH,20250523,3882.2741,3910.3739,3931.5514,3882.2741,3913.8651,-31.591,-0.8072,120277419.0,232945378.295
000300.SH,20250526,3860.1067,3875.7891,3884.537,3849.0384,3882.2741,-22.1674,-0.571,109601207.0,208876792.149
000300.SH,20250527,3839.3969,3857.6271,3865.4291,3834.8455,3860.1067,-20.7098,-0.5365,98572425.0,178466763.541
000300.SH,20250528,3836.2366,3843.0747,3849.736,3833.9582,3839.3969,-3.1603,-0.0823,89031026.0,162496372.728
000300.SH,20250529,3858.6998,3838.0092,3869.7909,3831.4577,3836.2366,22.4632,0.5856,108471886.0,209459602.501
000300.SH,20250530,3840.2323,3850.493,3858.6128,3829.2542,3858.6998,-18.4675,-0.4786,111672228.0,199389751.071
000300.SH,20250603,3852.0127,3833.4584,3863.2952,3832.7202,3840.2323,11.7804,0.3068,131403090.0,226782772.063
000300.SH,20250604,3868.7429,3855.4878,3875.8569,3855.4878,3852.0127,16.7302,0.4343,116803873.0,211736178.154
000300.SH,20250605,3877.5557,3872.6373,3883.1345,3861.272,3868.7429,8.8128,0.2278,122878184.0,231749275.335
000300.SH,20250606,3873.9841,3878.1027,3889.4557,3869.3871,3877.5557,-3.5716,-0.0921,110987971.0,202034736.311
000300.SH,20250609,3885.2459,3877.7977,3894.6517,3871.9917,3873.9841,11.2618,0.2907,136306293.0,262023668.466
000300.SH,20250610,3865.4652,3887.5512,3897.4573,3850.4663,3885.2459,-19.7807,-0.5091,145563859.0,263647551.795
000300.SH,20250611,3894.6252,3870.6719,3911.6107,3870.6719,3865.4652,29.16,0.7544,142414772.0,257217704.405
000300.SH,20250612,3892.1992,3885.5196,3900.0408,3870.3838,3894.6252,-2.426,-0.0623,133998697.0,260239581.458
000300.SH,20250613,3864.1822,3881.4923,3889.1602,3853.8186,3892.1992,-28.017,-0.7198,172539536.0,309172346.18
000300.SH,20250616,3873.7951,3853.6193,3876.1704,3853.6193,3864.1822,9.6129,0.2488,137341835.0,246860982.863
000300.SH,20250617,3870.3786,3875.1768,3880.4156,3860.409,3873.7951,-3.4165,-0.0882,122342526.0,220399818.949
000300.SH,20250618,3874.9708,3871.6502,3881.346,3854.6575,3870.3786,4.5922,0.1186,127528621.0,230553858.264
000300.SH,20250619,3843.0912,3870.049,3872.9425,3834.9512,3874.9708,-31.8796,-0.8227,130280658.0,234840180.806
000300.SH,20250620,3846.6443,3839.7833,3856.4799,3839.7833,3843.0912,3.5531,0.0925,118151020.0,213522822.875
000300.SH,20250623,3857.9016,3831.1703,3867.5896,3827.0829,3846.6443,11.2573,0.2927,133800892.0,232482215.85
000300.SH,20250624,3904.0342,3862.3876,3914.1579,3862.3876,3857.9016,46.1326,1.1958,163656188.0,294228720.613
000300.SH,20250625,3960.0662,3907.0682,3963.0371,3902.1771,3904.0342,56.032,1.4352,187213671.0,361727254.624
000300.SH,20250626,3946.0195,3953.1603,3964.482,3945.2589,3960.0662,-14.0467,-0.3547,165316263.0,328102847.496
000300.SH,20250627,3921.7578,3949.7879,3969.2626,3918.2041,3946.0195,-24.2617,-0.6148,194557913.0,343468229.814
000300.SH,20250630,3936.0791,3920.3149,3940.3611,3911.6044,3921.7578,14.3213,0.3652,145170236.0,288821434.921
000300.SH,20250701,3942.762,3935.9078,3946.2451,3924.7219,3936.0791,6.6829,0.1698,128959362.0,236070338.399
000300.SH,20250702,3943.6849,3943.3232,3952.1378,3929.6956,3942.762,0.9229,0.0234,147063062.0,246637847.454
000300.SH,20250703,3968.0676,3949.3998,3971.616,3945.138,3943.6849,24.3827,0.6183,141004006.0,269609569.539
000300.SH,20250704,3982.2034,3967.4637,4013.8478,3958.3762,3968.0676,14.1358,0.3562,157197133.0,290512992.198
000300.SH,20250707,3965.1746,3977.2881,3979.7481,3956.5663,3982.2034,-17.0288,-0.4276,131135273.0,225106992.876
000300.SH,20250708,3998.4527,3965.426,4002.269,3965.426,3965.1746,33.2781,0.8393,156402895.0,292089834.224
000300.SH,20250709,3991.4006,3997.5044,4016.7434,3987.4267,3998.4527,-7.0521,-0.1764,173293796.0,305398796.563
000300.SH,20250710,4010.0243,3993.4196,4032.9829,3992.5242,3991.4006,18.6237,0.4666,209778904.0,347836703.626
000300.SH,20250711,4014.807,4011.4652,4065.9419,4010.1052,4010.0243,4.7827,0.1193,262052773.0,443780794.88
000300.SH,20250714,4017.6678,4021.2135,4034.9198,4017.6678,4014.807,2.8608,0.0713,207917175.0,321415945.157
000300.SH,20250715,4019.0644,4023.9896,4042.6574,3994.2628,4017.6678,1.3966,0.0348,191042931.0,353524574.441
000300.SH,20250716,4007.2019,4019.3925,4027.8567,3993.9209,4019.0644,-11.8625,-0.2952,151027308.0,300656795.665
000300.SH,20250717,4034.491,4005.067,4034.5935,4005.067,4007.2019,27.2891,0.681,161249041.0,325516865.723
000300.SH,20250718,4058.5486,4039.8712,4064.6378,4039.3181,4034.491,24.0576,0.5963,186211063.0,354244444.63
000300.SH,20250721,4085.6072,4069.7685,4086.1171,4063.4427,4058.5486,27.0586,0.6667,223268476.0,377938564.878
000300.SH,20250722,4118.9582,4087.3354,4119.2021,4068.3383,4085.6072,33.351,0.8163,257596985.0,450874014.479
000300.SH,20250723,4119.7685,4129.1476,4155.6783,4113.9085,4118.9582,0.8103,0.0197,300506154.0,470330899.421
000300.SH,20250724,4149.0368,4116.8312,4152.4265,4111.8849,4119.7685,29.2683,0.7104,319632392.0,487000043.884
000300.SH,20250725,4127.1634,4145.3195,4150.4994,4117.8005,4149.0368,-21.8734,-0.5272,273594963.0,430445513.471
000300.SH,20250728,4135.8242,4128.1993,4146.12,4112.9677,4127.1634,8.6608,0.2098,222759815.0,406792873.973
000300.SH,20250729,4152.0247,4132.6833,4153.3307,4117.5772,4135.8242,16.2005,0.3917,230807880.0,428764310.974
000300.SH,20250730,4151.2379,4148.9405,4185.2064,4127.4301,4152.0247,-0.7868,-0.0189,249853048.0,445168467.668
000300.SH,20250731,4075.5912,4141.5612,4141.8243,4063.6662,4151.2379,-75.6467,-1.8223,267087406.0,492142571.739
000300.SH,20250801,4054.9286,4069.9254,4085.3543,4040.462,4075.5912,-20.6626,-0.507,196221826.0,359685164.163
000300.SH,20250804,4070.7023,4037.9378,4070.7023,4037.9378,4054.9286,15.7737,0.389,162275902.0,295976826.632
000300.SH,20250805,4103.45,4080.3877,4106.2969,4075.5836,4070.7023,32.7477,0.8045,178851999.0,306934255.766
000300.SH,20250806,4113.4852,4100.4283,4116.7085,4098.3544,4103.45,10.0352,0.2446,176676155.0,307674626.125
000300.SH,20250807,4114.666,4120.2822,4129.7382,4094.8214,4113.4852,1.1808,0.0287,198641902.0,358108366.984
000300.SH,20250808,4104.9669,4109.2734,4122.2104,4097.4157,4114.666,-9.6991,-0.2357,173171201.0,308507687.635
000300.SH,20250811,4122.5106,4110.2939,4134.2462,4103.605,4104.9669,17.5437,0.4274,190443716.0,360685826.235
000300.SH,20250812,4143.8252,4123.5762,4153.2948,4121.2243,4122.5106,21.3146,0.517,177287823.0,383088423.33
000300.SH,20250813,4176.5776,4150.5037,4186.748,4147.1991,4143.8252,32.7524,0.7904,213934999.0,462776745.465
000300.SH,20250814,4173.3131,4179.965,4220.3109,4165.9376,4176.5776,-3.2645,-0.0782,221103595.0,485075642.622
000300.SH,20250815,4202.3533,4162.4205,4214.7291,4157.495,4173.3131,29.0402,0.6959,261327566.0,518686873.501
000300.SH,20250818,4239.4125,4218.2471,4272.9602,4203.4191,4202.3533,37.0592,0.8819,301479102.0,635365867.185
000300.SH,20250819,4223.3741,4241.7651,4264.2303,4215.2075,4239.4125,-16.0384,-0.3783,250818771.0,553536203.26
000300.SH,20250820,4271.3958,4208.4005,4272.1463,4190.5559,4223.3741,48.0217,1.137,246481773.0,538815306.147
000300.SH,20250821,4288.0707,4284.3712,4308.4472,4273.6523,4271.3958,16.6749,0.3904,259030014.0,558521268.967
000300.SH,20250822,4377.9977,4287.3633,4378.3881,4287.3633,4288.0707,89.927,2.0971,290434897.0,675935075.409
000300.SH,20250825,4469.2217,4416.2924,4472.6525,4404.7761,4377.9977,91.224,2.0837,358090006.0,823681964.473
000300.SH,20250826,4452.5905,4453.3526,4476.803,4435.5275,4469.2217,-16.6312,-0.3721,270621395.0,627950450.229
000300.SH,20250827,4386.1266,4458.8399,4494.9126,4386.1266,4452.5905,-66.4639,-1.4927,333133898.0,785098482.974
000300.SH,20250828,4463.782,4378.0351,4464.8028,4364.171,4386.1266,77.6554,1.7705,296834536.0,739423602.221
000300.SH,20250829,4496.7591,4455.8034,4516.8395,4452.3632,4463.782,32.9771,0.7388,351938947.0,831194066.158
000300.SH,20250901,4523.7111,4516.8787,4528.1342,4487.5304,4496.7591,26.952,0.5994,320366708.0,770378288.127
000300.SH,20250902,4490.4528,4521.9828,4548.8937,4454.4169,4523.7111,-33.2583,-0.7352,303932566.0,777999297.964
000300.SH,20250903,4459.8296,4501.3388,4510.7303,4427.5176,4490.4528,-30.6232,-0.682,254320217.0,655697116.709
000300.SH,20250904,4365.2085,4461.2503,4465.4967,4327.5068,4459.8296,-94.6211,-2.1216,307934609.0,773124596.998
000300.SH,20250905,4460.3249,4365.6083,4466.5603,4350.2974,4365.2085,95.1164,2.179,249625657.0,664166970.947
000300.SH,20250908,4467.5733,4467.1693,4482.763,4438.0698,4460.3249,7.2484,0.1625,267638382.0,683630879.769
000300.SH,20250909,4436.2584,4448.739,4472.093,4412.6914,4467.5733,-31.3149,-0.7009,221375460.0,562861103.958
000300.SH,20250910,4445.3649,4438.2998,4466.6325,4414.5937,4436.2584,9.1065,0.2053,203597646.0,535539349.489
000300.SH,20250911,4548.0345,4438.839,4548.0345,4427.9242,4445.3649,102.6696,2.3096,253264051.0,693156671.398
000300.SH,20250912,4521.998,4544.5905,4564.6665,4517.7897,4548.0345,-26.0365,-0.5725,266442003.0,689576075.7
000300.SH,20250915,4533.0557,4534.8866,4566.9053,4522.4958,4521.998,11.0577,0.2445,231885678.0,613314652.4
000300.SH,20250916,4523.3367,4539.9217,4552.419,4494.7875,4533.0557,-9.719,-0.2144,249269206.0,613728334.806
000300.SH,20250917,4551.023,4517.2855,4556.0296,4503.7959,4523.3367,27.6863,0.6121,235716472.0,608454200.521
000300.SH,20250918,4498.109,4546.0319,4573.8331,4454.9886,4551.023,-52.914,-1.1627,309859826.0,839987127.411
000300.SH,20250919,4501.9195,4499.0906,4533.0919,4491.8437,4498.109,3.8105,0.0847,225044000.0,603887059.817
000300.SH,20250922,4522.608,4512.0251,4523.8695,4487.1299,4501.9195,20.6885,0.4595,196459956.0,563149164.266
000300.SH,20250923,4519.7781,4536.7569,4560.7319,4459.7281,4522.608,-2.8299,-0.0626,252827062.0,680513630.7
000300.SH,20250924,4566.0708,4495.2659,4567.4948,4494.1133,4519.7781,46.2927,1.0242,220482608.0,629161495.484
000300.SH,20250925,4593.4875,4563.9827,4613.9486,4558.8424,4566.0708,27.4167,0.6004,229823333.0,669866986.619
000300.SH,20250926,4550.0487,4576.9142,4597.8472,4550.0487,4593.4875,-43.4388,-0.9457,208482114.0,598723903.174
000300.SH,20250929,4620.0528,4555.0342,4647.5691,4541.4252,4550.0487,70.0041,1.5385,274358877.0,693395231.241
000300.SH,20250930,4640.6935,4629.8987,4647.5031,4616.2243,4620.0528,20.6407,0.4468,247980359.0,664624101.862
000300.SH,20251009,4709.482,4662.1133,4726.3449,4651.9895,4640.6935,68.7885,1.4823,347678696.0,862208005.908
000300.SH,20251010,4616.8341,4679.4983,4692.5858,4600.9646,4709.482,-92.6479,-1.9673,319020899.0,792743047.251
000300.SH,20251013,4593.9785,4490.8661,4601.8072,4490.8661,4616.8341,-22.8556,-0.495,315010354.0,714001634.395
000300.SH,20251014,4539.0644,4634.0543,4641.4492,4520.9258,4593.9785,-54.9141,-1.1953,372954030.0,808959003.201
000300.SH,20251015,4606.2879,4544.2431,4608.8239,4526.834,4539.0644,67.2235,1.481,284771855.0,607326345.326
000300.SH,20251016,4618.4218,4588.9206,4645.0959,4586.2801,4606.2879,12.1339,0.2634,248235518.0,560567191.741
000300.SH,20251017,4514.2345,4610.6967,4618.5621,4509.3289,4618.4218,-104.1873,-2.2559,256905617.0,559085965.219
000300.SH,20251020,4538.2201,4558.2421,4570.4376,4520.5024,4514.2345,23.9856,0.5313,218420405.0,505798833.703
000300.SH,20251021,4607.8715,4556.1224,4615.463,4547.9283,4538.2201,69.6514,1.5348,215711175.0,551390253.216
000300.SH,20251022,4592.57,4576.0277,4603.4884,4567.2361,4607.8715,-15.3015,-0.3321,185333960.0,440935302.747
000300.SH,20251023,4606.3447,4578.7018,4611.3409,4541.6944,4592.57,13.7747,0.2999,200463917.0,420800208.776
000300.SH,20251024,4660.6835,4622.7873,4660.6835,4622.7873,4606.3447,54.3388,1.1797,208814483.0,551986648.561
000300.SH,20251027,4716.0186,4699.3819,4720.4288,4687.6876,4660.6835,55.3351,1.1873,262200674.0,672670372.523
000300.SH,20251028,4691.973,4697.7277,4734.3218,4679.2288,4716.0186,-24.0456,-0.5099,220906645.0,571563257.096
000300.SH,20251029,4747.8378,4701.0362,4747.8378,4697.268,4691.973,55.8648,1.1906,246211324.0,645898688.765
000300.SH,20251030,4709.911,4735.9807,4761.8339,4706.452,4747.8378,-37.9268,-0.7988,273289118.0,719956285.438
000300.SH,20251031,4640.6676,4702.4946,4706.1395,4640.6676,4709.911,-69.2434,-1.4702,281464740.0,680712251.493
000300.SH,20251103,4653.4028,4636.7323,4653.4028,4595.7339,4640.6676,12.7352,0.2744,239869809.0,557602941.096
000300.SH,20251104,4618.699,4649.3481,4665.323,4595.066,4653.4028,-34.7038,-0.7458,233224032.0,505177700.977
000300.SH,20251105,4627.257,4562.1117,4642.6101,4558.7647,4618.699,8.558,0.1853,203045871.0,468361161.389
000300.SH,20251106,4693.4032,4642.0112,4698.0935,4642.0112,4627.257,66.1462,1.4295,224241008.0,553641780.921
000300.SH,20251107,4678.7944,4673.7616,4701.3743,4666.0405,4693.4032,-14.6088,-0.3113,212497377.0,507573849.5
