ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920019.BJ,20250102,19.5,19.73,18.7,18.99,19.6,-0.61,-3.1122,17608.23,34071.385
920019.BJ,20250103,19.27,19.35,18.71,19.04,18.99,0.05,0.2633,16504.57,31505.585
920019.BJ,20250106,19.64,20.63,19.22,19.4,19.04,0.36,1.8908,23301.61,46019.197
920019.BJ,20250107,19.7,19.98,19.21,19.97,19.4,0.57,2.9381,17601.28,34575.819
920019.BJ,20250108,19.8,20.57,19.6,20.57,19.97,0.6,3.0045,26818.5,54182.741
920019.BJ,20250109,20.7,21.1,20.2,20.51,20.57,-0.06,-0.2917,27826.13,57499.155
920019.BJ,20250110,20.22,20.63,19.28,19.35,20.51,-1.16,-5.6558,19296.6,38591.807
920019.BJ,20250113,19.01,20.46,18.95,20.18,19.35,0.83,4.2894,22301.24,44290.488
920019.BJ,20250114,20.12,21.4,19.84,21.4,20.18,1.22,6.0456,39321.57,81656.392
920019.BJ,20250115,21.12,21.51,20.72,20.95,21.4,-0.45,-2.1028,24988.44,52753.471
920019.BJ,20250116,21.1,21.8,20.78,20.86,20.95,-0.09,-0.4296,21054.16,44531.849
920019.BJ,20250117,20.7,21.18,20.18,20.25,20.86,-0.61,-2.9243,14903.62,30507.113
920019.BJ,20250120,20.5,20.61,20.21,20.28,20.25,0.03,0.1481,9492.1,19315.635
920019.BJ,20250121,20.58,20.59,20.12,20.22,20.28,-0.06,-0.2959,6776.56,13742.942
920019.BJ,20250122,20.33,20.33,19.55,19.55,20.22,-0.67,-3.3136,12177.04,24117.567
920019.BJ,20250123,19.77,20.26,19.2,19.2,19.55,-0.35,-1.7903,12776.6,25292.491
920019.BJ,20250124,19.45,19.53,19.02,19.22,19.2,0.02,0.1042,12106.69,23358.633
920019.BJ,20250127,19.05,19.42,18.9,18.93,19.22,-0.29,-1.5088,8731.42,16755.813
920019.BJ,20250205,18.72,19.2,18.7,18.9,18.93,-0.03,-0.1585,9978.58,18883.086
920019.BJ,20250206,18.9,19.48,18.77,19.46,18.9,0.56,2.963,16171.44,31092.961
920019.BJ,20250207,19.38,20.38,19.38,19.86,19.46,0.4,2.0555,29021.77,57811.358
920019.BJ,20250210,19.87,20.31,19.78,20.31,19.86,0.45,2.2659,20951.57,42032.137
920019.BJ,20250211,20.3,22.34,20.1,21.64,20.31,1.33,6.5485,61659.75,132271.13
920019.BJ,20250212,21.5,22.21,21.14,21.54,21.64,-0.1,-0.4621,38079.13,82029.45
920019.BJ,20250213,21.3,21.73,21.14,21.2,21.54,-0.34,-1.5785,20949.68,44750.181
920019.BJ,20250214,21.04,21.19,20.33,20.52,21.2,-0.68,-3.2075,23176.0,47945.821
920019.BJ,20250217,20.51,20.85,20.33,20.73,20.52,0.21,1.0234,18603.62,38273.82
920019.BJ,20250218,20.89,20.89,19.79,19.82,20.73,-0.91,-4.3898,17933.31,36488.824
920019.BJ,20250219,20.05,20.05,19.63,20.01,19.82,0.19,0.9586,16685.32,33231.28
920019.BJ,20250220,20.11,20.62,19.92,20.62,20.01,0.61,3.0485,25625.03,52045.192
920019.BJ,20250221,20.66,20.74,20.18,20.39,20.62,-0.23,-1.1154,22788.53,46519.998
920019.BJ,20250224,20.39,20.96,20.22,20.96,20.39,0.57,2.7955,27974.95,57826.577
920019.BJ,20250225,20.67,20.97,20.33,20.39,20.96,-0.57,-2.7195,24374.35,50279.49
920019.BJ,20250226,20.5,20.64,20.32,20.6,20.39,0.21,1.0299,18016.55,36946.259
920019.BJ,20250227,20.76,20.94,20.4,20.93,20.6,0.33,1.6019,25202.74,52081.866
920019.BJ,20250228,20.75,23.66,20.72,22.31,20.93,1.38,6.5934,113372.87,254497.746
920019.BJ,20250303,22.58,23.59,22.0,23.55,22.31,1.24,5.558,94206.66,215175.402
920019.BJ,20250304,23.42,24.2,22.77,23.28,23.55,-0.27,-1.1465,77613.26,181047.524
920019.BJ,20250305,23.03,23.43,22.08,23.15,23.28,-0.13,-0.5584,54316.16,124309.043
920019.BJ,20250306,23.35,23.64,22.62,22.82,23.15,-0.33,-1.4255,47862.83,110362.641
920019.BJ,20250307,22.87,25.0,22.25,24.4,22.82,1.58,6.9238,101867.88,246186.225
920019.BJ,20250310,24.1,25.61,23.62,25.04,24.4,0.64,2.623,88093.74,217454.037
920019.BJ,20250311,24.6,25.98,23.9,25.7,25.04,0.66,2.6358,91083.52,227891.813
920019.BJ,20250312,25.73,27.18,24.59,24.69,25.7,-1.01,-3.93,101157.28,261882.03
920019.BJ,20250313,24.49,25.6,24.14,25.49,24.69,0.8,3.2402,74793.44,186704.583
920019.BJ,20250314,26.77,28.0,25.55,25.56,25.49,0.07,0.2746,99995.31,266073.016
920019.BJ,20250317,24.68,26.56,24.61,26.4,25.56,0.84,3.2864,73633.67,190924.476
920019.BJ,20250318,26.2,26.39,25.54,26.12,26.4,-0.28,-1.0606,55608.75,144328.288
920019.BJ,20250319,25.6,26.11,23.5,23.77,26.12,-2.35,-8.9969,60369.75,149504.916
920019.BJ,20250320,23.9,24.99,23.45,23.79,23.77,0.02,0.0841,44500.45,107773.951
920019.BJ,20250321,23.79,24.73,23.23,23.79,23.79,0.0,0.0,43430.04,104163.096
920019.BJ,20250324,23.93,26.0,23.0,25.96,23.79,2.17,9.1215,110999.24,279922.925
920019.BJ,20250325,26.8,28.79,26.1,26.26,25.96,0.3,1.1556,148629.29,408436.757
920019.BJ,20250326,26.38,28.6,26.33,27.67,26.26,1.41,5.3694,124440.36,343113.086
920019.BJ,20250327,26.11,26.66,24.8,25.13,27.67,-2.54,-9.1796,100445.01,259038.403
920019.BJ,20250328,24.41,24.8,23.32,23.4,25.13,-1.73,-6.8842,59416.14,142168.739
920019.BJ,20250331,23.3,23.3,22.13,22.71,23.4,-0.69,-2.9487,35134.89,79718.139
920019.BJ,20250401,22.9,23.49,22.68,22.87,22.71,0.16,0.7045,33852.42,78059.479
920019.BJ,20250402,22.94,22.96,22.03,22.18,22.87,-0.69,-3.0171,32734.49,73290.376
920019.BJ,20250403,21.99,22.73,21.78,22.55,22.18,0.37,1.6682,29036.18,64726.82
920019.BJ,20250407,20.6,21.44,15.99,17.52,22.55,-5.03,-22.306,62001.96,116713.131
920019.BJ,20250408,17.88,18.35,17.56,18.23,17.52,0.71,4.0525,42531.12,76647.463
920019.BJ,20250409,17.4,19.76,17.32,19.55,18.23,1.32,7.2408,62652.42,117783.925
920019.BJ,20250410,20.28,20.94,19.83,20.09,19.55,0.54,2.7621,58211.74,119172.238
920019.BJ,20250411,20.1,20.87,20.1,20.18,20.09,0.09,0.448,44209.14,90788.082
920019.BJ,20250414,20.39,20.98,20.39,20.75,20.18,0.57,2.8246,40577.15,83981.098
920019.BJ,20250415,20.85,20.85,20.3,20.54,20.75,-0.21,-1.012,25172.09,51595.729
920019.BJ,20250416,20.41,20.55,19.48,19.87,20.54,-0.67,-3.2619,27837.01,55636.032
920019.BJ,20250417,20.1,20.65,19.81,20.4,19.87,0.53,2.6673,31089.39,63345.001
920019.BJ,20250418,20.59,20.95,20.17,20.9,20.4,0.5,2.451,37977.17,78814.265
920019.BJ,20250421,20.8,21.77,20.52,21.62,20.9,0.72,3.445,40189.5,85552.777
920019.BJ,20250422,21.48,21.61,21.0,21.02,21.62,-0.6,-2.7752,27226.01,57742.036
920019.BJ,20250423,21.0,21.5,21.0,21.3,21.02,0.28,1.3321,27361.58,58264.949
920019.BJ,20250424,21.28,21.29,20.17,20.24,21.3,-1.06,-4.9765,30821.04,63621.153
920019.BJ,20250425,20.34,20.59,19.93,19.98,20.24,-0.26,-1.2846,14640.33,29611.394
920019.BJ,20250428,19.7,20.16,19.13,19.2,19.98,-0.78,-3.9039,15006.03,29208.769
920019.BJ,20250429,19.32,19.7,19.18,19.45,19.2,0.25,1.3021,11588.27,22526.175
920019.BJ,20250430,19.94,20.36,19.72,20.24,19.45,0.79,4.0617,15802.07,31844.912
