id,concept_name,ts_code,name
TS7,魔兽概念,002269.SZ,美邦服饰
TS7,魔兽概念,002624.SZ,完美世界
TS7,魔兽概念,002699.SZ,美盛文化
TS7,魔兽概念,300027.SZ,华谊兄弟
