id,concept_name,ts_code,name
TS115,超级计算机,000938.SZ,紫光股份
TS115,超级计算机,000977.SZ,浪潮信息
TS115,超级计算机,002049.SZ,紫光国微
TS115,超级计算机,300229.SZ,拓尔思
TS115,超级计算机,300352.SZ,北信源
TS115,超级计算机,600171.SH,上海贝岭
TS115,超级计算机,600330.SH,天通股份
TS115,超级计算机,600360.SH,华微电子
TS115,超级计算机,600770.SH,综艺股份
TS115,超级计算机,603019.SH,中科曙光
