trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,188.43,37236.7,2,5,70.3,7.67,启动期
20260514,111.32,43057.0,1,5,25.0,7.42,轮动
20260515,15.59,403.4,0,0,32.8,3.89,轮动
20260518,26.33,354.5,0,2,37.5,4.55,轮动
20260519,60.77,328.1,1,2,68.8,5.34,轮动
