trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,7.08,12702.4,0,0,66.7,1.52,轮动
20260514,0.09,14936.2,0,0,0.0,-3.31,轮动
20260515,0.19,123.2,0,0,0.0,-1.5,轮动
20260518,6.61,142.2,0,0,66.7,2.42,轮动
20260519,6.31,110.0,0,0,83.3,1.77,轮动
