trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,90.24,8038.7,1,2,53.8,4.82,轮动
20260514,1.39,7829.6,0,1,7.7,0.05,轮动
20260515,0.38,54.6,0,0,0.0,-1.13,轮动
20260518,3.2,40.9,0,0,23.1,0.62,轮动
20260519,13.14,34.0,0,0,84.6,2.09,轮动
