trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,10.82,9086.2,0,0,23.1,1.42,轮动
20260514,3.61,8407.2,0,0,3.8,0.51,轮动
20260515,2.61,92.8,0,0,7.7,0.37,轮动
20260518,5.25,79.2,0,0,23.1,0.85,轮动
20260519,15.91,66.2,0,0,57.7,2.23,轮动
20260520,3.49,76.1,0,0,7.7,0.8,轮动
