trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,67.8,6850.6,1,1,42.9,3.45,轮动
20260514,8.81,8190.3,0,1,28.6,1.6,轮动
20260515,2.98,72.6,0,0,21.4,0.4,轮动
20260518,7.27,52.0,0,0,50.0,1.15,轮动
20260519,60.76,63.2,1,1,78.6,3.59,轮动
