trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,144.87,44986.3,1,5,73.1,6.66,轮动
20260514,3.86,51159.5,0,0,7.7,0.93,轮动
20260515,48.57,427.2,1,2,46.2,4.82,轮动
20260518,81.25,369.9,1,2,55.8,6.21,分歧期
20260519,125.53,482.7,1,3,73.1,6.77,分歧期
