trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,195.25,10019.5,1,2,75.0,6.25,轮动
20260514,6.4,10509.0,0,0,12.5,1.66,轮动
20260515,11.25,88.8,0,1,37.5,2.72,轮动
20260518,13.61,78.9,0,1,37.5,3.05,轮动
20260519,195.34,83.0,1,4,45.8,8.72,分歧期
