trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,213.6,58841.4,2,12,64.0,8.59,启动期
20260514,27.01,59008.0,0,5,15.4,6.06,轮动
20260515,299.2,688.7,3,23,56.6,11.33,启动期
20260518,144.4,580.5,3,9,42.6,10.73,分歧期
20260519,234.65,535.5,4,14,67.6,12.45,分歧期
20260520,71.37,590.3,2,5,31.6,7.48,分歧期
