trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,81.05,40548.8,1,1,71.4,4.48,轮动
20260514,0.92,40239.1,0,0,14.3,-0.6,轮动
20260515,0.07,395.6,0,0,0.0,-2.89,轮动
20260518,156.12,315.8,1,4,100.0,6.85,分歧期
20260519,109.14,472.3,1,2,71.4,5.19,分歧期
