trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,74.77,8156.9,1,1,50.0,4.22,轮动
20260514,7.44,9693.3,0,0,17.9,1.59,轮动
20260515,42.14,74.9,1,1,32.1,3.66,轮动
20260518,62.73,68.8,1,3,50.0,5.29,轮动
20260519,90.59,64.7,1,2,60.7,7.18,分歧期
