trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,10.12,1821.3,0,1,80.0,2.79,轮动
20260514,0.06,1803.5,0,0,20.0,-4.23,轮动
20260515,0.47,12.4,0,0,20.0,-1.16,轮动
20260518,0.81,9.6,0,0,40.0,-0.97,轮动
20260519,2.17,9.6,0,0,60.0,0.32,轮动
