trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,27.33,4138.8,0,1,44.4,4.05,轮动
20260514,6.34,4324.7,0,0,11.1,1.12,轮动
20260515,4.45,37.6,0,0,16.7,0.95,轮动
20260518,23.97,33.9,0,1,38.9,2.31,轮动
20260519,69.27,27.5,1,1,66.7,4.35,轮动
