trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,35.65,19655.7,0,2,72.2,3.61,轮动
20260514,0.87,15623.5,0,0,5.6,-1.33,轮动
20260515,0.68,132.5,0,0,0.0,-0.7,轮动
20260518,7.2,115.5,0,0,27.8,1.26,轮动
20260519,127.14,106.9,1,2,77.8,4.97,分歧期
