trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,71.11,5441.6,1,1,80.0,4.08,轮动
20260514,14.52,4313.3,1,1,20.0,-0.23,轮动
20260515,20.06,44.8,1,1,40.0,0.99,轮动
20260518,0.16,29.5,0,0,20.0,-3.06,轮动
20260519,33.6,61.6,1,1,60.0,2.52,轮动
