trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,133.38,16601.1,1,2,82.6,5.34,轮动
20260514,7.89,18374.9,0,0,17.4,1.5,轮动
20260515,32.42,217.6,0,1,69.6,4.65,轮动
20260518,13.65,186.8,0,1,30.4,3.14,轮动
20260519,20.62,157.3,0,1,56.5,3.18,轮动
