trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,17.76,11382.1,0,0,32.8,2.72,轮动
20260514,1.19,11853.1,0,0,1.7,-0.31,轮动
20260515,14.78,109.7,0,1,25.9,4.02,轮动
20260518,34.6,93.4,1,1,31.0,4.13,轮动
20260519,57.91,98.6,1,1,77.2,4.67,轮动
