trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,3.11,3439.5,0,0,40.0,0.67,轮动
20260514,3.97,4736.6,0,0,60.0,0.6,轮动
20260515,1.94,49.5,0,0,60.0,0.07,轮动
20260518,8.52,40.9,0,1,40.0,0.26,轮动
20260519,2.8,33.5,0,0,60.0,0.71,轮动
