trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,23.53,9627.3,0,1,43.8,3.89,轮动
20260514,0.63,8301.7,0,0,0.0,-1.02,轮动
20260515,0.47,80.9,0,0,0.0,-1.23,轮动
20260518,6.62,67.7,0,0,31.2,1.38,轮动
20260519,7.47,53.4,0,0,50.0,0.82,轮动
