trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,176.87,14851.5,1,2,88.9,5.5,轮动
20260514,1.05,18339.2,0,0,11.1,-0.4,轮动
20260515,0.19,140.5,0,0,0.0,-1.76,轮动
20260518,5.26,136.9,0,0,66.7,1.25,轮动
20260519,61.74,151.1,1,1,77.8,4.42,轮动
