trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,66.72,13292.2,0,3,58.8,5.27,轮动
20260514,8.29,12113.8,0,0,20.6,1.83,轮动
20260515,15.36,118.5,0,1,26.5,4.4,轮动
20260518,43.42,93.3,1,2,38.2,4.15,轮动
20260519,61.37,86.7,1,1,67.6,4.71,轮动
