trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,219.3,13566.6,1,4,48.1,7.0,轮动
20260514,13.9,15873.2,0,1,18.5,3.02,轮动
20260515,31.07,132.5,0,1,33.3,4.21,轮动
20260518,10.82,83.9,0,0,33.3,2.84,轮动
20260519,99.74,101.0,1,3,59.3,5.42,分歧期
