trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,27.63,37942.3,0,0,48.7,3.61,轮动
20260514,14.35,40609.3,0,1,7.9,3.12,轮动
20260515,72.96,388.9,2,3,22.4,6.47,分歧期
20260518,67.25,351.1,2,2,31.6,6.65,轮动
20260519,82.88,397.5,1,2,77.6,6.05,分歧期
