trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,7.08,4450.5,0,0,38.5,0.96,轮动
20260514,1.5,3605.6,0,0,15.4,-0.27,轮动
20260515,30.24,52.2,0,1,46.2,3.73,轮动
20260518,3.79,35.4,0,0,30.8,0.69,轮动
20260519,65.96,43.6,1,2,69.2,4.68,轮动
