trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,93.73,59768.1,1,3,55.6,6.1,轮动
20260514,5.42,55078.8,0,1,7.4,1.32,轮动
20260515,7.82,584.2,0,0,18.5,2.29,轮动
20260518,55.73,440.9,1,2,31.5,6.84,轮动
20260519,113.25,423.2,2,2,66.7,7.42,启动期
