trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,565.35,218143.8,8,19,76.5,10.59,启动期
20260514,40.98,220845.9,1,2,10.1,6.47,轮动
20260515,36.09,1992.1,0,7,32.4,6.97,轮动
20260518,356.55,1665.6,7,15,65.4,16.34,启动期
20260519,540.59,1835.5,10,22,79.9,15.28,启动期
