trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,32.31,11723.4,0,1,70.8,3.03,轮动
20260514,0.77,12498.3,0,0,4.2,-1.4,轮动
20260515,8.52,131.2,0,0,37.5,1.4,轮动
20260518,21.51,89.0,0,1,66.7,2.96,轮动
20260519,79.4,111.1,0,4,87.5,5.95,分歧期
