trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,121.96,13218.3,1,3,55.6,5.34,轮动
20260514,3.46,14679.7,0,1,5.6,0.68,轮动
20260515,7.98,122.6,0,0,27.8,1.49,轮动
20260518,104.52,121.2,1,3,58.3,6.86,分歧期
20260519,181.42,137.6,2,3,86.1,7.12,启动期
