trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,10.68,2415.6,0,0,33.3,2.61,轮动
20260514,0.88,2640.6,0,0,8.3,-0.85,轮动
20260515,4.61,25.1,0,1,33.3,1.33,轮动
20260518,21.39,20.6,0,1,33.3,2.99,轮动
20260519,127.21,30.1,2,2,75.0,5.42,启动期
20260520,1.83,26.0,0,0,16.7,0.35,轮动
