trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,313.66,176798.7,4,13,62.3,10.34,启动期
20260514,129.82,182992.8,2,8,25.3,9.28,启动期
20260515,289.5,1972.6,4,20,51.2,13.02,分歧期
20260518,181.78,1750.8,5,16,45.7,10.44,发酵期
20260519,218.08,1766.5,4,13,63.6,10.46,分歧期
