trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,20.66,64296.3,0,0,48.9,2.26,轮动
20260514,0.97,54027.8,0,0,2.2,-0.68,轮动
20260515,1.37,642.5,0,0,6.7,0.15,轮动
20260518,8.16,430.6,0,1,15.6,2.12,轮动
20260519,13.64,335.1,0,0,40.0,2.69,轮动
