trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,14.75,17898.5,0,0,53.3,1.9,轮动
20260514,1.13,19852.7,0,0,13.3,-0.5,轮动
20260515,4.33,164.5,0,0,26.7,0.84,轮动
20260518,5.6,122.4,0,0,33.3,0.95,轮动
20260519,12.87,123.9,0,0,60.0,2.32,轮动
