trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,19.42,27614.8,0,0,80.0,3.04,轮动
20260514,1.6,24787.5,0,0,30.0,-0.77,轮动
20260515,3.15,286.7,0,1,20.0,0.95,轮动
20260518,11.0,266.9,0,0,70.0,2.42,轮动
20260519,58.13,252.3,1,1,60.0,4.39,轮动
