trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,35.3,53107.2,0,2,30.9,5.39,轮动
20260514,24.63,53380.2,0,3,10.8,5.86,轮动
20260515,40.4,466.8,1,4,23.0,6.38,轮动
20260518,11.15,391.5,0,0,16.5,3.86,轮动
20260519,131.39,382.2,3,5,73.2,8.8,启动期
