trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,13.09,2626.9,0,0,43.8,1.54,轮动
20260514,6.33,3165.7,0,0,25.0,0.65,轮动
20260515,0.51,31.7,0,0,0.0,-1.07,轮动
20260518,6.47,24.2,0,0,37.5,1.1,轮动
20260519,23.66,27.1,0,0,100.0,3.02,轮动
20260520,1.3,22.5,0,0,12.5,-0.4,轮动
