trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,14.62,6955.1,0,0,72.7,2.07,轮动
20260514,0.31,6127.0,0,0,0.0,-2.08,轮动
20260515,5.82,69.2,0,1,36.4,1.49,轮动
20260518,0.28,77.4,0,0,0.0,-1.43,轮动
20260519,6.76,49.9,0,1,45.5,1.56,轮动
